atlas_coord,fiber,dex1,dex2,grammar_status,leg,direction,receiver,carriage,repeat,primary_family,assigned_family,boundary_reason
clip:shoulder/S.OUT.S|O.OUT.O,clipper:shoulder,S.OUT.S,O.OUT.O,blocked,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:shoulder/S.OUT.O|S.IN.S,clipper:shoulder,S.OUT.O,S.IN.S,blocked,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:shoulder/S.OUT.O|S.IN.O,clipper:shoulder,S.OUT.O,S.IN.O,blocked,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:shoulder/S.OUT.O|S.OUT.S,clipper:shoulder,S.OUT.O,S.OUT.S,blocked,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:shoulder/S.OUT.O|S.OUT.O,clipper:shoulder,S.OUT.O,S.OUT.O,blocked,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:shoulder/S.OUT.O|O.IN.S,clipper:shoulder,S.OUT.O,O.IN.S,blocked,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:shoulder/S.OUT.O|O.IN.O,clipper:shoulder,S.OUT.O,O.IN.O,blocked,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:shoulder/S.OUT.O|O.OUT.S,clipper:shoulder,S.OUT.O,O.OUT.S,blocked,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:shoulder/S.OUT.O|O.OUT.O,clipper:shoulder,S.OUT.O,O.OUT.O,blocked,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:shoulder/O.IN.S|S.IN.S,clipper:shoulder,O.IN.S,S.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:shoulder/O.IN.S|S.IN.O,clipper:shoulder,O.IN.S,S.IN.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:shoulder/O.IN.S|S.OUT.S,clipper:shoulder,O.IN.S,S.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:shoulder/O.IN.S|S.OUT.O,clipper:shoulder,O.IN.S,S.OUT.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:shoulder/O.IN.S|O.IN.S,clipper:shoulder,O.IN.S,O.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:shoulder/O.IN.S|O.IN.O,clipper:shoulder,O.IN.S,O.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
clip:shoulder/O.IN.S|O.OUT.S,clipper:shoulder,O.IN.S,O.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:shoulder/O.IN.S|O.OUT.O,clipper:shoulder,O.IN.S,O.OUT.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:shoulder/O.IN.O|S.IN.S,clipper:shoulder,O.IN.O,S.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:shoulder/O.IN.O|S.IN.O,clipper:shoulder,O.IN.O,S.IN.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:shoulder/O.IN.O|S.OUT.S,clipper:shoulder,O.IN.O,S.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:shoulder/O.IN.O|S.OUT.O,clipper:shoulder,O.IN.O,S.OUT.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:shoulder/O.IN.O|O.IN.S,clipper:shoulder,O.IN.O,O.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:shoulder/O.IN.O|O.IN.O,clipper:shoulder,O.IN.O,O.IN.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
clip:shoulder/O.IN.O|O.OUT.S,clipper:shoulder,O.IN.O,O.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:shoulder/O.IN.O|O.OUT.O,clipper:shoulder,O.IN.O,O.OUT.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:shoulder/O.OUT.S|S.IN.S,clipper:shoulder,O.OUT.S,S.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:shoulder/O.OUT.S|S.IN.O,clipper:shoulder,O.OUT.S,S.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:shoulder/O.OUT.S|S.OUT.S,clipper:shoulder,O.OUT.S,S.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:shoulder/O.OUT.S|S.OUT.O,clipper:shoulder,O.OUT.S,S.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:shoulder/O.OUT.S|O.IN.S,clipper:shoulder,O.OUT.S,O.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:shoulder/O.OUT.S|O.IN.O,clipper:shoulder,O.OUT.S,O.IN.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:shoulder/O.OUT.S|O.OUT.S,clipper:shoulder,O.OUT.S,O.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:shoulder/O.OUT.S|O.OUT.O,clipper:shoulder,O.OUT.S,O.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
clip:shoulder/O.OUT.O|S.IN.S,clipper:shoulder,O.OUT.O,S.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:shoulder/O.OUT.O|S.IN.O,clipper:shoulder,O.OUT.O,S.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
clip:shoulder/O.OUT.O|S.OUT.S,clipper:shoulder,O.OUT.O,S.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:shoulder/O.OUT.O|S.OUT.O,clipper:shoulder,O.OUT.O,S.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
clip:shoulder/O.OUT.O|O.IN.S,clipper:shoulder,O.OUT.O,O.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:shoulder/O.OUT.O|O.IN.O,clipper:shoulder,O.OUT.O,O.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
clip:shoulder/O.OUT.O|O.OUT.S,clipper:shoulder,O.OUT.O,O.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:shoulder/O.OUT.O|O.OUT.O,clipper:shoulder,O.OUT.O,O.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
clip:head/S.IN.S|S.IN.S,clipper:head,S.IN.S,S.IN.S,blocked,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.S|S.IN.O,clipper:head,S.IN.S,S.IN.O,blocked,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.S|S.OUT.S,clipper:head,S.IN.S,S.OUT.S,blocked,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.S|S.OUT.O,clipper:head,S.IN.S,S.OUT.O,blocked,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.S|O.IN.S,clipper:head,S.IN.S,O.IN.S,blocked,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.S|O.IN.O,clipper:head,S.IN.S,O.IN.O,blocked,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.S|O.OUT.S,clipper:head,S.IN.S,O.OUT.S,blocked,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.S|O.OUT.O,clipper:head,S.IN.S,O.OUT.O,blocked,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.O|S.IN.S,clipper:head,S.IN.O,S.IN.S,blocked,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.O|S.IN.O,clipper:head,S.IN.O,S.IN.O,blocked,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.O|S.OUT.S,clipper:head,S.IN.O,S.OUT.S,blocked,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.O|S.OUT.O,clipper:head,S.IN.O,S.OUT.O,blocked,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.O|O.IN.S,clipper:head,S.IN.O,O.IN.S,blocked,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.O|O.IN.O,clipper:head,S.IN.O,O.IN.O,blocked,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.O|O.OUT.S,clipper:head,S.IN.O,O.OUT.S,blocked,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.IN.O|O.OUT.O,clipper:head,S.IN.O,O.OUT.O,blocked,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.S|S.IN.S,clipper:head,S.OUT.S,S.IN.S,blocked,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.S|S.IN.O,clipper:head,S.OUT.S,S.IN.O,blocked,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.S|S.OUT.S,clipper:head,S.OUT.S,S.OUT.S,blocked,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.S|S.OUT.O,clipper:head,S.OUT.S,S.OUT.O,blocked,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.S|O.IN.S,clipper:head,S.OUT.S,O.IN.S,blocked,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.S|O.IN.O,clipper:head,S.OUT.S,O.IN.O,blocked,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.S|O.OUT.S,clipper:head,S.OUT.S,O.OUT.S,blocked,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.S|O.OUT.O,clipper:head,S.OUT.S,O.OUT.O,blocked,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.O|S.IN.S,clipper:head,S.OUT.O,S.IN.S,blocked,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.O|S.IN.O,clipper:head,S.OUT.O,S.IN.O,blocked,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.O|S.OUT.S,clipper:head,S.OUT.O,S.OUT.S,blocked,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.O|S.OUT.O,clipper:head,S.OUT.O,S.OUT.O,blocked,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.O|O.IN.S,clipper:head,S.OUT.O,O.IN.S,blocked,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.O|O.IN.O,clipper:head,S.OUT.O,O.IN.O,blocked,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.O|O.OUT.S,clipper:head,S.OUT.O,O.OUT.S,blocked,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/S.OUT.O|O.OUT.O,clipper:head,S.OUT.O,O.OUT.O,blocked,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:head/O.IN.S|S.IN.S,clipper:head,O.IN.S,S.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:head/O.IN.S|S.IN.O,clipper:head,O.IN.S,S.IN.O,artifact,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.IN.S|S.OUT.S,clipper:head,O.IN.S,S.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:head/O.IN.S|S.OUT.O,clipper:head,O.IN.S,S.OUT.O,artifact,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.IN.S|O.IN.S,clipper:head,O.IN.S,O.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:head/O.IN.S|O.IN.O,clipper:head,O.IN.S,O.IN.O,artifact,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.IN.S|O.OUT.S,clipper:head,O.IN.S,O.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:head/O.IN.S|O.OUT.O,clipper:head,O.IN.S,O.OUT.O,artifact,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.IN.O|S.IN.S,clipper:head,O.IN.O,S.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:head/O.IN.O|S.IN.O,clipper:head,O.IN.O,S.IN.O,artifact,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.IN.O|S.OUT.S,clipper:head,O.IN.O,S.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:head/O.IN.O|S.OUT.O,clipper:head,O.IN.O,S.OUT.O,artifact,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.IN.O|O.IN.S,clipper:head,O.IN.O,O.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:head/O.IN.O|O.IN.O,clipper:head,O.IN.O,O.IN.O,artifact,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.IN.O|O.OUT.S,clipper:head,O.IN.O,O.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:head/O.IN.O|O.OUT.O,clipper:head,O.IN.O,O.OUT.O,artifact,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.OUT.S|S.IN.S,clipper:head,O.OUT.S,S.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:head/O.OUT.S|S.IN.O,clipper:head,O.OUT.S,S.IN.O,artifact,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.OUT.S|S.OUT.S,clipper:head,O.OUT.S,S.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:head/O.OUT.S|S.OUT.O,clipper:head,O.OUT.S,S.OUT.O,artifact,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.OUT.S|O.IN.S,clipper:head,O.OUT.S,O.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:head/O.OUT.S|O.IN.O,clipper:head,O.OUT.S,O.IN.O,artifact,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.OUT.S|O.OUT.S,clipper:head,O.OUT.S,O.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:head/O.OUT.S|O.OUT.O,clipper:head,O.OUT.S,O.OUT.O,artifact,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.OUT.O|S.IN.S,clipper:head,O.OUT.O,S.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
clip:head/O.OUT.O|S.IN.O,clipper:head,O.OUT.O,S.IN.O,artifact,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.OUT.O|S.OUT.S,clipper:head,O.OUT.O,S.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
clip:head/O.OUT.O|S.OUT.O,clipper:head,O.OUT.O,S.OUT.O,artifact,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.OUT.O|O.IN.S,clipper:head,O.OUT.O,O.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
clip:head/O.OUT.O|O.IN.O,clipper:head,O.OUT.O,O.IN.O,artifact,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:head/O.OUT.O|O.OUT.S,clipper:head,O.OUT.O,O.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
clip:head/O.OUT.O|O.OUT.O,clipper:head,O.OUT.O,O.OUT.O,artifact,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,enumeration artifact (midline collapse)
clip:forehead/S.IN.S|S.IN.S,clipper:forehead,S.IN.S,S.IN.S,blocked,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.S|S.IN.O,clipper:forehead,S.IN.S,S.IN.O,blocked,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.S|S.OUT.S,clipper:forehead,S.IN.S,S.OUT.S,blocked,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.S|S.OUT.O,clipper:forehead,S.IN.S,S.OUT.O,blocked,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.S|O.IN.S,clipper:forehead,S.IN.S,O.IN.S,blocked,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.S|O.IN.O,clipper:forehead,S.IN.S,O.IN.O,blocked,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.S|O.OUT.S,clipper:forehead,S.IN.S,O.OUT.S,blocked,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.S|O.OUT.O,clipper:forehead,S.IN.S,O.OUT.O,blocked,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.O|S.IN.S,clipper:forehead,S.IN.O,S.IN.S,blocked,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.O|S.IN.O,clipper:forehead,S.IN.O,S.IN.O,blocked,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.O|S.OUT.S,clipper:forehead,S.IN.O,S.OUT.S,blocked,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.O|S.OUT.O,clipper:forehead,S.IN.O,S.OUT.O,blocked,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.O|O.IN.S,clipper:forehead,S.IN.O,O.IN.S,blocked,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.O|O.IN.O,clipper:forehead,S.IN.O,O.IN.O,blocked,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.O|O.OUT.S,clipper:forehead,S.IN.O,O.OUT.S,blocked,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.IN.O|O.OUT.O,clipper:forehead,S.IN.O,O.OUT.O,blocked,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.S|S.IN.S,clipper:forehead,S.OUT.S,S.IN.S,blocked,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.S|S.IN.O,clipper:forehead,S.OUT.S,S.IN.O,blocked,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.S|S.OUT.S,clipper:forehead,S.OUT.S,S.OUT.S,blocked,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.S|S.OUT.O,clipper:forehead,S.OUT.S,S.OUT.O,blocked,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.S|O.IN.S,clipper:forehead,S.OUT.S,O.IN.S,blocked,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.S|O.IN.O,clipper:forehead,S.OUT.S,O.IN.O,blocked,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.S|O.OUT.S,clipper:forehead,S.OUT.S,O.OUT.S,blocked,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.S|O.OUT.O,clipper:forehead,S.OUT.S,O.OUT.O,blocked,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.O|S.IN.S,clipper:forehead,S.OUT.O,S.IN.S,blocked,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.O|S.IN.O,clipper:forehead,S.OUT.O,S.IN.O,blocked,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.O|S.OUT.S,clipper:forehead,S.OUT.O,S.OUT.S,blocked,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.O|S.OUT.O,clipper:forehead,S.OUT.O,S.OUT.O,blocked,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,BOUNDARY,grammar artifact (launch foreclosure)
clip:forehead/S.OUT.O|O.IN.S,clipper:forehead,S.OUT.O,O.IN.S,blocked,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,BOUNDARY,grammar artifact (launch foreclosure)
