source_id,event_key,event_year,event_title,page_line,separator,player,placement,raw_trick_1,raw_trick_2,raw_trick_3,raw_total,source_line,canon_1,canon_1_add,conf_1,canon_2,canon_2_add,conf_2,canon_3,canon_3_add,conf_3,current_total_add,resolution
mirror:events/show/1232474501,2009_green_chaos,2009,2009 Green Cup Presented by Chaos,406,",",,,Ebell Room,Lakeside Park Garden Center,Lake Merritt,,"Prelims: Saturday (Ebell Room, Lakeside Park Garden Center, Lake Merritt,",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1232474501,2009_green_chaos,2009,2009 Green Cup Presented by Chaos,409,",",,,Sailboat House,Lake Merritt Park,Oakland,,"Finals: Sunday (Sailboat House, Lake Merritt Park, Oakland, California --",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1233718528,2009_australian_national,2009,The 7th Australian National Footbag Championships,269,>,,1st,Whirlwind,Reverse Swirling Symposium Whirl,Superfly,,1st ? Phil Morrison (NZ) ? Whirlwind>Reverse Swirling Symposium Whirl>Superfly,sole_survivor,5,alias,,,unresolved,superfly,5,canonical,,partial
mirror:events/show/1233718528,2009_australian_national,2009,The 7th Australian National Footbag Championships,270,>,,2nd,Blurry Whirl,Blurry Whirl,PS Whirl,,2nd ? Andrew Grant (CAN) ? Blurry Whirl>Blurry Whirl>PS Whirl,blurry_whirl,5,canonical,blurry_whirl,5,canonical,paradox_symposium_whirl,5,alias,15,full
mirror:events/show/1233718528,2009_australian_national,2009,The 7th Australian National Footbag Championships,271,>,,3rd,BS Blur,Dimwalk,Blurriest,,3rd ? Jeremy O?Wheel (TAS) ? BS Blur>Dimwalk>Blurriest,,,unresolved,dimwalk,4,canonical,blurriest,5,canonical,,partial
mirror:events/show/1233718528,2009_australian_national,2009,The 7th Australian National Footbag Championships,273,>,,5th,Dimwalk,Blur,Paradon,,5th ? Daniel Boyle (ACT) ? Dimwalk>Blur>Paradon,dimwalk,4,canonical,blur,4,canonical,paradon,4,canonical,12,full
mirror:events/show/1233718528,2009_australian_national,2009,The 7th Australian National Footbag Championships,274,>,,,Paradox Mirage,Double ATW,Double Legover,,6th ? Nathan Cope (ACT) ? Paradox Mirage>Double ATW>Double Legover,paradox_mirage,3,canonical,double_around_the_world,3,alias,double_leg_over,3,compact,9,full
mirror:events/show/1239721441,2009_end_winter,2009,End of Winter Jam,186,>,Olaf Piwowar,,Fusion,Food Processor,Marius,,1. Olaf Piwowar (Fusion > Food Processor > Marius),fusion,5,canonical,food_processor,6,canonical,spinning_torque,5,alias,16,full
mirror:events/show/1239721441,2009_end_winter,2009,End of Winter Jam,187,>,,,Bedwetter,Plasma,PS Torque,,2. Rafa³ Kaleta (Bedwetter > Plasma > PS Torque),bedwetter,4,canonical,plasma,5,canonical,paradox_symposium_torque,6,canonical-expanded,15,full
mirror:events/show/1239721441,2009_end_winter,2009,End of Winter Jam,188,>,,,Phoenix,Ripped Warrior,PS Whirl,,3. Marcin Ka³czor (Phoenix > Ripped Warrior > PS Whirl),phoenix,5,canonical,ripped_warrior,5,canonical,paradox_symposium_whirl,5,alias,15,full
mirror:events/show/1239721441,2009_end_winter,2009,End of Winter Jam,189,>,Marcin Bujko,,Ripwarrior,Blurry Whirl,Spinning Pdx Whirl,,4. Marcin Bujko (Ripwarrior > Blurry Whirl > Spinning Pdx Whirl),,,unresolved,blurry_whirl,5,canonical,,,unresolved,,partial
mirror:events/show/1239721441,2009_end_winter,2009,End of Winter Jam,190,>,,,Phoenix,Pdx Torque,PS Whirl,,5. Micha³ Ostrowski (Phoenix > Pdx Torque > PS Whirl),phoenix,5,canonical,paradox_torque,5,alias,paradox_symposium_whirl,5,alias,15,full
mirror:events/show/1239721441,2009_end_winter,2009,End of Winter Jam,191,>,Bartosz Bubula,,Ripwarrior,Fog,Fusion,,6. Bartosz Bubula (Ripwarrior > Fog > Fusion),,,unresolved,fog,5,canonical,fusion,5,canonical,,partial
mirror:events/show/1239721441,2009_end_winter,2009,End of Winter Jam,192,>,Wojciech Jamski,,Blurry Whirl,Whirling Swirl,Superfly,,7. Wojciech Jamski (Blurry Whirl > Whirling Swirl > Superfly),blurry_whirl,5,canonical,whirling_swirl,4,canonical,superfly,5,canonical,14,full
mirror:events/show/1239721441,2009_end_winter,2009,End of Winter Jam,193,>,Radek Turek,,Ripwarrior,Ripwalk,Whirr,,8. Radek Turek (Ripwarrior > Ripwalk > Whirr),,,unresolved,ripwalk,4,canonical,double_whirl,4,alias,,partial
mirror:events/show/1239721441,2009_end_winter,2009,End of Winter Jam,194,>,,,Blur,Legbeater,Barfly,,"9. Marcin Staroñ (Blur > Legbeater > Barfly, Blizzard > Legbeater > Blurriest)",blur,4,canonical,atomic_butterfly,4,alias,barfly,4,canonical,12,full
mirror:events/show/1239721441,2009_end_winter,2009,End of Winter Jam,194,>,,,Blizzard,Legbeater,Blurriest,,"9. Marcin Staroñ (Blur > Legbeater > Barfly, Blizzard > Legbeater > Blurriest)",blizzard,3,canonical,atomic_butterfly,4,alias,blurriest,5,canonical,12,full
mirror:events/show/1239721441,2009_end_winter,2009,End of Winter Jam,195,>,,,Merlin,Dada Curve,Crispy Torque,,10. Pawe³ Cisek (Merlin > Dada Curve > Crispy Torque),miraging_symposium_mirage,4,alias,dada_curve,4,canonical,,,unresolved,,partial
mirror:events/show/1245432804,2009_austrian,2009,Austrian Footbag Championships 2009,200,>,Jeremy Masselis,,Fog,Smoke,Mullet,,1. Jeremy Masselis (Fog > Smoke > Mullet),fog,5,canonical,smoke,4,canonical,mullet,6,canonical,15,full
mirror:events/show/1245432804,2009_austrian,2009,Austrian Footbag Championships 2009,201,>,Alexander Trenner,,Matador,Blurry Whirl,Mullet,,2. Alexander Trenner (Matador > Blurry Whirl > Mullet),matador,5,canonical,blurry_whirl,5,canonical,mullet,6,canonical,16,full
mirror:events/show/1245432804,2009_austrian,2009,Austrian Footbag Championships 2009,202,>,Andreas Hoffmann,,Dimwalk,Diving Butterfly,Ducking Butterfly,,3. Andreas Hoffmann (Dimwalk > Diving Butterfly > Ducking Butterfly),dimwalk,4,canonical,diving_butterfly,4,canonical,ducking_butterfly,4,canonical,12,full
mirror:events/show/1255957016,2009_zocha,2009,Zocha Jam 2009,355,>,Damian Gielnicki,,Sumo,Atomic Drifter,Bedwetter,,1. Damian Gielnicki (Sumo > Atomic Drifter > Bedwetter),sumo,5,canonical,atomic_drifter,4,canonical,bedwetter,4,canonical,13,full
mirror:events/show/1255957016,2009_zocha,2009,Zocha Jam 2009,356,>,Mateusz Janicki,,Sunilwalker,Spikehammer,Pixie Symp,,2. Mateusz Janicki (Sunilwalker > Spikehammer > Pixie Symp. Whirl),,,unresolved,spike_hammer,5,alias,,,unresolved,,partial
mirror:events/show/1255957016,2009_zocha,2009,Zocha Jam 2009,357,>,,,Sumo,Atomic Whirl,PS Eggbeater,,3. Arkadiusz Dudziñski (Sumo > Atomic Whirl > PS Eggbeater),sumo,5,canonical,atomic_whirl,4,canonical,paradox_symposium_eggbeater,5,canonical-expanded,14,full
mirror:events/show/1269266785,2010_eurochamp_brussels,2010,12th Annual IFPA European Footbag Championships - Brussels,499,>,,,Milan Benda Frontside Blaze,Backside Fusion,PS Torque,,1 Milan Benda Frontside Blaze > Backside Fusion > PS Torque,,,unresolved,,,unresolved,paradox_symposium_torque,6,canonical-expanded,,partial
mirror:events/show/1269266785,2010_eurochamp_brussels,2010,12th Annual IFPA European Footbag Championships - Brussels,500,>,,,David Clavens Nemesis,PS Whirling Swirl,Spinning Blender,,2 David Clavens Nemesis > PS Whirling Swirl > Spinning Blender,,,unresolved,,,unresolved,spinning_blender,5,canonical,,partial
mirror:events/show/1269266785,2010_eurochamp_brussels,2010,12th Annual IFPA European Footbag Championships - Brussels,501,>,,,Damian Gielnicki Spinning Eggbeater,Paradon Swirl,Symposium,,3 Damian Gielnicki Spinning Eggbeater > Paradon Swirl > Symposium,,,unresolved,paradon_swirl,5,canonical,symposium,,canonical,,partial
mirror:events/show/1269266785,2010_eurochamp_brussels,2010,12th Annual IFPA European Footbag Championships - Brussels,503,>,,,Michal Biarda Rooted Dominatrix,Pixie Ducking Cloud,Pixie,,4 Michal Biarda Rooted Dominatrix > Pixie Ducking Cloud > Pixie,,,unresolved,,,unresolved,pixie,2,canonical,,partial
mirror:events/show/1278603677,2010_polish,2010,10th Annual Polish Footbag Championships 2010,400,>,,,Maciej Bujko Furious Far Mirage,Quantum Double Down,Stepping Far Eggbeater,,1 Maciej Bujko Furious Far Mirage > Quantum Double Down > Stepping Far Eggbeater,,,unresolved,plasma,5,alias,,,unresolved,,partial
mirror:events/show/1278603677,2010_polish,2010,10th Annual Polish Footbag Championships 2010,402,>,,,Jakub Grabarczyk Stepping Far Drifter,Nuclear Down,Far Torque,,2 Jakub Grabarczyk Stepping Far Drifter > Nuclear Down > Far Torque (perfect,,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1278603677,2010_polish,2010,10th Annual Polish Footbag Championships 2010,404,>,,,Mariusz Wilk Open Ducking Whirl,Stepping Far Blender,Spinning Double Down,,3 Mariusz Wilk Open Ducking Whirl > Stepping Far Blender > Spinning Double Down,,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1278603677,2010_polish,2010,10th Annual Polish Footbag Championships 2010,406,>,,,Jakub Worek Open Ducking Down,Stepping Far Whirl,Far Symposium Whirl,,4 Jakub Worek Open Ducking Down > Stepping Far Whirl > Far Symposium Whirl,,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1288096032,2010_zocha,2010,Zocha Jam 2010,336,>,,,Atomotion,Locomotion,Far Symple Dyno,,3. Pawe³ Nowak (Atomotion > Locomotion > Far Symple Dyno),,,unresolved,locomotion,6,canonical,,,unresolved,,partial
mirror:events/show/1288096032,2010_zocha,2010,Zocha Jam 2010,337,>,Jakub Grabarczyk,,Blurry Drifter,Nuclear Near Whip,Mobius,,4. Jakub Grabarczyk (Blurry Drifter > Nuclear Near Whip > Mobius),blurry_drifter,5,canonical,,,unresolved,mobius,5,canonical,,partial
mirror:events/show/1288096032,2010_zocha,2010,Zocha Jam 2010,338,>,,,Atomic Pickup,Shut Down,Matador,,5. Pawe³ ¦cierski ( Atomic Pickup > Shut Down > Matador),,,unresolved,,,unresolved,matador,5,canonical,,partial
mirror:events/show/1337617980,2012_footbagjam_dresden,2012,German Footbag Open (14th Annual German Footbag Championships),391,>,Jakob Wagner,,Pixie Ducking Paradon,Food Processor,Mullet,,1. Jakob Wagner (Pixie Ducking Paradon > Food Processor > Mullet),,,unresolved,food_processor,6,canonical,mullet,6,canonical,,partial
mirror:events/show/1337617980,2012_footbagjam_dresden,2012,German Footbag Open (14th Annual German Footbag Championships),392,>,Christopher Schillem,,Fury,Fusion,PS Eggbeater,,2. Christopher Schillem (Fury > Fusion > PS Eggbeater),fury,5,canonical,fusion,5,canonical,paradox_symposium_eggbeater,5,canonical-expanded,15,full
mirror:events/show/1337617980,2012_footbagjam_dresden,2012,German Footbag Open (14th Annual German Footbag Championships),393,>,Stefan Siegert,,Toe Ripwalk,Bubba Beater,Frantic Legover,,3. Stefan Siegert (Toe Ripwalk > Bubba Beater > Frantic Legover),toe_ripwalk,4,canonical,,,unresolved,pixie_quantum_legover,4,alias,,partial
mirror:events/show/1337617980,2012_footbagjam_dresden,2012,German Footbag Open (14th Annual German Footbag Championships),394,>,Matthias Lino Schmidt,,Paradox Drifter,Paradox DLO,Symp,,4. Matthias Lino Schmidt (Paradox Drifter > Paradox DLO > Symp. Whirl),paradox_drifter,4,canonical,paradox_double_leg_over,4,alias,,,unresolved,,partial
mirror:events/show/1337617980,2012_footbagjam_dresden,2012,German Footbag Open (14th Annual German Footbag Championships),395,>,Andreas Nawrath,,Bedwetter,Dimwalk,Paradox Whirl,,5. Andreas Nawrath (Bedwetter > Dimwalk > Paradox Whirl),bedwetter,4,canonical,dimwalk,4,canonical,paradox_whirl,4,canonical,12,full
mirror:events/show/1337617980,2012_footbagjam_dresden,2012,German Footbag Open (14th Annual German Footbag Championships),396,>,Jan Brekle,,Paradon,Barfly,Far Swirl,,6. Jan Brekle (Paradon > Barfly > Far Swirl),paradon,4,canonical,barfly,4,canonical,,,unresolved,,partial
mirror:events/show/1346948712,2012_torneo_nacional_de,2012,1o Torneo Nacional de Footbag,295,",",,,CIRCULO,BIG ONE,SICK TREE,,"CIRCULO, BIG ONE, SICK TREE, SHRED 30.",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1357206898,2013_todexon_14,2013,Todexon 14,258,>,,,Matador,Blurry Whirl,Superfly,,3. Alexander Trenner (Austria)  - Matador>Blurry Whirl>Superfly,matador,5,canonical,blurry_whirl,5,canonical,superfly,5,canonical,15,full
mirror:events/show/1357206898,2013_todexon_14,2013,Todexon 14,328,>,,,Matador,Blurry Whirl,Superfly,,Matador>Blurry Whirl>Superfly,matador,5,canonical,blurry_whirl,5,canonical,superfly,5,canonical,15,full
mirror:events/show/1370276202,2013_footbagjam_lausanne,2013,Swiss Footbag Open & Championships,174,",",,,ODN,OSN,MDN,,"ODN, OSN, MDN",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1378666423,2013_footbagjam_copenhagen,2013,Danish Footbag Open,245,>,,,Flurricane,Paradon Swirl,Food Processor,,1. Aleksi Airinen ? Flurricane > Paradon Swirl > Food Processor,flurricane,5,canonical,paradon_swirl,5,canonical,food_processor,6,canonical,16,full
mirror:events/show/1378666423,2013_footbagjam_copenhagen,2013,Danish Footbag Open,246,>,,,Blurry Symposium Whirl,Whirlwind,Spender,,2. Lauri Airinen ? Blurry Symposium Whirl > Whirlwind > Spender,blurry_symposium_whirl,6,canonical,sole_survivor,5,alias,spender,6,canonical,17,full
mirror:events/show/1378666423,2013_footbagjam_copenhagen,2013,Danish Footbag Open,247,>,,,Fusion,Symposium Torque,Mullet,,3. Tuomas Riisalo ? Fusion > Symposium Torque > Mullet,fusion,5,canonical,symposium_torque,5,canonical,mullet,6,canonical,16,full
mirror:events/show/1397480031,,,,227,",",,,Meeting,Chillout,Afterhour Shred,,"14:00-17:00 Meeting, Chillout, Afterhour Shred @ Oberhafen",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1415986036,2015_todexon_16,2015,Todexon 16,317,",",,,Player Meeting,Accommodation,Registration,,"16.00-22.00 Player Meeting, Accommodation, Registration, Shred, Food",,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1417735560,2015_worlds_copenhagen,2015,36th Annual World Footbag Championships,635,>,,,Montage,Furious Flail,DOD Swirl,,1. Václav Klouda (Czech Republic)  - Montage > Furious Flail > DOD Swirl,montage,7,canonical,,,unresolved,double_over_down_swirl,5,alias,,partial
mirror:events/show/1417735560,2015_worlds_copenhagen,2015,36th Annual World Footbag Championships,637,>,,,Blurry Double Pickup,Fusion,Blurry Whirling Swirl,,2. Evan Gatesman (USA)  - Blurry Double Pickup > Fusion > Blurry Whirling Swirl,,,unresolved,fusion,5,canonical,blurry_whirling_swirl,6,canonical,,partial
mirror:events/show/1417735560,2015_worlds_copenhagen,2015,36th Annual World Footbag Championships,639,>,,,Alpine Blurry Whirl,Blurry Torque,Food Processor,,3. Jim Penske (USA)  - Alpine Blurry Whirl > Blurry Torque > Food Processor,,,unresolved,blurry_torque,6,canonical,food_processor,6,canonical,,partial
mirror:events/show/1417735560,2015_worlds_copenhagen,2015,36th Annual World Footbag Championships,641,>,,,Fairy Ducking Butterfly,Fog,Pixie Paradon,,4. Filip Wójcik (Poland)  - Fairy Ducking Butterfly > Fog > Pixie Paradon,fairy_ducking_butterfly,5,canonical,fog,5,canonical,pixie_paradon,5,canonical,15,full
mirror:events/show/1417735560,2015_worlds_copenhagen,2015,36th Annual World Footbag Championships,643,>,,,Bedwetter,Pixie Whirl,Butterfly Rev,,5. Mathieu Gauthier (Canada)  - Bedwetter > Pixie Whirl > Butterfly Rev. Swirl,bedwetter,4,canonical,pixie_whirl,4,canonical,,,unresolved,,partial
mirror:events/show/1417735560,2015_worlds_copenhagen,2015,36th Annual World Footbag Championships,645,>,,,Blurry Whirl,Ducking Butterly,PS Whirl,,6. Wiktor Debski (Poland)  - Blurry Whirl > Ducking Butterly > PS Whirl,blurry_whirl,5,canonical,,,unresolved,paradox_symposium_whirl,5,alias,,partial
mirror:events/show/1417735560,2015_worlds_copenhagen,2015,36th Annual World Footbag Championships,647,>,,,Ducking Pdx Mirage,Double Legover,Pixie Whirl,,7. Roy Klein (The Netherlands)  - Ducking Pdx Mirage > Double Legover > Pixie Whirl,,,unresolved,double_leg_over,3,compact,pixie_whirl,4,canonical,,partial
mirror:events/show/1449259560,2016_worlds_trnava,2016,37th Annual World Footbag Championships,545,>,,,Blurry Dbl Pickup,Fusion,Blurry Wh Swirl,,1) Evan Gatesman (USA): Blurry Dbl Pickup > Fusion > Blurry Wh Swirl,,,unresolved,fusion,5,canonical,,,unresolved,,partial
mirror:events/show/1449259560,2016_worlds_trnava,2016,37th Annual World Footbag Championships,547,>,Jakub Mosciszewski,,Blurry DSO,Phoenix,Foodprocessor,,3) Jakub Mosciszewski: Blurry DSO > Phoenix > Foodprocessor,,,unresolved,phoenix,5,canonical,food_processor,6,compact,,partial
mirror:events/show/1460640850,2016_eurochamp_frankfurt,2016,18th Annual IFPA European Footbag Championships 2016,246,>,Santeri Karvinen,,Fusion,PS Eggbeater,Pixie Same Side Torque,,1. Santeri Karvinen (Fusion > PS Eggbeater > Pixie Same Side Torque),fusion,5,canonical,paradox_symposium_eggbeater,5,canonical-expanded,,,unresolved,,partial
mirror:events/show/1460640850,2016_eurochamp_frankfurt,2016,18th Annual IFPA European Footbag Championships 2016,247,>,Andreas Nawrath,,Sailing Butterfly,Blurry Whirl,Paradox Torque,,2. Andreas Nawrath (Sailing Butterfly > Blurry Whirl > Paradox Torque),sailing_butterfly,5,canonical,blurry_whirl,5,canonical,paradox_torque,5,canonical,15,full
mirror:events/show/1460640850,2016_eurochamp_frankfurt,2016,18th Annual IFPA European Footbag Championships 2016,248,>,Alexander Trenner,,Matador,Blurry Whirl,Superfly,,3. Alexander Trenner (Matador > Blurry Whirl > Superfly),matador,5,canonical,blurry_whirl,5,canonical,superfly,5,canonical,15,full
mirror:events/show/1460640850,2016_eurochamp_frankfurt,2016,18th Annual IFPA European Footbag Championships 2016,249,>,,,Matador,Blurry Whirl,Paradox Torque,,4. Mikko Lepistö (Matador > Blurry Whirl > Paradox Torque),matador,5,canonical,blurry_whirl,5,canonical,paradox_torque,5,canonical,15,full
mirror:events/show/1460640850,2016_eurochamp_frankfurt,2016,18th Annual IFPA European Footbag Championships 2016,250,>,,,Phasing Osis,Blurry Whip,Torque Srew,,5. Filip Wójcik (Phasing Osis > Blurry Whip > Torque Srew),,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1460640850,2016_eurochamp_frankfurt,2016,18th Annual IFPA European Footbag Championships 2016,251,>,Marco Hartig,,Pixie Double Down,Stepping Whip,Paradox Torque,,6. Marco Hartig (Pixie Double Down > Stepping Whip > Paradox Torque),,,unresolved,,,unresolved,paradox_torque,5,canonical,,partial
mirror:events/show/1460640850,2016_eurochamp_frankfurt,2016,18th Annual IFPA European Footbag Championships 2016,252,>,,,Ripwalk,PS Whip,Osis,,7. Clemens (Ripwalk > PS Whip > Osis),ripwalk,4,canonical,,,unresolved,osis,3,canonical,,partial
mirror:events/show/1460640850,2016_eurochamp_frankfurt,2016,18th Annual IFPA European Footbag Championships 2016,253,>,Steffen Seemann,,Down,Butterfly,Butterfly,,8. Steffen Seemann (Down > Butterfly > Butterfly),,,unresolved,butterfly,3,canonical,butterfly,3,canonical,,partial
mirror:events/show/1460640850,2016_eurochamp_frankfurt,2016,18th Annual IFPA European Footbag Championships 2016,254,>,Asmus Helms,,ATW,Legover,Clipper,,9. Asmus Helms (ATW > Legover > Clipper),around_the_world,2,alias,legover,2,canonical,clipper,1,canonical,5,full
mirror:events/show/1460640850,2016_eurochamp_frankfurt,2016,18th Annual IFPA European Footbag Championships 2016,255,>,,,Legover,Toe Stall,Inside Stall,,10. Clemens girl friend (Legover > Toe Stall > Inside Stall),legover,2,canonical,toe_stall,1,canonical,inside_stall,1,canonical,4,full
mirror:events/show/1518200935,2018_eurochamp_kranj,2018,20th Annual IFPA European Footbag Championships,234,>,,,Fairy Swirling DLO,Phoenix,Locomotion,,2. Jakub Mościszewski (Fairy Swirling DLO>Phoenix>Locomotion),,,unresolved,phoenix,5,canonical,locomotion,6,canonical,,partial
mirror:events/show/1518200935,2018_eurochamp_kranj,2018,20th Annual IFPA European Footbag Championships,235,>,,,Atomic Motion,Blury Whirl,Motion Sickness,,3. Paweł Nowak (Atomic Motion>Blury Whirl>Motion Sickness),,,unresolved,blurry_whirl,5,alias,motion_sickness,6,canonical,,partial
mirror:events/show/1518200935,2018_eurochamp_kranj,2018,20th Annual IFPA European Footbag Championships,236,>,Patrik Cerny,,Pixie Ducking Cliper,Ps Whirl,Double Spin,,4. Patrik Cerny (Pixie Ducking Cliper>Ps Whirl>Double Spin. Cliper),,,unresolved,paradox_symposium_whirl,5,alias,double_spin,2,canonical,,partial
mirror:events/show/1519215398,2018_worlds_sofia,2018,39th Annual World Footbag Championships,402,>,,,PS Egg,Pixie Motion,PS Torque,,*PS Egg>Pixie Motion>PS Torque,,,unresolved,,,unresolved,paradox_symposium_torque,6,canonical-expanded,,partial
mirror:events/show/1519215398,2018_worlds_sofia,2018,39th Annual World Footbag Championships,404,>,,,Atomic Motion,Spinning Ducking Butterfly,Whirlygig,,*Atomic Motion>Spinning Ducking Butterfly>Whirlygig,,,unresolved,spinning_ducking_butterfly,5,canonical,stepping_symposium_whirl,5,alias,,partial
mirror:events/show/1519215398,2018_worlds_sofia,2018,39th Annual World Footbag Championships,406,>,,,Janiwalker,Blurriest,Ducking DLO,,*Janiwalker>Blurriest>Ducking DLO,barraging_butterfly,5,alias,blurriest,5,canonical,ducking_double_leg_over,4,alias,14,full
mirror:events/show/1519215398,2018_worlds_sofia,2018,39th Annual World Footbag Championships,408,>,,,Fairy Ducking Legover,Phoenix,Blurry Whirl,,Fairy Ducking Legover>Phoenix>Blurry Whirl,fairy_ducking_legover,4,canonical,phoenix,5,canonical,blurry_whirl,5,canonical,14,full
mirror:events/show/1519215398,2018_worlds_sofia,2018,39th Annual World Footbag Championships,409,>,,,Fairy Ducking Butterfly,Blurry Whirl,Blurry Dyno,,*Fairy Ducking Butterfly>Blurry Whirl>Blurry Dyno,fairy_ducking_butterfly,5,canonical,blurry_whirl,5,canonical,,,unresolved,,partial
mirror:events/show/1519215398,2018_worlds_sofia,2018,39th Annual World Footbag Championships,411,>,,,Quantum Whirl,Blurriest,Blurry Whirl,,*Quantum Whirl>Blurriest>Blurry Whirl,quantum_whirl,4,canonical,blurriest,5,canonical,blurry_whirl,5,canonical,14,full
mirror:events/show/1519215398,2018_worlds_sofia,2018,39th Annual World Footbag Championships,413,>,,,Paradon,DLO,Drifter,,*Paradon>DLO>Drifter,paradon,4,canonical,double_leg_over,3,alias,drifter,3,canonical,10,full
mirror:events/show/1529239199,2019_lakeerie,2019,Lake Erie Footbag Tournament,254,>,,,Pho,BW,PSW,,Pho > BW > PSW,,,unresolved,blurry_whirl,5,alias,,,unresolved,,partial
mirror:events/show/1536221908,2018_austrian,2018,Austrian Footbag Championships 2018,203,>,,,Blurr Merlin,Pixie Motion,Mullet,,1. Jakub Mościszewski (Blurr Merlin > Pixie Motion > Mullet),,,unresolved,,,unresolved,mullet,6,canonical,,partial
mirror:events/show/1536221908,2018_austrian,2018,Austrian Footbag Championships 2018,204,>,,,Atomic Motion,Zooming Ducking Butterfly,Stepping PS Whirl,,2. Paweł Nowak (Atomic Motion > Zooming Ducking Butterfly > Stepping PS Whirl),,,unresolved,,,unresolved,,,unresolved,,none
mirror:events/show/1536221908,2018_austrian,2018,Austrian Footbag Championships 2018,205,>,,,PS Eggbeater,Pixie Motion,PS Torque,,3. Rafał Kaleta (PS Eggbeater > Pixie Motion > PS Torque),paradox_symposium_eggbeater,5,canonical-expanded,,,unresolved,paradox_symposium_torque,6,canonical-expanded,,partial
mirror:events/show/1536221908,2018_austrian,2018,Austrian Footbag Championships 2018,206,>,Andreas Nawrath,,Sailing Butterfly,Blurry Whirl,Spinning Pdx Blender,,4. Andreas Nawrath (Sailing Butterfly > Blurry Whirl > Spinning Pdx Blender),sailing_butterfly,5,canonical,blurry_whirl,5,canonical,,,unresolved,,partial
mirror:events/show/1536221908,2018_austrian,2018,Austrian Footbag Championships 2018,207,>,Przemek Pietrzycki,,Ripped Warrior,Pdx Torque,PS Whirl,,5. Przemek Pietrzycki (Ripped Warrior > Pdx Torque > PS Whirl),ripped_warrior,5,canonical,paradox_torque,5,alias,paradox_symposium_whirl,5,alias,15,full
mirror:events/show/1536221908,2018_austrian,2018,Austrian Footbag Championships 2018,208,>,Roman Huber,,PS Whirl,Pdx Torque,Pdx Blender,,6. Roman Huber (PS Whirl > Pdx Torque > Pdx Blender),paradox_symposium_whirl,5,alias,paradox_torque,5,alias,paradox_blender,5,alias,15,full
mirror:events/show/1536221908,2018_austrian,2018,Austrian Footbag Championships 2018,209,>,Ivan Iakimenko,,Butterfly,Pdx Mirage,Butterfly,,7. Ivan Iakimenko (Butterfly > Pdx Mirage > Butterfly),butterfly,3,canonical,paradox_mirage,3,alias,butterfly,3,canonical,9,full
mirror:events/show/1547415984,2019_worlds_warsaw,2019,40th Annual World Footbag Championships,247,>,Maciej Niczyporuk,,Janiwalker,Bedwetter,Pixie Whirling Swirl,,1. Maciej Niczyporuk (Janiwalker>Bedwetter>Pixie Whirling Swirl),barraging_butterfly,5,alias,bedwetter,4,canonical,,,unresolved,,partial
mirror:events/show/1547415984,2019_worlds_warsaw,2019,40th Annual World Footbag Championships,248,>,Damian Gielnicki,,Spinning DLO,Dimwalk Swirl,Marius,,2. Damian Gielnicki (Spinning DLO>Dimwalk Swirl>Marius),spinning_double_leg_over,4,alias,pixie_butterfly_swirl,5,alias,spinning_torque,5,alias,14,full
mirror:events/show/1547415984,2019_worlds_warsaw,2019,40th Annual World Footbag Championships,249,>,Pawel Nowak,,Atomic Motion,Locomotion,Ducking Symp,,3. Pawel Nowak (Atomic Motion>Locomotion>Ducking Symp. Dyno),,,unresolved,locomotion,6,canonical,,,unresolved,,partial
mirror:events/show/1547415984,2019_worlds_warsaw,2019,40th Annual World Footbag Championships,250,>,Christopher Schillem,,Fury,Fusion,PS Whirl,,4. Christopher Schillem (Fury>Fusion>PS Whirl),fury,5,canonical,fusion,5,canonical,paradox_symposium_whirl,5,alias,15,full
mirror:events/show/1547415984,2019_worlds_warsaw,2019,40th Annual World Footbag Championships,251,>,Arek Stanek,,Food Processor,Janiwalker,PDX Torque,,5. Arek Stanek (Food Processor>Janiwalker>PDX Torque),food_processor,6,canonical,barraging_butterfly,5,alias,paradox_torque,5,alias,16,full
mirror:events/show/1547415984,2019_worlds_warsaw,2019,40th Annual World Footbag Championships,252,>,Nathan Bonslaver,,Fog,Dimmiest,PDX Torque,,6. Nathan Bonslaver (Fog>Dimmiest>PDX Torque),fog,5,canonical,dimmiest,5,canonical,paradox_torque,5,alias,15,full
mirror:events/show/1547415984,2019_worlds_warsaw,2019,40th Annual World Footbag Championships,253,>,Jakub Mosciszewski,,Phoenix,Bedwetter,Dimmiest,,7. Jakub Mosciszewski (Phoenix>Bedwetter>Dimmiest),phoenix,5,canonical,bedwetter,4,canonical,dimmiest,5,canonical,14,full
