slug,canonical_name,current_add,operational_notation,entry_surface,entry_specificity,terminal_surface,terminal_kind,terminal_relation,variable_at,dex_count,family,base_trick,category,modifier_links,operator_classes,foot_tracking_straightforward,ambiguity_note
fairy_illusion,fairy illusion,3,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,illusion,illusion,compound,fairy,set,yes,
fairy_kick,fairy kick,1,TOE > SAME OUT [DEX] [KICK],TOE,TOE,OUT,KICK,PRESERVE,,1,fairy_kick,fairy,dex,,,yes,
fairy_legover,fairy legover,3,TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,legover,legover,compound,fairy,set,yes,
fairy_merkon,fairy merkon,4,TOE > SAME OUT [DEX] > (back) SPIN [BOD] >> OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,legover,merkon,compound,fairy,set,yes,
fairy_mirage,fairy mirage,3,TOE > SAME OUT [DEX] > OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,mirage,compound,fairy,set,yes,
fairy_mobius,fairy mobius,6,TOE > SAME OUT [DEX] >> (back) SPIN [BOD] >> SAME IN [DEX] > (front) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,mobius,mobius,compound,fairy,set,yes,
fairy_osis,fairy osis,4,TOE > SAME OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,1,osis,osis,compound,fairy,set,yes,
fairy_paradon,fairy paradon,5,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,paradon,paradon,compound,fairy,set,yes,
fairy_pickup,fairy pickup,3,TOE > SAME OUT [DEX] > OP IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,pickup,pickup,compound,fairy,set,yes,
fairy_pickup_same_side,fairy pickup same side,3,TOE > SAME OUT [DEX] > SAME IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,pickup,fairy_pickup,compound,,,yes,
fairy_rev_whirl,fairy rev whirl,4,TOE > SAME OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,rev_whirl,rev_whirl,compound,fairy,set,yes,
fairy_reverse_guay,fairy reverse guay,3,TOE > SAME OUT [DEX] >> SAME IN [DEX] > OP INSIDE [DEL],TOE,TOE,INSIDE,DELAY,SWITCH,,2,inside_stall,guay,compound,fairy,set,yes,
fairy_reverse_swirl,fairy reverse swirl,4,TOE > SAME OUT [DEX] >> SAME IN [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,swirl,swirl,compound,fairy,set,yes,
fairy_ripstein,fairy ripstein,5,TOE > SAME OUT [DEX] > SAME OUT [DEX] >> SAME OUT [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,3,ripstein,ripstein,compound,fairy,set,yes,
fairy_same_side_mirage,fairy same side mirage,3,TOE > SAME OUT [DEX] (plant) > SAME IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,mirage,mirage,compound,fairy,set,yes,
fairy_same_side_whirl,fairy same side whirl,4,TOE > SAME OUT [DEX] (plant) > SAME IN [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,whirl,whirl,compound,fairy,set,yes,
fairy_spinning_blender,fairy spinning blender,6,TOE > SAME OUT [DEX] > (back) SPIN [BOD] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,blender,spinning_blender,compound,fairy|spinning,body|set,yes,
fairy_spinning_butterfly,fairy spinning butterfly,5,TOE > SAME OUT [DEX] > (back) SPIN [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,butterfly,spinning_butterfly,compound,fairy|spinning,body|set,yes,
fairy_spinning_double_over_down,fairy spinning double over down,6,TOE > SAME OUT [DEX] > (back) SPIN [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,double_over_down,double_over_down,compound,fairy|spinning,body|set,yes,
fairy_spinning_ducking_osis,fairy spinning ducking osis,6,TOE > SAME OUT [DEX] > (back) SPIN [BOD] > DUCK [BOD] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,1,osis,spinning_ducking_osis,compound,fairy,set,yes,
fairy_spinning_illusion,fairy spinning illusion,4,TOE > SAME OUT [DEX] > (back) SPIN [BOD] > OP OUT [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,illusion,spinning_illusion,compound,fairy|spinning,body|set,yes,
fairy_spinning_mirage,fairy spinning mirage,4,TOE > SAME OUT [DEX] > (back) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,spinning_mirage,compound,fairy|spinning,body|set,yes,
fairy_spinning_osis,fairy spinning osis,5,TOE > SAME OUT [DEX] > (back) SPIN [BOD] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,1,osis,spinning_osis,compound,fairy|spinning,body|set,yes,
fairy_swirl,fairy swirl,4,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,swirl,swirl,compound,fairy,set,yes,
fairy_swirling_swirl,fairy swirling swirl,5,TOE > SAME OUT [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,3,swirl,swirling_swirl,compound,fairy|swirling,body|set,yes,
fairy_symposium_eggbeater,fairy symposium eggbeater,5,TOE > SAME OUT [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,eggbeater,symposium_eggbeater,compound,fairy|symposium,body|set,yes,
fairy_symposium_mirage,fairy symposium mirage,4,TOE > SAME OUT [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,symposium_mirage,compound,fairy|symposium,body|set,yes,
fairy_symposium_whirl,fairy symposium whirl,5,TOE > SAME OUT [DEX] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,whirl,symposium_whirl,compound,fairy|symposium,body|set,yes,
fairy_torque,fairy torque,5,TOE > SAME OUT [DEX] > OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,osis,torque,compound,fairy,set,yes,
fairy_twirl,fairy twirl,5,TOE > SAME OUT [DEX] > SAME FRONT SWIRL [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,twirl,twirl,compound,fairy,set,yes,
fairy_weaving_butterfly,fairy weaving butterfly,5,TOE > SAME OUT [DEX] >> DUCK [BOD] >> SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL] (same foot),TOE,TOE,CLIP,DELAY,VARIABLE,mid-chain,2,butterfly,weaving_butterfly,compound,fairy|weaving,body|set,no,
fairy_weaving_clipper,fairy weaving clipper,4,TOE > SAME OUT [DEX] >> DUCK [BOD] >> OP CLIP [XBD] [DEL] (same foot),TOE,TOE,CLIP,DELAY,SWITCH,,1,clipper_stall,weaving_clipper,compound,fairy|weaving,body|set,yes,
fairy_weaving_mirage,fairy weaving mirage,4,TOE > SAME OUT [DEX] >> DUCK [BOD] >> OP IN [DEX] > OP TOE [DEL] (same foot),TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,weaving_mirage,compound,fairy|weaving,body|set,yes,
fairy_weaving_osis,fairy weaving osis,5,TOE > SAME OUT [DEX] >> DUCK [BOD] >> (back) SPIN [BOD] > SAME CLIP [XBD] [DEL] (same foot),TOE,TOE,CLIP,DELAY,PRESERVE,,1,osis,weaving_osis,compound,fairy|weaving,body|set,yes,
fairy_whirl,fairy whirl,4,TOE > SAME OUT [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,whirl,whirl,compound,fairy,set,yes,
fairy_zulu_butterfly,fairy zulu butterfly,5,TOE > SAME OUT [DEX] >> (across body) DUCK [BOD] >> SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,VARIABLE,mid-chain,2,butterfly,butterfly,compound,fairy|zulu,body|set,no,
fairy_zulu_mirage,fairy zulu mirage,4,TOE > SAME OUT [DEX] >> (across body) DUCK [BOD] >> OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,mirage,compound,fairy|zulu,body|set,yes,
fender,fender,5,TOE > SAME OUT [DEX] >> OP FRONT WHIRL [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,osis,blender,compound,,,yes,
fender_bender,fender bender,6,TOE > SAME OUT [DEX] >> DUCK [BOD] >> OP FRONT WHIRL [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,osis,blender,compound,,,yes,
feral,feral,4,TOE > SAME OUT [DEX] >> OP FRONT WHIRL [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,whirl,whirl,compound,,,yes,
flail,flail,3,SET > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL],SET,SET,TOE,DELAY,PRESERVE,,1,illusion,illusion,compound,symposium,body,yes,
floatation,floatation,6,TOE > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,butterfly,butterfly,compound,floating,set,yes,
floating_mirage,floating mirage,5,TOE > OP IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,mirage,mirage,compound,floating,set,yes,
flog,Flog,4,TOE > SAME OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,double_leg_over,double_leg_over,compound,fairy,set,yes,
flurricane,flurricane,5,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,flurry,flurry,compound,,,yes,
flurry,flurry,4,CLIP > OP IN [DEX] > SAME IN [DEX] >> OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,3,legover,legover,compound,,,yes,
flux,flux,4,TOE > OP OUT [DEX] > (front) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,1,osis,osis,compound,,,yes,
flying_clipper,flying clipper,2,FLYING [BOD] > OP CLIP [XBD],SET(implicit),SET,,,UNRESOLVED,,0,clipper,clipper,body,,,no,no [DEL]/[KICK] terminal
flying_fish,flying fish,5,TOE > SAME IN [DEX] > OP OUT [DEX] >> DUCK [BOD] > OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,mirage,mirage,compound,railing|ducking,body|set,yes,
flying_inside,flying inside,1,FLYING [BOD] > SAME INSIDE,SET(implicit),SET,,,UNRESOLVED,,0,flying_inside,flying_inside,body,,,no,no [DEL]/[KICK] terminal
flying_outside,flying outside,1,FLYING [BOD] > SAME OUTSIDE,SET(implicit),SET,,,UNRESOLVED,,0,flying_outside,flying_outside,body,,,no,no [DEL]/[KICK] terminal
fog,fog,5,CLIP > OP IN [DEX] >> OP IN [DEX] [PDX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,double_leg_over,double_leg_over,compound,stepping|paradox,body|set,yes,
food_processor,food processor,6,CLIP > OP IN [DEX] >> OP FRONT WHIRL [DEX] [PDX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,blender,blender,compound,blurry,set,yes,
forehead_stall,forehead stall,1,SET > SAME FOREHEAD [DEL],SET,SET,FOREHEAD,DELAY,PRESERVE,,0,forehead_stall,forehead_stall,surface,,,yes,
forque,forque,5,TOE > SAME OUT [DEX] >> OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,osis,torque,compound,,,yes,
fume,fume,4,TOE > SAME OUT [DEX] >> OP IN [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,clipper_stall,drifter,compound,,,yes,
fury,fury,5,CLIP > OP IN [DEX] > SAME IN [DEX] > OP IN [PDX] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,mirage,mirage,compound,furious|paradox,body|set,yes,
fusion,fusion,5,TOE > OP OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,3,dod,double_over_down,compound,,,yes,
gangsta_party,gangsta party,7,CLIP >> (back) SPIN [BOD] > DUCK [BOD] >> OP FRONT WHIRL [DEX] [PDX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,blender,paradox_blender,compound,,,yes,
gary_coleman,gary coleman,6,TOE > OP OUT [DEX] >> (no plant while) OP FRONT WHIRL [DEX] [XDEX] [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,whirl,symposium_whirl,compound,,,yes,
gauntlet,gauntlet,7,CLIP > OP IN [DEX] >> DUCK [BOD] >> OP IN [DEX] [PDX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,torque,torque,compound,stepping|ducking|paradox,body|set,yes,
genesis,genesis,5,SET > OP IN [DEX] > SAME IN [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,SWITCH,,3,whirl,whirl,compound,,,yes,
genuphobia,genuphobia,7,TOE > SAME OUT [DEX] > (front) SPIN [BOD] > (no plant while) OP IN [BOD] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,torque,torque,compound,fairy|symposium,body|set,yes,
goliath,goliath,5,TOE > SAME IN [DEX] >> DUCK [BOD] >> OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,legover,legover,compound,,,yes,
grave_digger,grave digger,5,CLIP > OP IN [DEX] >> SAME IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,torque,torque,compound,stepping,set,yes,
guay,guay,2,SET > OP IN [DEX] > SAME INSIDE [DEL],SET,SET,INSIDE,DELAY,SWITCH,,1,inside_stall,guay,dex,,,yes,
guillotine,guillotine,4,TOE > SAME OUT [DEX] >> DUCK [BOD] >> OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,ducking_mirage,compound,fairy,set,yes,
gyro_barfly,gyro barfly,5,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,barfly,barfly,compound,gyro,body,yes,
gyro_barrage,gyro barrage,4,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,barrage,barrage,compound,gyro,body,yes,
gyro_blender,gyro blender,5,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,1,blender,blender,compound,gyro,body,yes,
gyro_butterfly,gyro butterfly,4,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,butterfly,butterfly,compound,gyro,body,yes,
gyro_butterfly_swirl,gyro butterfly swirl,5,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,butterfly_swirl,butterfly_swirl,compound,gyro,body,yes,
gyro_clipper,gyro clipper,3,SET > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,0,clipper,clipper,compound,gyro,body,yes,
gyro_dada_curve,gyro dada curve,5,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > (no plant while) OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,dada_curve,dada_curve,compound,gyro,body,yes,
gyro_diving_butterfly,gyro diving butterfly,5,SET > (back) SPIN [BOD] > DIVE [BOD] > SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,VARIABLE,mid-chain,1,butterfly,diving_butterfly,compound,gyro,body,no,
gyro_diving_clipper,gyro diving clipper,4,SET > (back) SPIN [BOD] > DIVE [BOD] > SAME CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,PRESERVE,,0,clipper,diving_clipper,compound,gyro,body,yes,
gyro_diving_symposium_torque,gyro diving symposium torque,7,CLIP > (back) SPIN [BOD] > DIVE [BOD] > (no plant while) SAME IN [BOD] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,torque,torque,compound,gyro|diving|symposium,body,yes,
gyro_double_leg_over,gyro double leg over,4,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,legover,double_leg_over,compound,gyro,body,yes,
gyro_double_over_down,gyro double over down,5,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,double_over_down,double_over_down,compound,gyro,body,yes,
gyro_double_pickup,gyro double pickup,4,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,2,double_pickup,double_pickup,compound,gyro,body,yes,
gyro_ducking_symposium_torque,gyro ducking symposium torque,7,CLIP > (back) SPIN [BOD] > DUCK [BOD] > (no plant while) SAME IN [BOD] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,torque,torque,compound,gyro|ducking|symposium,body,yes,
gyro_eclipse,gyro eclipse,4,CLIP > (back) SPIN [BOD] JUMP [BOD] > SAME INSIDE [DEL] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,0,eclipse,eclipse,compound,gyro,body,yes,
gyro_eggbeater,gyro eggbeater,4,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,eggbeater,eggbeater,compound,gyro,body,yes,
gyro_flail,gyro flail,4,CLIP > (back) SPIN [BOD] > (no plant while) SAME OUT [BOD] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,1,flail,flail,compound,gyro,body,yes,
gyro_guay,gyro guay,3,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME INSIDE [DEL],CLIP,CLIP,INSIDE,DELAY,PRESERVE,,1,inside_stall,guay,compound,gyro,body,yes,
gyro_illusion,gyro illusion,3,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,1,illusion,illusion,compound,gyro,body,yes,
gyro_legover,gyro legover,3,CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,1,legover,legover,compound,gyro,body,yes,
gyro_mirage,gyro mirage,3,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,1,mirage,mirage,compound,gyro,body,yes,
gyro_osis,gyro osis,4,CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,0,osis,osis,compound,gyro,body,yes,
gyro_pickup,gyro pickup,3,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,1,pickup,pickup,compound,gyro,body,yes,
gyro_reverse_guay,gyro reverse guay,3,SET > GYRO [BOD] > SAME IN [DEX] > OP INSIDE [DEL],SET,SET,INSIDE,DELAY,SWITCH,,1,inside_stall,guay,compound,gyro,body,yes,
gyro_shooting_star,gyro shooting star,8,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP OUT [PDX] [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,4,double_over_down,shooting_star,compound,gyro,body,yes,
gyro_symposium_double_leg_over,gyro symposium double leg over,5,CLIP > (back) SPIN [BOD] > (no plant while) SAME IN [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,double_leg_over,double_leg_over,compound,gyro|symposium,body,yes,
gyro_symposium_mirage,gyro symposium mirage,4,CLIP > (back) SPIN [BOD] > (no plant while) SAME IN [BOD] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,1,mirage,symposium_mirage,compound,gyro|symposium,body,yes,
gyro_symposium_swirl,gyro symposium swirl,5,CLIP > (back) SPIN [BOD] > (no plant while) SAME OUT [BOD] [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,1,swirl,symposium_swirl,compound,gyro|symposium,body,yes,
gyro_symposium_torque,gyro symposium torque,6,CLIP > (back) SPIN [BOD] > (no plant while) SAME IN [BOD] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,torque,symposium_torque,compound,gyro|symposium,body,yes,
gyro_symposium_whirl,gyro symposium whirl,5,CLIP > (back) SPIN [BOD] > (no plant while) SAME IN [BOD] [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,whirl,symposium_whirl,compound,gyro|symposium,body,yes,
gyro_toe,gyro toe,2,SET > (back) SPIN [BOD] > SAME TOE [DEL],SET,SET,TOE,DELAY,PRESERVE,,0,toe_stall,toe_stall,compound,gyro,body,yes,
gyro_whirl,gyro whirl,4,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,whirl,whirl,compound,gyro,body,yes,
gyro_whirling_swirl,gyro whirling swirl,5,CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,whirling_swirl,whirling_swirl,compound,gyro|whirling,body,yes,
hatchet,hatchet,4,CLIP >> DIVE [BOD] > SAME FRONT WHIRL [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,whirl,whirl,compound,diving,body,yes,
haze,haze,4,CLIP > OP IN [DEX] >> OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,double_leg_over,double_leg_over,compound,stepping,set,yes,
head_stall,head stall,1,SET > SAME HEAD [DEL],SET,SET,HEAD,DELAY,PRESERVE,,0,head_stall,head_stall,surface,,,yes,
heel_stall,heel stall,2,SET > SAME HEEL [UNS] [DEL],SET,SET,HEEL,DELAY,PRESERVE,,0,heel_stall,heel_stall,surface,,,yes,
high_plains_drifter,high plains drifter,4,CLIP > OP IN [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,clipper_stall,clipper_stall,compound,,,yes,
hop_over,hop over,2,SET > JUMP [BOD] > SAME/OP INSIDE [DEL] > (land),SET,SET,INSIDE,DELAY,VARIABLE,terminal,0,hop_over,hop_over,body,,,no,
hop_over_swirl,hop over swirl,4,INSIDE > JUMP [BOD] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],INSIDE,OTHER_SURFACE,CLIP,DELAY,SWITCH,,1,swirl,swirl,compound,,,yes,
hopover_swirl_dragon,hopover swirl dragon,3,SET > (hop over) SAME OUT [DEX] > DRAGON [UNS] [DEL],SET,SET,DRAGON,DELAY,SIDE_NOT_APPLICABLE,,1,swirl,swirl,compound,,,no,dragon delay is a midline surface
hurl,hurl,5,CLIP > SAME OUT [PDX] [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,whirl,nuclear_whirl,compound,nuclear,set,yes,
id,id,6,TOE > OP OUT [DEX] > DUCK [BOD] > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,3,dod,fusion,compound,ducking,body,yes,
illusion,illusion,2,SET > OP OUT [DEX] > OP TOE [DEL],SET,SET,TOE,DELAY,PRESERVE,,1,illusion,illusion,dex,,,yes,
illusioning_kick,illusioning kick,1,SET > OP OUT [DEX] [KICK],SET,SET,OUT,KICK,SWITCH,,1,illusioning_kick,illusioning_kick,dex,,,yes,
inside_around_the_world,inside around the world,2,INSIDE > SAME IN [DEX] > SAME INSIDE [DEL],INSIDE,OTHER_SURFACE,INSIDE,DELAY,PRESERVE,,1,inside_around_the_world,,dex,,,yes,
inside_double_around_the_world,Inside Double Around the World,3,INSIDE > SAME IN [DEX] > SAME IN [DEX] > SAME INSIDE [DEL],INSIDE,OTHER_SURFACE,INSIDE,DELAY,PRESERVE,,2,inside_around_the_world,inside_around_the_world,dex,,,yes,
inside_stall,inside stall,1,SET > SAME INSIDE [DEL],SET,SET,INSIDE,DELAY,PRESERVE,,0,inside_stall,inside_stall,surface,,,yes,
inspinning_butterfly,inspinning butterfly,4,CLIP > (front) SPIN [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,1,butterfly,butterfly,compound,inspinning,body,yes,
inspinning_clipper,inspinning clipper,3,TOE > (front) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,0,clipper_stall,clipper_stall,compound,,,yes,
