"ecosystem","tier","name","slug","source_corpus"
"symposium","tier2","Paradox Symposium Whirling Rake","paradox-symposium-whirling-rake","footbagmoves"
"symposium","tier2","Pixie far Symp. Eggbeater","pixie-far-symp-eggbeater","passback"
"symposium","tier2","Pixie Miraging Symposium Miraging Legover","pixie-miraging-symposium-miraging-legover","footbagmoves"
"symposium","tier2","Pixie Spinning Paradox Symposium Whirl","pixie-spinning-paradox-symposium-whirl","footbagmoves"
"symposium","tier2","Pixie ss Symposium Eggbeater","pixie-ss-symposium-eggbeater","stanford"
"symposium","tier2","Pixie ss Symposium Mirage","pixie-ss-symposium-mirage","stanford"
"symposium","tier2","Pixie ss Symposium Reverse Whirl","pixie-ss-symposium-reverse-whirl","stanford"
"symposium","tier2","Pixie ss Symposium Reverse Whirling XBD Rake","pixie-ss-symposium-reverse-whirling-xbd-rake","stanford"
"symposium","tier2","Pixie Symposium Reverse Whirl","pixie-symposium-reverse-whirl","stanford"
"symposium","tier2","Pixie Symposium Whirling Swirl","pixie-symposium-whirling-swirl","footbagmoves"
"symposium","tier2","Pixie Zulu Symposium Mirage","pixie-zulu-symposium-mirage","stanford"
"symposium","tier2","Railing Symposium Mirage","railing-symposium-mirage","footbagmoves"
"symposium","tier2","Reverse Swirling Symposium Mirage","reverse-swirling-symposium-mirage","stanford"
"symposium","tier2","Sailing Symposium Mirage","sailing-symposium-mirage","stanford"
"symposium","tier2","Slaying ss Symposium Mirage","slaying-ss-symposium-mirage","stanford"
"symposium","tier2","Snapping Symposium Mirage","snapping-symposium-mirage","stanford"
"symposium","tier2","Spinning Diving near Symp. Whirl","spinning-diving-near-symp-whirl","passback"
"symposium","tier2","Spinning Ducking far Symp. Whirl","spinning-ducking-far-symp-whirl","passback"
"symposium","tier2","Spinning Ducking far Symp.Torque","spinning-ducking-far-symp-torque","passback"
"symposium","tier2","Spinning far Miraging Symp. Miraging Refraction","spinning-far-miraging-symp-miraging-refraction","passback"
"symposium","tier2","Spinning far Miraging Symp. Torque","spinning-far-miraging-symp-torque","passback"
"symposium","tier2","Spinning far Symp. Torque","spinning-far-symp-torque","passback"
"symposium","tier2","Spinning far Symp. Whirl","spinning-far-symp-whirl","passback"
"symposium","tier2","Spinning far Symp. Whirling Swirl","spinning-far-symp-whirling-swirl","passback"
"symposium","tier2","Spinning near Symp. Flux","spinning-near-symp-flux","passback"
"symposium","tier2","Spinning near Symp. Torque","spinning-near-symp-torque","passback"
"symposium","tier2","Spinning Paradox Miraging Symposium Torque","spinning-paradox-miraging-symposium-torque","footbagmoves"
"symposium","tier2","Spinning Paradox Symposium Whirling Swirl","spinning-paradox-symposium-whirling-swirl","footbagmoves"
"symposium","tier2","Spinning Symposium Double Over Down","spinning-symposium-double-over-down","footbagmoves"
"symposium","tier2","Spinning Symposium Down Double Down","spinning-symposium-down-double-down","fborg"
"symposium","tier2","Spyro Diving Symposium Whirl","spyro-diving-symposium-whirl","footbagmoves"
"symposium","tier2","Spyro Symposium Mirage","spyro-symposium-mirage","footbagmoves"
"symposium","tier2","Spyro Symposium Torquescrew","spyro-symposium-torquescrew","footbagmoves"
"symposium","tier2","Stepping Ducking far Symp. Eggbeater","stepping-ducking-far-symp-eggbeater","passback"
"symposium","tier2","Stepping far Symp. Double Down","stepping-far-symp-double-down","passback"
"symposium","tier2","Stepping far Symp. Whirl","stepping-far-symp-whirl","passback"
"symposium","tier2","Surging Ducking Paradox Symposium Whirling Rake","surging-ducking-paradox-symposium-whirling-rake","footbagmoves"
"symposium","tier2","Swirling Symposium Whirl","swirling-symposium-whirl","stanford"
"symposium","tier2","Symp. Atomic far Butterfly","symp-atomic-far-butterfly","passback"
"symposium","tier2","Symp. Butterfly Swirl","symp-butterfly-swirl","passback"
"symposium","tier2","Symp. DDD","symp-ddd","passback"
"symposium","tier2","Symp. DLO","symp-dlo","passback"
"symposium","tier2","Symp. Eggbeating Mirage","symp-eggbeating-mirage","passback"
"symposium","tier2","Symp. Illusion","symp-illusion","passback"
"symposium","tier2","Symp. Marius","symp-marius","passback"
"symposium","tier2","Symp. Miraging far Mirage","symp-miraging-far-mirage","passback"
"symposium","tier2","Symp. Mobius","symp-mobius","passback"
"symposium","tier2","Symp. Swirling Gyro Inside","symp-swirling-gyro-inside","passback"
"symposium","tier2","Symp. Tomahwak","symp-tomahwak","passback"
"symposium","tier2","Symp. Twirl","symp-twirl","passback"
"symposium","tier2","Symp. Whirling far Mirage","symp-whirling-far-mirage","passback"
"symposium","tier2","Symposium Baroque","symposium-baroque","stanford"
"symposium","tier2","Symposium Bubba","symposium-bubba","stanford"
"symposium","tier2","Symposium Bubba Barfly","symposium-bubba-barfly","stanford"
"symposium","tier2","Symposium Bubba Beater","symposium-bubba-beater","stanford"
"symposium","tier2","Symposium Bubba Mirage","symposium-bubba-mirage","stanford"
"symposium","tier2","Symposium Double Legover","symposium-double-legover","footbagmoves"
"symposium","tier2","Symposium Down Double Down","symposium-down-double-down","footbagmoves"
"symposium","tier2","Symposium Reverse Swirling Pickup","symposium-reverse-swirling-pickup","stanford"
"symposium","tier2","Symposium Reverse Whirling Swirl","symposium-reverse-whirling-swirl","footbagmoves"
"symposium","tier2","Symposium Reverse Whirling XBD Rake","symposium-reverse-whirling-xbd-rake","stanford"
"symposium","tier2","Symposium Whirling Flapper","symposium-whirling-flapper","footbagmoves"
"symposium","tier2","Toe far Symp. Double Down","toe-far-symp-double-down","passback"
"symposium","tier2","Toe near Symp. Double Down","toe-near-symp-double-down","passback"
"symposium","tier2","Wonton ss Symposium Mirage","wonton-ss-symposium-mirage","stanford"
"symposium","tier2","Zulu Symposium Mirage","zulu-symposium-mirage","stanford"
"whirl-swirl","tier1","Symposium Whirling Swirl","symposium-whirling-swirl","fborg"
"whirl-swirl","tier2","Alpine Spinning Whirl","alpine-spinning-whirl","passback"
"whirl-swirl","tier2","Arctic Whirl","arctic-whirl","stanford"
"whirl-swirl","tier2","Atomic Ducking Whirl","atomic-ducking-whirl","footbagmoves"
"whirl-swirl","tier2","Atomic Ducking Whirl (Ego) (Tamboura)","atomic-ducking-whirl-ego-tamboura","stanford"
"whirl-swirl","tier2","Atomic far Symp. Whirl","atomic-far-symp-whirl","passback"
"whirl-swirl","tier2","Atomic far Whirl","atomic-far-whirl","passback"
"whirl-swirl","tier2","Atomic Reverse Swirl","atomic-reverse-swirl","stanford"
"whirl-swirl","tier2","Atomic Swirl","atomic-swirl","stanford"
"whirl-swirl","tier2","Atomic Symposium Whirl","atomic-symposium-whirl","footbagmoves"
"whirl-swirl","tier2","Atomic Whirl","atomic-whirl","footbagmoves"
"whirl-swirl","tier2","Barfly Reverse Swirl","barfly-reverse-swirl","stanford"
"whirl-swirl","tier2","Barraging Barfly Swirl","barraging-barfly-swirl","footbagmoves"
"whirl-swirl","tier2","Barraging far Whirl","barraging-far-whirl","passback"
"whirl-swirl","tier2","Blazing Paradox Whirl","blazing-paradox-whirl","footbagmoves"
"whirl-swirl","tier2","Butterfly Reverse Swirl","butterfly-reverse-swirl","stanford"
"whirl-swirl","tier2","Butterflying Symposium Reverse Swirling Toe","butterflying-symposium-reverse-swirling-toe","footbagmoves"
"whirl-swirl","tier2","Cardinal Swirl, Tripstein","cardinal-swirl-tripstein","passback"
"whirl-swirl","tier2","Clipper Diving near Whirl","clipper-diving-near-whirl","passback"
"whirl-swirl","tier2","Clipper Ducking far Symp. Whirl","clipper-ducking-far-symp-whirl","passback"
"whirl-swirl","tier2","Clipper Ducking far Whirl","clipper-ducking-far-whirl","passback"
"whirl-swirl","tier2","Clipper far Symp Whirl","clipper-far-symp-whirl","passback"
"whirl-swirl","tier2","Da Da Curve Swirl","da-da-curve-swirl","stanford"
"whirl-swirl","tier2","Diving Reverse Swirl","diving-reverse-swirl","stanford"
"whirl-swirl","tier2","Diving Swirl","diving-swirl","stanford"
"whirl-swirl","tier2","Diving Whirl","diving-whirl","footbagmoves"
"whirl-swirl","tier2","DOD Reverse Swirl","dod-reverse-swirl","stanford"
"whirl-swirl","tier2","DOD Swirl","dod-swirl","stanford"
"whirl-swirl","tier2","Double Reverse Swirl","double-reverse-swirl","footbagmoves"
"whirl-swirl","tier2","Double Swirl","double-swirl","footbagmoves"
"whirl-swirl","tier2","Double Swirl Dragon","double-swirl-dragon","footbagmoves"
"whirl-swirl","tier2","Double Whirl","double-whirl","footbagmoves"
"whirl-swirl","tier2","double-dex Swirl","double-dex-swirl","passback"
"whirl-swirl","tier2","double-dex Whirl","double-dex-whirl","passback"
"whirl-swirl","tier2","Drifter Swirl","drifter-swirl","footbagmoves"
"whirl-swirl","tier2","Ducking Far Symposium Reverse Whirl","ducking-far-symposium-reverse-whirl","stanford"
"whirl-swirl","tier2","Fairy near Swirling near Swirl","fairy-near-swirling-near-swirl","passback"
"whirl-swirl","tier2","Fairy Reverse Swirl","fairy-reverse-swirl","stanford"
"whirl-swirl","tier2","Fairy Reverse Whirl","fairy-reverse-whirl","stanford"
"whirl-swirl","tier2","Fairy ss Reverse Swirl","fairy-ss-reverse-swirl","stanford"
"whirl-swirl","tier2","Fairy ss Reverse Whirl","fairy-ss-reverse-whirl","stanford"
"whirl-swirl","tier2","Fairy ss Swirl","fairy-ss-swirl","stanford"
"whirl-swirl","tier2","Fairy ss Symposium Whirl","fairy-ss-symposium-whirl","stanford"
"whirl-swirl","tier2","Fairy ss Whirl","fairy-ss-whirl","stanford"
"whirl-swirl","tier2","Fairy Whirl (same side)","fairy-whirl-same-side","footbagmoves"
"whirl-swirl","tier2","Far Reverse Swirl","far-reverse-swirl","stanford"
"whirl-swirl","tier2","Far Reverse Whirl","far-reverse-whirl","footbagmoves"
"whirl-swirl","tier2","Far Swirl","far-swirl","stanford"
"whirl-swirl","tier2","Far Symposium Reverse Whirl","far-symposium-reverse-whirl","stanford"
"whirl-swirl","tier2","Far Whirling Bent Symposium Swirling Osis","far-whirling-bent-symposium-swirling-osis","footbagmoves"
"whirl-swirl","tier2","Flailing ss Symposium Whirl","flailing-ss-symposium-whirl","stanford"
"whirl-swirl","tier2","Frantic far Double Down Swirl","frantic-far-double-down-swirl","passback"
"whirl-swirl","tier2","Gyro Symp Swirl","gyro-symp-swirl","passback"
"whirl-swirl","tier2","Hopover Swirl","hopover-swirl","stanford"
"whirl-swirl","tier2","Hopover Swirl Dragon","hopover-swirl-dragon","footbagmoves"
"whirl-swirl","tier2","Infinity Swirl","infinity-swirl","passback"
"whirl-swirl","tier2","Miraging far Symp. Whirl","miraging-far-symp-whirl","passback"
"whirl-swirl","tier2","Nemesis Swirl","nemesis-swirl","footbagmoves"
"whirl-swirl","tier2","Paradon Reverse Swirl","paradon-reverse-swirl","stanford"
"whirl-swirl","tier2","Paradox Symposium Whirling Rake","paradox-symposium-whirling-rake","footbagmoves"
"whirl-swirl","tier2","Paradox Whirling Rake","paradox-whirling-rake","footbagmoves"
"whirl-swirl","tier2","Pdx Symp Whirl","pdx-symp-whirl","passback"
"whirl-swirl","tier2","Pdx Whirling Swirl","pdx-whirling-swirl","footbagmoves"
"whirl-swirl","tier2","Phasing near Swirl","phasing-near-swirl","passback"
"whirl-swirl","tier2","Phasing ss Swirl","phasing-ss-swirl","footbagmoves"
"whirl-swirl","tier2","Pixie Quantum Double Over Down Swirl","pixie-quantum-double-over-down-swirl","footbagmoves"
"whirl-swirl","tier2","Pixie Reverse Swirl","pixie-reverse-swirl","stanford"
"whirl-swirl","tier2","Pixie Reverse Whirl","pixie-reverse-whirl","stanford"
"whirl-swirl","tier2","Pixie Spinning Paradox Symposium Whirl","pixie-spinning-paradox-symposium-whirl","footbagmoves"
"whirl-swirl","tier2","Pixie Spinning Paradox Whirl","pixie-spinning-paradox-whirl","footbagmoves"
"whirl-swirl","tier2","Pixie ss Reverse Swirl","pixie-ss-reverse-swirl","stanford"
"whirl-swirl","tier2","Pixie ss Reverse Whirl","pixie-ss-reverse-whirl","stanford"
"whirl-swirl","tier2","Pixie ss Swirl","pixie-ss-swirl","stanford"
"whirl-swirl","tier2","Pixie ss Symposium Reverse Whirl","pixie-ss-symposium-reverse-whirl","stanford"
"whirl-swirl","tier2","Pixie ss Symposium Reverse Whirling XBD Rake","pixie-ss-symposium-reverse-whirling-xbd-rake","stanford"
"whirl-swirl","tier2","Pixie ss Whirl","pixie-ss-whirl","stanford"
"whirl-swirl","tier2","Pixie Symposium Reverse Whirl","pixie-symposium-reverse-whirl","stanford"
"whirl-swirl","tier2","Pixie Symposium Whirling Swirl","pixie-symposium-whirling-swirl","footbagmoves"
"whirl-swirl","tier2","Pixie Zulu Whirl","pixie-zulu-whirl","stanford"
"whirl-swirl","tier2","Quasi Whirl","quasi-whirl","stanford"
"whirl-swirl","tier2","Rev. Swirl","rev-swirl","passback"
"whirl-swirl","tier2","Reverse Swirl Dragon","reverse-swirl-dragon","footbagmoves"
"whirl-swirl","tier2","Reverse Swirling Blender","reverse-swirling-blender","stanford"
"whirl-swirl","tier2","Reverse Swirling Osis","reverse-swirling-osis","footbagmoves"
"whirl-swirl","tier2","Reverse Swirling Paradox Torque","reverse-swirling-paradox-torque","stanford"
"whirl-swirl","tier2","Reverse Swirling Pickup","reverse-swirling-pickup","footbagmoves"
"whirl-swirl","tier2","Reverse Swirling PS Whirl","reverse-swirling-ps-whirl","stanford"
"whirl-swirl","tier2","Reverse Swirling Symposium Mirage","reverse-swirling-symposium-mirage","stanford"
"whirl-swirl","tier2","Reverse Whirling Rake","reverse-whirling-rake","footbagmoves"
"whirl-swirl","tier2","Reverse Whirling Twirl","reverse-whirling-twirl","stanford"
"whirl-swirl","tier2","Ripwalk Swirl","ripwalk-swirl","passback"
"whirl-swirl","tier2","Sailing Whirl","sailing-whirl","footbagmoves"
"whirl-swirl","tier2","Scattered Whirl","scattered-whirl","stanford"
"whirl-swirl","tier2","Sidewalk Swirl","sidewalk-swirl","passback"
"whirl-swirl","tier2","Slapping Reverse Whirl","slapping-reverse-whirl","stanford"
"whirl-swirl","tier2","Spinning Diving near Symp. Whirl","spinning-diving-near-symp-whirl","passback"
"whirl-swirl","tier2","Spinning Ducking far Symp. Whirl","spinning-ducking-far-symp-whirl","passback"
"whirl-swirl","tier2","Spinning Ducking far Whirl","spinning-ducking-far-whirl","passback"
"whirl-swirl","tier2","Spinning far Symp. Whirl","spinning-far-symp-whirl","passback"
"whirl-swirl","tier2","Spinning far Symp. Whirling Swirl","spinning-far-symp-whirling-swirl","passback"
"whirl-swirl","tier2","Spinning Paradox Symposium Whirling Swirl","spinning-paradox-symposium-whirling-swirl","footbagmoves"
"whirl-swirl","tier2","Spinning Pdx Whirl","spinning-pdx-whirl","footbagmoves"
"whirl-swirl","tier2","Spinning Reverse Swirl","spinning-reverse-swirl","stanford"
"whirl-swirl","tier2","Spinning Reverse Whirl","spinning-reverse-whirl","stanford"
"whirl-swirl","tier2","Spinning Symp Swirl","spinning-symp-swirl","passback"
"whirl-swirl","tier2","Spinning Whirling Swirl","spinning-whirling-swirl","stanford"
"whirl-swirl","tier2","Spyro Diving Symposium Whirl","spyro-diving-symposium-whirl","footbagmoves"
"whirl-swirl","tier2","Stepping Butterfly Reverse Swirl","stepping-butterfly-reverse-swirl","stanford"
"whirl-swirl","tier2","Stepping Ducking Far Butterfly Swirl","stepping-ducking-far-butterfly-swirl","footbagmoves"
"whirl-swirl","tier2","Stepping Far Butterfly Swirl","stepping-far-butterfly-swirl","multi"
"whirl-swirl","tier2","Stepping far Swirl","stepping-far-swirl","passback"
"whirl-swirl","tier2","Stepping far Symp. Whirl","stepping-far-symp-whirl","passback"
"whirl-swirl","tier2","Stepping near Butterfly Swirl","stepping-near-butterfly-swirl","passback"
"whirl-swirl","tier2","Stepping Reverse Swirl","stepping-reverse-swirl","stanford"
"whirl-swirl","tier2","Surging Butterfly Swirl","surging-butterfly-swirl","stanford"
"whirl-swirl","tier2","Surging Ducking Paradox Symposium Whirling Rake","surging-ducking-paradox-symposium-whirling-rake","footbagmoves"
"whirl-swirl","tier2","Surging far Whirl","surging-far-whirl","passback"
"whirl-swirl","tier2","Surging PS Whirling XBD Rake","surging-ps-whirling-xbd-rake","stanford"
"whirl-swirl","tier2","Swirl Dragon","swirl-dragon","footbagmoves"
"whirl-swirl","tier2","Swirling","swirling","fborg"
"whirl-swirl","tier2","Swirling Butterfly","swirling-butterfly","stanford"
"whirl-swirl","tier2","Swirling Gyro Inside Stall","swirling-gyro-inside-stall","passback"
"whirl-swirl","tier2","Swirling near Swirl","swirling-near-swirl","passback"
"whirl-swirl","tier2","Swirling Paradox Mirage","swirling-paradox-mirage","stanford"
"whirl-swirl","tier2","Swirling Reverse Swirl","swirling-reverse-swirl","footbagmoves"
"whirl-swirl","tier2","Swirling ss Mirage","swirling-ss-mirage","stanford"
"whirl-swirl","tier2","Swirling Symposium Whirl","swirling-symposium-whirl","stanford"
"whirl-swirl","tier2","Swirling Whirl","swirling-whirl","stanford"
"whirl-swirl","tier2","Swirling Whirling Swirl","swirling-whirling-swirl","stanford"
"whirl-swirl","tier2","Swirling XBD Rake","swirling-xbd-rake","stanford"
"whirl-swirl","tier2","Swirlwind","swirlwind","footbagmoves"
"whirl-swirl","tier2","Symp Swirl (op)","symp-swirl","passback"
"whirl-swirl","tier2","Symp Whirl","symp-whirl","footbagmoves"
"whirl-swirl","tier2","Symp Whirl (same side)","symp-whirl-same-side","footbagmoves"
"whirl-swirl","tier2","Symp Whirling Swirl","symp-whirling-swirl","passback"
"whirl-swirl","tier2","Symp. Butterfly Swirl","symp-butterfly-swirl","passback"
"whirl-swirl","tier2","Symp. Swirling Gyro Inside","symp-swirling-gyro-inside","passback"
"whirl-swirl","tier2","Symp. Whirling far Mirage","symp-whirling-far-mirage","passback"
"whirl-swirl","tier2","Symple Reverse Swirl (far)","symple-reverse-swirl","footbagmoves"
"whirl-swirl","tier2","Symple Reverse Swirl (same side)","symple-reverse-swirl-same-side","footbagmoves"
"whirl-swirl","tier2","Symple Swirl (far)","symple-swirl","footbagmoves"
"whirl-swirl","tier2","Symple Swirl (same side)","symple-swirl-same-side","footbagmoves"
"whirl-swirl","tier2","Symposium Reverse Swirling Pickup","symposium-reverse-swirling-pickup","stanford"
"whirl-swirl","tier2","Symposium Reverse Whirling Swirl","symposium-reverse-whirling-swirl","footbagmoves"
"whirl-swirl","tier2","Symposium Reverse Whirling XBD Rake","symposium-reverse-whirling-xbd-rake","stanford"
"whirl-swirl","tier2","Symposium Whirling Flapper","symposium-whirling-flapper","footbagmoves"
"whirl-swirl","tier2","Terrawhirl","terrawhirl","passback"
"whirl-swirl","tier2","Toe ss Symp Swirl","toe-ss-symp-swirl","passback"
"whirl-swirl","tier2","Toe Whirling Swirl","toe-whirling-swirl","stanford"
"whirl-swirl","tier2","triple-dex Swirl","triple-dex-swirl","passback"
"whirl-swirl","tier2","Twisted PS Whirl","twisted-ps-whirl","stanford"
"whirl-swirl","tier2","Whirling","whirling","fborg"
"whirl-swirl","tier2","Whirling far Butterfly","whirling-far-butterfly","footbagmoves"
"whirl-swirl","tier2","Whirling far Mirage","whirling-far-mirage","passback"
"whirl-swirl","tier2","Whirling far Whirl","whirling-far-whirl","passback"
"whirl-swirl","tier2","Whirling Gyro Mirage","whirling-gyro-mirage","footbagmoves"
"whirl-swirl","tier2","Whirling near Whip","whirling-near-whip","passback"
"whirl-swirl","tier2","Whirling pdx Mirage","whirling-pdx-mirage","footbagmoves"
"whirl-swirl","tier2","Whirling Rake","whirling-rake","footbagmoves"
"whirl-swirl","tier2","Whirling Reverse Whirl","whirling-reverse-whirl","footbagmoves"
"whirl-swirl","tier2","Whirling Spitfire","whirling-spitfire","stanford"
"whirl-swirl","tier2","Whirling ss Mirage","whirling-ss-mirage","stanford"
"whirl-swirl","tier2","Whirling ss Pickup","whirling-ss-pickup","stanford"
"whirl-swirl","tier2","Whirlwalk","whirlwalk","footbagmoves"
"whirl-swirl","tier2","Whirlwind Swirl","whirlwind-swirl","passback"
"whirl-swirl","tier2","Whirlygig","whirlygig","multi"
"whirl-swirl","tier2","Zulu Paradox Whirl","zulu-paradox-whirl","stanford"
"whirl-swirl","tier2","Zulu Whirl","zulu-whirl","footbagmoves"
