"name","slug","governance_state","category","source_corpus","ecosystems","parent_family","completeness","publication_status","parse_confidence","add_confidence"
"Paradon Reverse Swirl","paradon-reverse-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Paradox Delusion","paradox-delusion","3 Observationally represented","A","stanford","paradox","","name-only","","",""
"Paradox Dragster","paradox-dragster","3 Observationally represented","A","stanford","paradox","","name-only","","",""
"Paradox Swifter","paradox-swifter","3 Observationally represented","A","stanford","paradox","","name-only","","",""
"Phasing Blender","phasing-blender","3 Observationally represented","A","stanford","blender-torque","","name-only","","",""
"Pixie Blacula","pixie-blacula","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Clipper","pixie-clipper","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Da Da Curve","pixie-da-da-curve","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Dolomite","pixie-dolomite","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Double Switchover","pixie-double-switchover","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Grifter","pixie-grifter","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Guay","pixie-guay","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Inward Gyro Mirage","pixie-inward-gyro-mirage","3 Observationally represented","A","stanford","pixie|gyro-spyro","","name-only","","",""
"Pixie Massacre","pixie-massacre","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Merlin","pixie-merlin","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Reverse Guay","pixie-reverse-guay","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Reverse Swirl","pixie-reverse-swirl","3 Observationally represented","A","stanford","pixie|whirl-swirl","","name-only","","",""
"Pixie Reverse Whirl","pixie-reverse-whirl","3 Observationally represented","A","stanford","pixie|whirl-swirl","","name-only","","",""
"Pixie ss Barrage","pixie-ss-barrage","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie ss Blender","pixie-ss-blender","3 Observationally represented","A","stanford","pixie|blender-torque","","name-only","","",""
"Pixie ss Clipper","pixie-ss-clipper","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie ss Da Da Curve","pixie-ss-da-da-curve","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie ss DLO","pixie-ss-dlo","3 Observationally represented","A","stanford","pixie|dlo-double-down","","name-only","","",""
"Pixie ss Double Switchover","pixie-ss-double-switchover","3 Observationally represented","C","stanford","pixie","","name-only","","",""
"Pixie ss Eggbeater","pixie-ss-eggbeater","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie ss Flail","pixie-ss-flail","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie ss Grifter","pixie-ss-grifter","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie ss Guay","pixie-ss-guay","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie ss Illusion","pixie-ss-illusion","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie ss Reverse Guay","pixie-ss-reverse-guay","3 Observationally represented","C","stanford","pixie","","name-only","","",""
"Pixie ss Reverse Swirl","pixie-ss-reverse-swirl","3 Observationally represented","C","stanford","pixie|whirl-swirl","","name-only","","",""
"Pixie ss Reverse Whirl","pixie-ss-reverse-whirl","3 Observationally represented","C","stanford","pixie|whirl-swirl","","name-only","","",""
"Pixie ss Swirl","pixie-ss-swirl","3 Observationally represented","A","stanford","pixie|whirl-swirl","","name-only","","",""
"Pixie ss Symposium Eggbeater","pixie-ss-symposium-eggbeater","3 Observationally represented","C","stanford","pixie|symposium","","name-only","","",""
"Pixie ss Symposium Mirage","pixie-ss-symposium-mirage","3 Observationally represented","C","stanford","pixie|symposium","","name-only","","",""
"Pixie ss Symposium Reverse Whirl","pixie-ss-symposium-reverse-whirl","3 Observationally represented","C","stanford","pixie|symposium|whirl-swirl","","name-only","","",""
"Pixie ss Symposium Reverse Whirling XBD Rake","pixie-ss-symposium-reverse-whirling-xbd-rake","3 Observationally represented","C","stanford","pixie|symposium|whirl-swirl|dragon-rake","","name-only","","",""
"Pixie ss Torque","pixie-ss-torque","3 Observationally represented","A","stanford","pixie|blender-torque","","name-only","","",""
"Pixie ss Whirl","pixie-ss-whirl","3 Observationally represented","A","stanford","pixie|whirl-swirl","","name-only","","",""
"Pixie ss XBD Rake","pixie-ss-xbd-rake","3 Observationally represented","A","stanford","pixie|dragon-rake","","name-only","","",""
"Pixie Symposium Reverse Whirl","pixie-symposium-reverse-whirl","3 Observationally represented","C","stanford","pixie|symposium|whirl-swirl","","name-only","","",""
"Pixie Zulu Butterfly","pixie-zulu-butterfly","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Zulu Mirage","pixie-zulu-mirage","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Zulu Osis","pixie-zulu-osis","3 Observationally represented","A","stanford","pixie","","name-only","","",""
"Pixie Zulu Symposium Mirage","pixie-zulu-symposium-mirage","3 Observationally represented","A","stanford","pixie|symposium","","name-only","","",""
"Pixie Zulu Whirl","pixie-zulu-whirl","3 Observationally represented","A","stanford","pixie|whirl-swirl","","name-only","","",""
"Quantum Guay","quantum-guay","3 Observationally represented","A","stanford","quantum","","name-only","","",""
"Quantum Reverse Guay","quantum-reverse-guay","3 Observationally represented","A","stanford","quantum","","name-only","","",""
"Quasi Whirl","quasi-whirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Reverse Swirling Blender","reverse-swirling-blender","3 Observationally represented","A","stanford","whirl-swirl|blender-torque","","name-only","","",""
"Reverse Swirling Paradox Torque","reverse-swirling-paradox-torque","3 Observationally represented","A","stanford","whirl-swirl|blender-torque|paradox","","name-only","","",""
"Reverse Swirling PS Whirl","reverse-swirling-ps-whirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Reverse Swirling Symposium Mirage","reverse-swirling-symposium-mirage","3 Observationally represented","A","stanford","symposium|whirl-swirl","","name-only","","",""
"Reverse Whirling Twirl","reverse-whirling-twirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Sailing DLO","sailing-dlo","3 Observationally represented","A","stanford","dlo-double-down","","name-only","","",""
"Sailing Symposium Mirage","sailing-symposium-mirage","3 Observationally represented","A","stanford","symposium","","name-only","","",""
"Scattered Whirl","scattered-whirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Slapping DLO","slapping-dlo","3 Observationally represented","A","stanford","dlo-double-down","","name-only","","",""
"Slapping Reverse Whirl","slapping-reverse-whirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Slaying ss Symposium Mirage","slaying-ss-symposium-mirage","3 Observationally represented","A","stanford","symposium","","name-only","","",""
"Snapping Symposium Mirage","snapping-symposium-mirage","3 Observationally represented","A","stanford","symposium","","name-only","","",""
"Sonic Torque","sonic-torque","3 Observationally represented","A","stanford","blender-torque","","name-only","","",""
"Spinning DLO","spinning-dlo","3 Observationally represented","A","stanford","spinning|dlo-double-down","","name-only","","",""
"Spinning Flapper","spinning-flapper","3 Observationally represented","A","stanford","spinning","","name-only","","",""
"Spinning Reverse Guay","spinning-reverse-guay","3 Observationally represented","A","stanford","spinning","","name-only","","",""
"Spinning Reverse Swirl","spinning-reverse-swirl","3 Observationally represented","A","stanford","spinning|whirl-swirl","","name-only","","",""
"Spinning Reverse Whirl","spinning-reverse-whirl","3 Observationally represented","A","stanford","spinning|whirl-swirl","","name-only","","",""
"Spinning Swivel","spinning-swivel","3 Observationally represented","A","stanford","spinning","","name-only","","",""
"Spinning Whirling Swirl","spinning-whirling-swirl","3 Observationally represented","A","stanford","spinning|whirl-swirl","","name-only","","",""
"Spinning XBD Rake","spinning-xbd-rake","3 Observationally represented","A","stanford","spinning|dragon-rake","","name-only","","",""
"Spinning Zulu Butterfly","spinning-zulu-butterfly","3 Observationally represented","A","stanford","spinning","","name-only","","",""
"Splicing Paradox Mirage","splicing-paradox-mirage","3 Observationally represented","A","stanford","paradox","","name-only","","",""
"Stepping Baroque","stepping-baroque","3 Observationally represented","A","stanford","stepping","","name-only","","",""
"Stepping Butterfly Reverse Swirl","stepping-butterfly-reverse-swirl","3 Observationally represented","A","stanford","stepping|whirl-swirl","","name-only","","",""
"Stepping Diving Mirage","stepping-diving-mirage","3 Observationally represented","A","stanford","stepping","","name-only","","",""
"Stepping Grifter","stepping-grifter","3 Observationally represented","A","stanford","stepping","","name-only","","",""
"Stepping Guay","stepping-guay","3 Observationally represented","A","stanford","stepping","","name-only","","",""
"Stepping Massacre","stepping-massacre","3 Observationally represented","A","stanford","stepping","","name-only","","",""
"Stepping Reverse Guay","stepping-reverse-guay","3 Observationally represented","A","stanford","stepping","","name-only","","",""
"Stepping Reverse Swirl","stepping-reverse-swirl","3 Observationally represented","A","stanford","stepping|whirl-swirl","","name-only","","",""
"Surging Butterfly Swirl","surging-butterfly-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Surging Ducking Torque","surging-ducking-torque","3 Observationally represented","A","stanford","ducking|blender-torque","","name-only","","",""
"Surging PS Whirling XBD Rake","surging-ps-whirling-xbd-rake","3 Observationally represented","A","stanford","whirl-swirl|dragon-rake","","name-only","","",""
"Swirling Butterfly","swirling-butterfly","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Swirling Paradox Mirage","swirling-paradox-mirage","3 Observationally represented","A","stanford","whirl-swirl|paradox","","name-only","","",""
"Swirling ss Mirage","swirling-ss-mirage","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Swirling Symposium Whirl","swirling-symposium-whirl","3 Observationally represented","A","stanford","symposium|whirl-swirl","","name-only","","",""
"Swirling Whirl","swirling-whirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Swirling Whirling Swirl","swirling-whirling-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Swirling XBD Rake","swirling-xbd-rake","3 Observationally represented","A","stanford","whirl-swirl|dragon-rake","","name-only","","",""
"Symposium Baroque","symposium-baroque","3 Observationally represented","A","stanford","symposium","","name-only","","",""
"Symposium Bubba","symposium-bubba","3 Observationally represented","A","stanford","symposium","","name-only","","",""
"Symposium Bubba Barfly","symposium-bubba-barfly","3 Observationally represented","A","stanford","symposium","","name-only","","",""
"Symposium Bubba Beater","symposium-bubba-beater","3 Observationally represented","A","stanford","symposium","","name-only","","",""
"Symposium Bubba Mirage","symposium-bubba-mirage","3 Observationally represented","A","stanford","symposium","","name-only","","",""
"Symposium Reverse Swirling Pickup","symposium-reverse-swirling-pickup","3 Observationally represented","A","stanford","symposium|whirl-swirl","","name-only","","",""
"Symposium Reverse Whirling XBD Rake","symposium-reverse-whirling-xbd-rake","3 Observationally represented","C","stanford","symposium|whirl-swirl|dragon-rake","","name-only","","",""
"Tapping DLO","tapping-dlo","3 Observationally represented","A","stanford","dlo-double-down","","name-only","","",""
"Toe Whirling Swirl","toe-whirling-swirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Twinspinning Illusion","twinspinning-illusion","3 Observationally represented","A","stanford","spinning|inspinning","","name-only","","",""
"Twinspinning Legover","twinspinning-legover","3 Observationally represented","A","stanford","spinning|inspinning","","name-only","","",""
"Twinspinning Pickup","twinspinning-pickup","3 Observationally represented","A","stanford","spinning|inspinning","","name-only","","",""
"Twisted PS Whirl","twisted-ps-whirl","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Twisted Torque","twisted-torque","3 Observationally represented","A","stanford","blender-torque","","name-only","","",""
"Warped DLO","warped-dlo","3 Observationally represented","A","stanford","dlo-double-down","","name-only","","",""
"Whirling Spitfire","whirling-spitfire","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Whirling ss Mirage","whirling-ss-mirage","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Whirling ss Pickup","whirling-ss-pickup","3 Observationally represented","A","stanford","whirl-swirl","","name-only","","",""
"Wonton ss Symposium Mirage","wonton-ss-symposium-mirage","3 Observationally represented","A","stanford","symposium","","name-only","","",""
"Zulu Eclipse","zulu-eclipse","3 Observationally represented","A","stanford","eclipse-hop-over","","name-only","","",""
"Zulu Paradox Drifter","zulu-paradox-drifter","3 Observationally represented","A","stanford","paradox","","name-only","","",""
"Zulu Paradox Mirage","zulu-paradox-mirage","3 Observationally represented","A","stanford","paradox","","name-only","","",""
"Zulu Paradox Whirl","zulu-paradox-whirl","3 Observationally represented","A","stanford","whirl-swirl|paradox","","name-only","","",""
"Zulu Symposium Mirage","zulu-symposium-mirage","3 Observationally represented","A","stanford","symposium","","name-only","","",""
