external_source,external_name,external_formula_or_description,external_add_if_known,ifpa_status,ifpa_slug_if_matched,ifpa_name_if_matched,ifpa_formula_if_matched,agreement_status,reason_not_covered,recommended_action,red_question_id_if_applicable,notes
footbagmoves,Grave Digger,Stepping Torque,5,covered_exact,grave-digger,grave digger,stepping ss torque,name_and_formula_agree,,no_action,,
footbagmoves,Gyro Barfly,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Gyro Blender,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Irish Spring,Neutron Drifter,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Jacknife,Stepping Diving Butterfly,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Janiwalker,Barraging Butterfly,5,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Joan,Sailing Gyro Pickup,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Juggernaut,Fairy Symposium Eggbeater,5,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Lawnmoir,Slicing Butterfly,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Legbreaker,Flailing Butterfly,5,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Lotus,Spinning Pdx Drifter,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Macon Bacon,Leaning Osis,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Majello,Pixie ss Dyno,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Matador,Nuclear Butterfly,5,covered_exact,matador,matador,nuclear butterfly | paradox atomic butterfly,name_and_formula_agree,,no_action,,
footbagmoves,Merlin,Miraging Symposium Mirage,5,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Mobius,Gyro Torque,5,covered_exact,mobius,mobius,gyro torque | spinning ss torque | spinning ss miraging op osis,name_and_formula_agree,,no_action,,
footbagmoves,Motion,Double Over Downing Osis,5,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Muerto,Fairy ss Torque,5,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Nobius,Surging ss Osis,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Nullwalk,Null Butterfly,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Ocean,Toe set os Double Over Downing Osis,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Original Barroque,Double Torque,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Pandemonium,Pixie Symposium Eggbeater,5,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Paradox Symposium Whirling Rake,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Paradox Whirling Rake,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Pdx Blender,,5,covered_alias,paradox-blender,paradox blender,paradox blender | paradox whirling op osis,name_diff_formula_agrees,,no_action,,
footbagmoves,Pdx Dada Curve,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Pdx Torque,,5,covered_alias,paradox-torque,paradox torque,paradox torque,name_diff_formula_agrees,,no_action,,
footbagmoves,Pdx Whirling Swirl,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Philibuster,Fusing Mirage,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Phoenix,Pixie Ducking Butterfly,5,covered_exact,phoenix,phoenix,pixie ducking butterfly,name_and_formula_agree,,no_action,,
footbagmoves,Pixie Quantum Butterfly,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Pixie Torque,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Pixie Torque (same side),,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Plasma,Quantum Double Over Down,5,covered_exact,plasma,plasma,quantum double over down,name_and_formula_agree,,no_action,,
footbagmoves,POD,Pixie ss Double Over Down,5,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
footbagmoves,Porque,Pixie Torque,5,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
footbagmoves,Predator,Atomic Double Legover,5,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,PS Whirl,,5,covered_alias,paradox-symposium-whirl,paradox symposium whirl,ps whirl,name_diff_formula_agrees,,no_action,,
footbagmoves,Quantanamera,Quantum Weaving Butterfly,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Railplant,Railing Legover,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Rasmus,Atomic Ducking Mirage,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Reactor,Atomic Whirl,5,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Ricochet,Toe set os Double Over Down Flapper,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Ripcurl,Stepping Butterfly Swirl,5,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Ripped Warrior,Stepping Ducking Far Butterfly,5,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Riptide,Stepping Far Butterfly Swirl,5,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Royall Assassin,Pixie Ducking Symposium Mirage,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Sabotage,Toe Flurry,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Saildown,Sailing ss Butterfly,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Scorpions Tail,Spinning Barfly,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Scorpions Toe Nail,Toe set Spinning Double Over Down,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Shaft,Clipper set ss Symposium Double Over Down,5,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Singularity,Symposium Whirling Flapper,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Smile,Smiling Far Butterfly,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Snowflake,Paradox Drifter XBD Rake,5,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Spanish Fly,Ducking Barfly,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Spikehammer,Blurry Ducking Mirage,5,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Spinal Tap,Tapping Torque,5,covered_exact,spinal-tap,spinal tap,,name_agrees_formula_differs,,no_action,,
footbagmoves,Spinning Butterfly Swirl,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Spinning Ducking Butterfly,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Spinning Ducking Osis,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Spinning Ducking Pdx Mirage,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Spinning Pdx DLO,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Spinning Pdx Whirl,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Spyro Gyro,Gyro Butterfly Swirl,5,covered_formula_equivalent,spyro-gyro,,gyro butterfly swirl,name_diff_formula_agrees,,no_action,,
footbagmoves,Stampede,Flailing ss Symposium Mirage,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Stepping Blender (same side),,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Stepping Ducking Butterfly (same side),,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Stepping Ducking Far Double Pickup,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Sumo,Nuclear Mirage,5,covered_exact,sumo,sumo,nuclear mirage,name_and_formula_agree,,no_action,,
footbagmoves,Sunilwalker,Barraging Butterfly (same side),5,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Superfly,Symposium Barfly,5,covered_exact,superfly,superfly,,name_agrees_formula_differs,,no_action,,
footbagmoves,Supernova,Spyro Nova,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Surge,Surging Paradox Mirage,5,covered_exact,surge,surge,surging paradox mirage,name_and_formula_agree,,no_action,,
footbagmoves,Swivel,Symposium Twirl,5,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Symposium Down Double Down,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Tapwater,Tapping Twirl,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Tobius,Toe set Gyro Torque,5,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Tomahawk,Ducking Paradox Whirl,5,covered_exact,tomahawk,tomahawk,ducking paradox whirl,name_and_formula_agree,,no_action,,
footbagmoves,Tornado,Twinspinning ss Mirage,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Torquescrew,Miraging Dyno,5,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Trixie,Triple Pixie,5,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Trochus,Atomic Flail,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Tutifruti,Frootie Legover,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Vertigo,Ducking Paradox Drifter,5,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
footbagmoves,Wentletrappe,Fyro Double Legover,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Whirlwalk,Blazing Paradox Whirl,5,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Whisk,Paradox Symposium Eggbeater,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Yoda,Pixie Quantum Butterfly,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Zulu Whirl,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Alex Zerbe is the greatest,Spyro Symple Drifter,4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Arcwalk,Arctic Butterfly,4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Assassin,Pixie Ducking Mirage,4,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Atomic Butterfly (same side),,4,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Atomic Osis,,4,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Atomic ss Osis,Tapping Osis,4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Barfly,Far Double Over Down,4,covered_exact,barfly,barfly,,name_agrees_formula_differs,,no_action,,
footbagmoves,Barfry,Nuclear ss Butterfly,4,covered_formula_equivalent,matador,matador,nuclear butterfly | paradox atomic butterfly,add_differs,,no_action,,
footbagmoves,Blaze,Blazing Mirage,4,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Blender,Whirling Osis,4,covered_exact,blender,blender,whirling osis,name_and_formula_agree,,no_action,,
footbagmoves,84,Wiggle Butterfly,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Aeon Flux,Nuclear Osis,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Amadeus,Gyro Dada Curve,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Arachnophobia,Stepping Diving Double Legover,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Atomic DLO,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Atomic Drifter,,5,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Avalanche,Stepping Ducking Pdx Illusion,5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Barroque,Barraging Osis,5,covered_alias,barraging-osis,barraging osis,,name_diff_formula_agrees,,no_action,,
footbagmoves,Bedwetter,Blurry Eggbeater,5,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Bigwalk,Surging Butterfly,5,covered_exact,bigwalk,bigwalk,surging butterfly,name_and_formula_agree,,no_action,,
footbagmoves,69,Nuclear Drifter,6,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Anoxia,Spinning Ducking Paradox Symposium Mirage,6,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Arch Nemesis,Barraging ss Double Double Down,6,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Atom Bomb,Flailing Symposium Mirage,6,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Big Apple,Gyro Symposium Torque,6,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Bill & Ted`s Bogus Journey,Flailing ss Symposium Double Legover,6,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Blurrage,Blurry Barrage,6,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Colossus,Spyro Diving Symposium Whirl,6,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Compound Fracture,Railing ss Double Legover,6,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Cristal,Quantum Ducking Whirl,6,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Alpine Big Apple,Gyro Ducking Symposium Torque,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Apocalypse,Pixie Miraging Symposium Miraging Legover,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Atomotion,Atomic Motion,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Big Papa Smurf,Surfing ss Blender,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Bill & Ted`s Excellent Adventure,Flailing ss Symposium Eggbeater,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Blue Widow,Pixie Spinning Paradox Symposium Whirl,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Blurry Chainsaw Massacre,Blurry Illusioning Paradox Symposium Eggbeater,7,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Chainsaw Massacre,Bubba Paradox Symposium Eggbeater,7,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Clown Face,Furious Eggbeater,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Cold Fusion,Nuclear Double Over Down,7,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Dorshanatrix,Railing Symposium Mirage,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Floatation,Floating Butterfly,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Flying Fish,Railing Ducking Mirage,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Gangsta Party,Spinning Ducking Paradox Blender,7,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
footbagmoves,Gauntlet,Blurry Ducking Torque,7,covered_exact,gauntlet,gauntlet,blurry ducking torque | stepping ducking paradox torque,name_and_formula_agree,,no_action,,
footbagmoves,Genesis,Furious Whirl,7,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Genuphobia,Fairy Spyro Symposium Torque,7,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Icarus,Atomic Ducking Torque,7,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
footbagmoves,Kyttyrä,Far Whirling Bent Symposium Swirling Osis,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Liquifier,Splicing ss Blender,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Margaritaville,Surging Paradox Blender,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Moirius,Spyro Symposium Torquescrew,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Montage,Spinning Ducking Paradox Symposium Whirl,7,covered_exact,montage,montage,spinning ducking paradox symposium whirl,name_and_formula_agree,,no_action,,
footbagmoves,Nebula,Furious Double Legover,7,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Nemesis Swirl,Barraging Barfly Swirl,7,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Odula,Blurry Zulu Blender,7,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Oh Wheely,Nuclear Nova,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Overlord,Pixie Spinning Paradox Blender,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Rage,Furious Symposium Mirage,7,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Rail Warrior,Railing Ducking Butterfly,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Redwetter,Shooting Eggbeater,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Sasquatch,Blurry Symposium Whirling XBD Rake,7,missing_needs_red,,,,ifpa_missing,Wave-2 operator vocabulary present (fairy/barraging/blurry),queue_post_red,,
footbagmoves,Stepping Ducking PS Whirl,,7,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Super Ego,Atomic Ducking Blender,7,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
footbagmoves,Superdeeduperfly,Spinning Ducking Symposium Double Over Down,7,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Swirlwind,Spinning Paradox Symposium Whirling Swirl,7,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Syberian Express,Stepping Ducking Far Motion,7,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Warp,Warping Mirage,7,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Your Mom,Atomic os Symposium Double Over Down,7,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Surging Ducking Paradox Torque,,8,missing_insufficient_evidence,,,,ifpa_missing,external source supplies no structural reading,curator_review,,
footbagmoves,Your Sister,Flailing ss Symposium Double Over Down,8,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Big Apple Sauce,Spinning Paradox Miraging Symposium Torque,9,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Carousel,Surging Ducking Paradox Symposium Whirling Rake,9,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Alpine Blurry Whirl,Stepping Whirl (op) (ducking),6,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Alpine Magellan,Pixie Legover (ss) (diving),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Alpine PLO,Pixie Legover (op) (ducking),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Alpine Paste,Pixie Pickup (op) (ducking),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Alpine Paste,Pixie Pickup (op) (ducking),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Alpine Pigbeater,Pixie Eggbeager (ducking) (op),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Alpine Smog,Pixie DLO (op) (ducking),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Alpine Smudge,Pixie Illusion (ducking) (op),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Assassin,Pixie Mirage (op) (ducking),4,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Assassin (ss),Pixie Mirage (ss) (diving),8,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Atomic Pickup,Atomic Pickup (op),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,BS Magellan,Pixie Legover (ss) (symp),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,BS Paste,Pixie Pickup (op) (symp),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Bladerunner,Atomic Eggbeater (op),5,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
footbagmoves,Blazing Butterfly,Whirling Butterfly (ss),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Blink,Swirling Toe (op) (rev),2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Blurry Drifter,Stepping Drifter (op),5,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Butterfly Swirl,Butterfly Swirl (ss),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,DDD,Double down (ss),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,DSO,Legover (double) (op),3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,DSO,Legover (double) (op),3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
footbagmoves,Diving Clipper,Diving Clipper (ss),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Diving Mirage,Mirage (diving) (ss),3,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Diving Osis,Osis (diving) (ss),4,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
footbagmoves,Diving Smudge,Pixie Illusion (diving) (ss),6,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
