region,fiber,launch,landing,landing_grade,landing_lat,dex1,dex2,atlas_coord,pair_kind,swap_partner,symbolic_formula,add,grammar_status,representation,name,notes
2-DEX,clipper:inside,clipper,inside,1,paired,S.IN.O,O.OUT.S,clip:inside/S.IN.O|O.OUT.S,off-diagonal(ordered-pair),clip:inside/O.OUT.S|S.IN.O,CLIP > SAME IN [DEX] > OP OUT [DEX] > SAME INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.IN.O,O.OUT.O,clip:inside/S.IN.O|O.OUT.O,off-diagonal(ordered-pair),clip:inside/O.OUT.O|S.IN.O,CLIP > SAME IN [DEX] > OP OUT [DEX] > OP INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.S,S.IN.S,clip:inside/S.OUT.S|S.IN.S,off-diagonal(ordered-pair),clip:inside/S.IN.S|S.OUT.S,CLIP > SAME OUT [DEX] > SAME IN [DEX] > SAME INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.S,S.IN.O,clip:inside/S.OUT.S|S.IN.O,off-diagonal(ordered-pair),clip:inside/S.IN.O|S.OUT.S,CLIP > SAME OUT [DEX] > SAME IN [DEX] > OP INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.S,S.OUT.S,clip:inside/S.OUT.S|S.OUT.S,diagonal(repeated-dex),clip:inside/S.OUT.S|S.OUT.S,CLIP > SAME OUT [DEX] > SAME OUT [DEX] > SAME INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.S,S.OUT.O,clip:inside/S.OUT.S|S.OUT.O,off-diagonal(ordered-pair),clip:inside/S.OUT.O|S.OUT.S,CLIP > SAME OUT [DEX] > SAME OUT [DEX] > OP INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.S,O.IN.S,clip:inside/S.OUT.S|O.IN.S,off-diagonal(ordered-pair),clip:inside/O.IN.S|S.OUT.S,CLIP > SAME OUT [DEX] > OP IN [DEX] > SAME INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.S,O.IN.O,clip:inside/S.OUT.S|O.IN.O,off-diagonal(ordered-pair),clip:inside/O.IN.O|S.OUT.S,CLIP > SAME OUT [DEX] > OP IN [DEX] > OP INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.S,O.OUT.S,clip:inside/S.OUT.S|O.OUT.S,off-diagonal(ordered-pair),clip:inside/O.OUT.S|S.OUT.S,CLIP > SAME OUT [DEX] > OP OUT [DEX] > SAME INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.S,O.OUT.O,clip:inside/S.OUT.S|O.OUT.O,off-diagonal(ordered-pair),clip:inside/O.OUT.O|S.OUT.S,CLIP > SAME OUT [DEX] > OP OUT [DEX] > OP INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.O,S.IN.S,clip:inside/S.OUT.O|S.IN.S,off-diagonal(ordered-pair),clip:inside/S.IN.S|S.OUT.O,CLIP > SAME OUT [DEX] > SAME IN [DEX] > SAME INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.O,S.IN.O,clip:inside/S.OUT.O|S.IN.O,off-diagonal(ordered-pair),clip:inside/S.IN.O|S.OUT.O,CLIP > SAME OUT [DEX] > SAME IN [DEX] > OP INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.O,S.OUT.S,clip:inside/S.OUT.O|S.OUT.S,off-diagonal(ordered-pair),clip:inside/S.OUT.S|S.OUT.O,CLIP > SAME OUT [DEX] > SAME OUT [DEX] > SAME INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.O,S.OUT.O,clip:inside/S.OUT.O|S.OUT.O,diagonal(repeated-dex),clip:inside/S.OUT.O|S.OUT.O,CLIP > SAME OUT [DEX] > SAME OUT [DEX] > OP INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.O,O.IN.S,clip:inside/S.OUT.O|O.IN.S,off-diagonal(ordered-pair),clip:inside/O.IN.S|S.OUT.O,CLIP > SAME OUT [DEX] > OP IN [DEX] > SAME INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.O,O.IN.O,clip:inside/S.OUT.O|O.IN.O,off-diagonal(ordered-pair),clip:inside/O.IN.O|S.OUT.O,CLIP > SAME OUT [DEX] > OP IN [DEX] > OP INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.O,O.OUT.S,clip:inside/S.OUT.O|O.OUT.S,off-diagonal(ordered-pair),clip:inside/O.OUT.S|S.OUT.O,CLIP > SAME OUT [DEX] > OP OUT [DEX] > SAME INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,S.OUT.O,O.OUT.O,clip:inside/S.OUT.O|O.OUT.O,off-diagonal(ordered-pair),clip:inside/O.OUT.O|S.OUT.O,CLIP > SAME OUT [DEX] > OP OUT [DEX] > OP INSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.S,S.IN.S,clip:inside/O.IN.S|S.IN.S,off-diagonal(ordered-pair),clip:inside/S.IN.S|O.IN.S,CLIP > OP IN [DEX] > SAME IN [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.S,S.IN.O,clip:inside/O.IN.S|S.IN.O,off-diagonal(ordered-pair),clip:inside/S.IN.O|O.IN.S,CLIP > OP IN [DEX] > SAME IN [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.S,S.OUT.S,clip:inside/O.IN.S|S.OUT.S,off-diagonal(ordered-pair),clip:inside/S.OUT.S|O.IN.S,CLIP > OP IN [DEX] > SAME OUT [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.S,S.OUT.O,clip:inside/O.IN.S|S.OUT.O,off-diagonal(ordered-pair),clip:inside/S.OUT.O|O.IN.S,CLIP > OP IN [DEX] > SAME OUT [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.S,O.IN.S,clip:inside/O.IN.S|O.IN.S,diagonal(repeated-dex),clip:inside/O.IN.S|O.IN.S,CLIP > OP IN [DEX] > OP IN [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.S,O.IN.O,clip:inside/O.IN.S|O.IN.O,off-diagonal(ordered-pair),clip:inside/O.IN.O|O.IN.S,CLIP > OP IN [DEX] > OP IN [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.S,O.OUT.S,clip:inside/O.IN.S|O.OUT.S,off-diagonal(ordered-pair),clip:inside/O.OUT.S|O.IN.S,CLIP > OP IN [DEX] > OP OUT [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.S,O.OUT.O,clip:inside/O.IN.S|O.OUT.O,off-diagonal(ordered-pair),clip:inside/O.OUT.O|O.IN.S,CLIP > OP IN [DEX] > OP OUT [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.O,S.IN.S,clip:inside/O.IN.O|S.IN.S,off-diagonal(ordered-pair),clip:inside/S.IN.S|O.IN.O,CLIP > OP IN [DEX] > SAME IN [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.O,S.IN.O,clip:inside/O.IN.O|S.IN.O,off-diagonal(ordered-pair),clip:inside/S.IN.O|O.IN.O,CLIP > OP IN [DEX] > SAME IN [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.O,S.OUT.S,clip:inside/O.IN.O|S.OUT.S,off-diagonal(ordered-pair),clip:inside/S.OUT.S|O.IN.O,CLIP > OP IN [DEX] > SAME OUT [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.O,S.OUT.O,clip:inside/O.IN.O|S.OUT.O,off-diagonal(ordered-pair),clip:inside/S.OUT.O|O.IN.O,CLIP > OP IN [DEX] > SAME OUT [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.O,O.IN.S,clip:inside/O.IN.O|O.IN.S,off-diagonal(ordered-pair),clip:inside/O.IN.S|O.IN.O,CLIP > OP IN [DEX] > OP IN [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.O,O.IN.O,clip:inside/O.IN.O|O.IN.O,diagonal(repeated-dex),clip:inside/O.IN.O|O.IN.O,CLIP > OP IN [DEX] > OP IN [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.O,O.OUT.S,clip:inside/O.IN.O|O.OUT.S,off-diagonal(ordered-pair),clip:inside/O.OUT.S|O.IN.O,CLIP > OP IN [DEX] > OP OUT [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.IN.O,O.OUT.O,clip:inside/O.IN.O|O.OUT.O,off-diagonal(ordered-pair),clip:inside/O.OUT.O|O.IN.O,CLIP > OP IN [DEX] > OP OUT [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.S,S.IN.S,clip:inside/O.OUT.S|S.IN.S,off-diagonal(ordered-pair),clip:inside/S.IN.S|O.OUT.S,CLIP > OP OUT [DEX] > SAME IN [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.S,S.IN.O,clip:inside/O.OUT.S|S.IN.O,off-diagonal(ordered-pair),clip:inside/S.IN.O|O.OUT.S,CLIP > OP OUT [DEX] > SAME IN [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.S,S.OUT.S,clip:inside/O.OUT.S|S.OUT.S,off-diagonal(ordered-pair),clip:inside/S.OUT.S|O.OUT.S,CLIP > OP OUT [DEX] > SAME OUT [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.S,S.OUT.O,clip:inside/O.OUT.S|S.OUT.O,off-diagonal(ordered-pair),clip:inside/S.OUT.O|O.OUT.S,CLIP > OP OUT [DEX] > SAME OUT [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.S,O.IN.S,clip:inside/O.OUT.S|O.IN.S,off-diagonal(ordered-pair),clip:inside/O.IN.S|O.OUT.S,CLIP > OP OUT [DEX] > OP IN [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.S,O.IN.O,clip:inside/O.OUT.S|O.IN.O,off-diagonal(ordered-pair),clip:inside/O.IN.O|O.OUT.S,CLIP > OP OUT [DEX] > OP IN [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.S,O.OUT.S,clip:inside/O.OUT.S|O.OUT.S,diagonal(repeated-dex),clip:inside/O.OUT.S|O.OUT.S,CLIP > OP OUT [DEX] > OP OUT [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.S,O.OUT.O,clip:inside/O.OUT.S|O.OUT.O,off-diagonal(ordered-pair),clip:inside/O.OUT.O|O.OUT.S,CLIP > OP OUT [DEX] > OP OUT [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.O,S.IN.S,clip:inside/O.OUT.O|S.IN.S,off-diagonal(ordered-pair),clip:inside/S.IN.S|O.OUT.O,CLIP > OP OUT [DEX] > SAME IN [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.O,S.IN.O,clip:inside/O.OUT.O|S.IN.O,off-diagonal(ordered-pair),clip:inside/S.IN.O|O.OUT.O,CLIP > OP OUT [DEX] > SAME IN [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.O,S.OUT.S,clip:inside/O.OUT.O|S.OUT.S,off-diagonal(ordered-pair),clip:inside/S.OUT.S|O.OUT.O,CLIP > OP OUT [DEX] > SAME OUT [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.O,S.OUT.O,clip:inside/O.OUT.O|S.OUT.O,off-diagonal(ordered-pair),clip:inside/S.OUT.O|O.OUT.O,CLIP > OP OUT [DEX] > SAME OUT [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.O,O.IN.S,clip:inside/O.OUT.O|O.IN.S,off-diagonal(ordered-pair),clip:inside/O.IN.S|O.OUT.O,CLIP > OP OUT [DEX] > OP IN [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.O,O.IN.O,clip:inside/O.OUT.O|O.IN.O,off-diagonal(ordered-pair),clip:inside/O.IN.O|O.OUT.O,CLIP > OP OUT [DEX] > OP IN [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.O,O.OUT.S,clip:inside/O.OUT.O|O.OUT.S,off-diagonal(ordered-pair),clip:inside/O.OUT.S|O.OUT.O,CLIP > OP OUT [DEX] > OP OUT [DEX] > SAME INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:inside,clipper,inside,1,paired,O.OUT.O,O.OUT.O,clip:inside/O.OUT.O|O.OUT.O,diagonal(repeated-dex),clip:inside/O.OUT.O|O.OUT.O,CLIP > OP OUT [DEX] > OP OUT [DEX] > OP INSIDE [DEL],3,valid,unnamed,,"two-dex path, threaded carriage, sequential reading"
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.S,S.IN.S,clip:outside/S.IN.S|S.IN.S,diagonal(repeated-dex),clip:outside/S.IN.S|S.IN.S,CLIP > SAME IN [DEX] > SAME IN [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.S,S.IN.O,clip:outside/S.IN.S|S.IN.O,off-diagonal(ordered-pair),clip:outside/S.IN.O|S.IN.S,CLIP > SAME IN [DEX] > SAME IN [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.S,S.OUT.S,clip:outside/S.IN.S|S.OUT.S,off-diagonal(ordered-pair),clip:outside/S.OUT.S|S.IN.S,CLIP > SAME IN [DEX] > SAME OUT [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.S,S.OUT.O,clip:outside/S.IN.S|S.OUT.O,off-diagonal(ordered-pair),clip:outside/S.OUT.O|S.IN.S,CLIP > SAME IN [DEX] > SAME OUT [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.S,O.IN.S,clip:outside/S.IN.S|O.IN.S,off-diagonal(ordered-pair),clip:outside/O.IN.S|S.IN.S,CLIP > SAME IN [DEX] > OP IN [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.S,O.IN.O,clip:outside/S.IN.S|O.IN.O,off-diagonal(ordered-pair),clip:outside/O.IN.O|S.IN.S,CLIP > SAME IN [DEX] > OP IN [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.S,O.OUT.S,clip:outside/S.IN.S|O.OUT.S,off-diagonal(ordered-pair),clip:outside/O.OUT.S|S.IN.S,CLIP > SAME IN [DEX] > OP OUT [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.S,O.OUT.O,clip:outside/S.IN.S|O.OUT.O,off-diagonal(ordered-pair),clip:outside/O.OUT.O|S.IN.S,CLIP > SAME IN [DEX] > OP OUT [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.O,S.IN.S,clip:outside/S.IN.O|S.IN.S,off-diagonal(ordered-pair),clip:outside/S.IN.S|S.IN.O,CLIP > SAME IN [DEX] > SAME IN [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.O,S.IN.O,clip:outside/S.IN.O|S.IN.O,diagonal(repeated-dex),clip:outside/S.IN.O|S.IN.O,CLIP > SAME IN [DEX] > SAME IN [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.O,S.OUT.S,clip:outside/S.IN.O|S.OUT.S,off-diagonal(ordered-pair),clip:outside/S.OUT.S|S.IN.O,CLIP > SAME IN [DEX] > SAME OUT [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.O,S.OUT.O,clip:outside/S.IN.O|S.OUT.O,off-diagonal(ordered-pair),clip:outside/S.OUT.O|S.IN.O,CLIP > SAME IN [DEX] > SAME OUT [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.O,O.IN.S,clip:outside/S.IN.O|O.IN.S,off-diagonal(ordered-pair),clip:outside/O.IN.S|S.IN.O,CLIP > SAME IN [DEX] > OP IN [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.O,O.IN.O,clip:outside/S.IN.O|O.IN.O,off-diagonal(ordered-pair),clip:outside/O.IN.O|S.IN.O,CLIP > SAME IN [DEX] > OP IN [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.O,O.OUT.S,clip:outside/S.IN.O|O.OUT.S,off-diagonal(ordered-pair),clip:outside/O.OUT.S|S.IN.O,CLIP > SAME IN [DEX] > OP OUT [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.IN.O,O.OUT.O,clip:outside/S.IN.O|O.OUT.O,off-diagonal(ordered-pair),clip:outside/O.OUT.O|S.IN.O,CLIP > SAME IN [DEX] > OP OUT [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.S,S.IN.S,clip:outside/S.OUT.S|S.IN.S,off-diagonal(ordered-pair),clip:outside/S.IN.S|S.OUT.S,CLIP > SAME OUT [DEX] > SAME IN [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.S,S.IN.O,clip:outside/S.OUT.S|S.IN.O,off-diagonal(ordered-pair),clip:outside/S.IN.O|S.OUT.S,CLIP > SAME OUT [DEX] > SAME IN [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.S,S.OUT.S,clip:outside/S.OUT.S|S.OUT.S,diagonal(repeated-dex),clip:outside/S.OUT.S|S.OUT.S,CLIP > SAME OUT [DEX] > SAME OUT [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.S,S.OUT.O,clip:outside/S.OUT.S|S.OUT.O,off-diagonal(ordered-pair),clip:outside/S.OUT.O|S.OUT.S,CLIP > SAME OUT [DEX] > SAME OUT [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.S,O.IN.S,clip:outside/S.OUT.S|O.IN.S,off-diagonal(ordered-pair),clip:outside/O.IN.S|S.OUT.S,CLIP > SAME OUT [DEX] > OP IN [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.S,O.IN.O,clip:outside/S.OUT.S|O.IN.O,off-diagonal(ordered-pair),clip:outside/O.IN.O|S.OUT.S,CLIP > SAME OUT [DEX] > OP IN [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.S,O.OUT.S,clip:outside/S.OUT.S|O.OUT.S,off-diagonal(ordered-pair),clip:outside/O.OUT.S|S.OUT.S,CLIP > SAME OUT [DEX] > OP OUT [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.S,O.OUT.O,clip:outside/S.OUT.S|O.OUT.O,off-diagonal(ordered-pair),clip:outside/O.OUT.O|S.OUT.S,CLIP > SAME OUT [DEX] > OP OUT [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.O,S.IN.S,clip:outside/S.OUT.O|S.IN.S,off-diagonal(ordered-pair),clip:outside/S.IN.S|S.OUT.O,CLIP > SAME OUT [DEX] > SAME IN [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.O,S.IN.O,clip:outside/S.OUT.O|S.IN.O,off-diagonal(ordered-pair),clip:outside/S.IN.O|S.OUT.O,CLIP > SAME OUT [DEX] > SAME IN [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.O,S.OUT.S,clip:outside/S.OUT.O|S.OUT.S,off-diagonal(ordered-pair),clip:outside/S.OUT.S|S.OUT.O,CLIP > SAME OUT [DEX] > SAME OUT [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.O,S.OUT.O,clip:outside/S.OUT.O|S.OUT.O,diagonal(repeated-dex),clip:outside/S.OUT.O|S.OUT.O,CLIP > SAME OUT [DEX] > SAME OUT [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.O,O.IN.S,clip:outside/S.OUT.O|O.IN.S,off-diagonal(ordered-pair),clip:outside/O.IN.S|S.OUT.O,CLIP > SAME OUT [DEX] > OP IN [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.O,O.IN.O,clip:outside/S.OUT.O|O.IN.O,off-diagonal(ordered-pair),clip:outside/O.IN.O|S.OUT.O,CLIP > SAME OUT [DEX] > OP IN [DEX] > OP OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
2-DEX,clipper:outside,clipper,outside,1,paired,S.OUT.O,O.OUT.S,clip:outside/S.OUT.O|O.OUT.S,off-diagonal(ordered-pair),clip:outside/O.OUT.S|S.OUT.O,CLIP > SAME OUT [DEX] > OP OUT [DEX] > SAME OUTSIDE [DEL],3,blocked,unnamed,,cross-body launch forecloses the SAME first-dex face (bag control)
