canonical_slug,source_slug,source_name,source_system,source_subsystem,source_record_id,publication_status,official_add,fm_formula_raw,fm_job_raw,fm_add_claim,fm_technical_name,fm_aliases_raw,fm_source_file,fborg_formula_raw,fborg_job_raw,fborg_add_claim,fborg_description_raw,fborg_source_file,passback_reading_raw,passback_add_claim,passback_uptime,passback_downtime,passback_dex_count,passback_alternate_names,stanford_symbolic,stanford_components,notation_primary,notation_primary_system,operational_notation,operational_notation_convention,add_formula_primary,add_formula_convention,source_add_claim,source_add_system,add_gap,parser_status,promotion_readiness,blocker_notes,curator_notes
legbreaker,legbreaker,Legbreaker,fm_symbolic_grammar,footbagmoves,sg__418__legbreaker,fm_grammar_observation,,Toe > (no plant while) Op Out (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),Toe > (no plant while) Op Out (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),5,Flailing Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > (no plant while) Op Out (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > (no plant while) Op Out (DEX)(BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
lotus,lotus,Lotus,fm_symbolic_grammar,footbagmoves,sg__419__lotus,first_class_ready,,Clip >> (back) Spin (BOD) >> Op In (DEX)(PDX) > Same Clip (XBD)(DEL),Clip >> (back) Spin (BOD) >> Op In (DEX)(PDX) > Same Clip (XBD)(DEL),5,Spinning Pdx Drifter,Void,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (back) Spin (BOD) >> Op In (DEX)(PDX) > Same Clip (XBD)(DEL),fm_set_arc,Clip >> (back) Spin (BOD) >> Op In (DEX)(PDX) > Same Clip (XBD)(DEL),fm_parens,spinning(+1) + paradox-drifter(4) --> 5 ADDs,fm_parens,5,fm_grammar_claim,,ok,,doctrine=settled,FB.org 5-ADD confirms 'Lotus' (source_adds=5; jobs='CLIP > (back) SPIN [BOD] > OP IN [PDX] [DEX] > SAME CLIP [XBD] [DEL]'); ingested 2026-05-21.
macon-bacon,macon-bacon,Macon Bacon,fm_symbolic_grammar,footbagmoves,sg__420__macon-bacon,fm_grammar_observation,,Clip > Op In (DEX) >> (front) Spin (BOD) >> (front) Spin (BOD) > Op Clip (XBD)(DEL),Clip > Op In (DEX) >> (front) Spin (BOD) >> (front) Spin (BOD) > Op Clip (XBD)(DEL),5,Leaning Osis,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) >> (front) Spin (BOD) >> (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Clip > Op In (DEX) >> (front) Spin (BOD) >> (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
majello,majello,Majello,fm_symbolic_grammar,footbagmoves,sg__421__majello,fm_grammar_observation,,Toe > Same In (DEX) >> Same Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),Toe > Same In (DEX) >> Same Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),5,Pixie ss Dyno,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) >> Same Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_set_arc,Toe > Same In (DEX) >> Same Back Whirl (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
matador,matador,Matador,fm_symbolic_grammar,footbagmoves,sg__422__matador,fm_grammar_observation,5,Clip > Same Out (DEX)(PDX) >> Op Out (DEX) > Op Clip (XBD)(DEL),Clip > Same Out (DEX)(PDX) >> Op Out (DEX) > Op Clip (XBD)(DEL),5,Nuclear Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Same Out (DEX)(PDX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip > Same Out (DEX)(PDX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,0,ok,,,
merlin,merlin,Merlin,fm_symbolic_grammar,footbagmoves,sg__423__merlin,fm_grammar_observation,,Toe >> Op In (DEX) > (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),Toe >> Op In (DEX) > (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),5,Miraging Symposium Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe >> Op In (DEX) > (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),fm_set_arc,Toe >> Op In (DEX) > (no plant while) Op In (DEX)(XDEX)(BOD) > Op Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
mobius,mobius,Mobius,fm_symbolic_grammar,footbagmoves,sg__424__mobius,observational,5,Clip >> (back) Spin (BOD) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),Clip >> (back) Spin (BOD) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),5,Gyro Torque,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (back) Spin (BOD) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> (back) Spin (BOD) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,gyro(+1) + torque(4) --> 5 ADDs,fm_parens,5,fm_grammar_claim,0,ok,,doctrine=hedged,FB.org 5-ADD confirms 'Mobius' (source_adds=5; jobs='CLIP > (BACK) SPIN [BOD] > SAME IN [DEX] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.
motion,motion,Motion,fm_symbolic_grammar,footbagmoves,sg__425__motion,fm_grammar_observation,,Toe >> Same Out (DEX) >> Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),Toe >> Same Out (DEX) >> Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),5,Double Over Downing Osis,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe >> Same Out (DEX) >> Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_set_arc,Toe >> Same Out (DEX) >> Same Out (DEX) > (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
muerto,muerto,Muerto,fm_symbolic_grammar,footbagmoves,sg__426__muerto,fm_grammar_observation,,Toe > Same Out (DEX) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),Toe > Same Out (DEX) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),5,Fairy ss Torque,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same Out (DEX) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Same Out (DEX) >> Same In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
nobius,nobius,Nobius,fm_symbolic_grammar,footbagmoves,sg__427__nobius,fm_grammar_observation,,Clip > (back) Spin (BOD) > Same In (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL),Clip > (back) Spin (BOD) > Same In (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL),5,Surging ss Osis,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > (back) Spin (BOD) > Same In (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_set_arc,Clip > (back) Spin (BOD) > Same In (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
nullwalk,nullwalk,Nullwalk,fm_symbolic_grammar,footbagmoves,sg__428__nullwalk,fm_grammar_observation,,Clip > Op In (DEX) > Same Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),Clip > Op In (DEX) > Same Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),5,Null Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) > Same Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip > Op In (DEX) > Same Out (DEX) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
ocean,ocean,Ocean,fm_symbolic_grammar,footbagmoves,sg__429__ocean,fm_grammar_observation,,Toe >> Op Out (DEX) > Same Out (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL),Toe >> Op Out (DEX) > Same Out (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL),5,Toe set os Double Over Downing Osis,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe >> Op Out (DEX) > Same Out (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_set_arc,Toe >> Op Out (DEX) > Same Out (DEX) >> (back) Spin (BOD) > Same Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
original-barroque,original-barroque,Original Barroque,fm_symbolic_grammar,footbagmoves,sg__430__original-barroque,fm_grammar_observation,,Clip >> Op In (DEX) > Same In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),Clip >> Op In (DEX) > Same In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),5,Double Torque,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> Op In (DEX) > Same In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> Op In (DEX) > Same In (DEX) > (back) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
pandemonium,pandemonium,Pandemonium,fm_symbolic_grammar,footbagmoves,sg__431__pandemonium,fm_grammar_observation,,Toe > Same In (DEX) >> (no plant while) Op Out (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL),Toe > Same In (DEX) >> (no plant while) Op Out (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL),5,Pixie Symposium Eggbeater,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) >> (no plant while) Op Out (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Toe > Same In (DEX) >> (no plant while) Op Out (DEX)(BOD) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
paradox-symposium-whirling-rake,paradox-symposium-whirling-rake,Paradox Symposium Whirling Rake,fm_symbolic_grammar,footbagmoves,sg__432__paradox-symposium-whirling-rake,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
paradox-whirling-rake,paradox-whirling-rake,Paradox Whirling Rake,fm_symbolic_grammar,footbagmoves,sg__433__paradox-whirling-rake,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
pdx-blender,pdx-blender,Pdx Blender,fm_symbolic_grammar,footbagmoves,sg__434__pdx-blender,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
pdx-dada-curve,pdx-dada-curve,Pdx Dada Curve,fm_symbolic_grammar,footbagmoves,sg__435__pdx-dada-curve,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
pdx-torque,pdx-torque,Pdx Torque,fm_symbolic_grammar,footbagmoves,sg__436__pdx-torque,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
pdx-whirling-swirl,pdx-whirling-swirl,Pdx Whirling Swirl,fm_symbolic_grammar,footbagmoves,sg__437__pdx-whirling-swirl,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
philibuster,philibuster,Philibuster,fm_symbolic_grammar,footbagmoves,sg__438__philibuster,fm_grammar_observation,,Toe > Same Out (DEX) > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),Toe > Same Out (DEX) > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),5,Fusing Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same Out (DEX) > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),fm_set_arc,Toe > Same Out (DEX) > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
phoenix,phoenix,Phoenix,fm_symbolic_grammar,footbagmoves,sg__439__phoenix,fm_grammar_observation,5,Toe > Same In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),Toe > Same In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),5,Pixie Ducking Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Same In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,0,ok,,,
pixie-quantum-butterfly,pixie-quantum-butterfly,Pixie Quantum Butterfly,fm_symbolic_grammar,footbagmoves,sg__440__pixie-quantum-butterfly,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
pixie-torque,pixie-torque,Pixie Torque,fm_symbolic_grammar,footbagmoves,sg__441__pixie-torque,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
pixie-torque-same-side,pixie-torque-same-side,Pixie Torque (same side),fm_symbolic_grammar,footbagmoves,sg__442__pixie-torque-same-side,fm_grammar_observation,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,fm:same-side-variant
plasma,plasma,Plasma,fm_symbolic_grammar,footbagmoves,sg__443__plasma,first_class_ready,5,Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),5,Quantum Double Over Down,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Op In (DEX) >> Op Out (DEX)(XDEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,quantum(+1) + double-over-down(4) --> 5 ADDs,fm_parens,5,fm_grammar_claim,0,ok,,doctrine=settled,add-delta:-1
pod,pod,POD,fm_symbolic_grammar,footbagmoves,sg__444__pod,fm_grammar_observation,,Toe > Same In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),Toe > Same In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),5,Pixie ss Double Over Down,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Same In (DEX) >> Same Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
porque,porque,Porque,fm_symbolic_grammar,footbagmoves,sg__445__porque,fm_grammar_observation,,Toe > Same In (DEX) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),Toe > Same In (DEX) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),5,Pixie Torque,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Same In (DEX) >> Op In (DEX) > (front) Spin (BOD) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
predator,predator,Predator,fm_symbolic_grammar,footbagmoves,sg__446__predator,fm_grammar_observation,4,Toe > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),Toe > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),5,Atomic Double Legover,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Toe > Op Out (DEX) >> Op In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_grammar_claim,1,ok,,,
ps-whirl,ps-whirl,PS Whirl,fm_symbolic_grammar,footbagmoves,sg__447__ps-whirl,first_class_ready,,,,5,,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,paradox(+1) + symposium(+1) + whirl(3) --> 5 ADDs,fm_parens,5,fm_grammar_claim,,source_has_no_notation,,doctrine=settled,FB.org 5-ADD confirms 'PS Whirl' (source_adds=5; jobs='CLIP (plant) > (no plant while) SAME IN [BOD] [PDX] [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21.
quantanamera,quantanamera,Quantanamera,fm_symbolic_grammar,footbagmoves,sg__448__quantanamera,fm_grammar_observation,,Toe > Op In (DEX) >> Duck (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),Toe > Op In (DEX) >> Duck (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),5,Quantum Weaving Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op In (DEX) >> Duck (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Op In (DEX) >> Duck (BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
railplant,railplant,Railplant,fm_symbolic_grammar,footbagmoves,sg__449__railplant,fm_grammar_observation,,Toe > (rooted) Same In (DEX)(BOD) > Op Out (DEX) >> Op Out (DEX) > Same Toe (DEL),Toe > (rooted) Same In (DEX)(BOD) > Op Out (DEX) >> Op Out (DEX) > Same Toe (DEL),5,Railing Legover,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > (rooted) Same In (DEX)(BOD) > Op Out (DEX) >> Op Out (DEX) > Same Toe (DEL),fm_set_arc,Toe > (rooted) Same In (DEX)(BOD) > Op Out (DEX) >> Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
rasmus,rasmus,Rasmus,fm_symbolic_grammar,footbagmoves,sg__450__rasmus,fm_grammar_observation,,Toe > Op Out (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Toe (DEL),Toe > Op Out (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Toe (DEL),5,Atomic Ducking Mirage,Skullsmasher,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op Out (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Toe (DEL),fm_set_arc,Toe > Op Out (DEX) >> Duck (BOD) >> Op In (DEX)(XDEX) > Op Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
reactor,reactor,Reactor,fm_symbolic_grammar,footbagmoves,sg__451__reactor,fm_grammar_observation,,Toe > Op Out (DEX) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL),Toe > Op Out (DEX) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL),5,Atomic Whirl,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Op Out (DEX) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Op Out (DEX) >> Op Front Whirl (DEX)(XDEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
ricochet,ricochet,Ricochet,fm_symbolic_grammar,footbagmoves,sg__452__ricochet,first_class_ready,,Toe >> Op Out (DEX) >> Same Out (DEX) > Op Flapper (XBD)(UNS)(DEL),Toe >> Op Out (DEX) >> Same Out (DEX) > Op Flapper (XBD)(UNS)(DEL),5,Toe set os Double Over Down Flapper,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe >> Op Out (DEX) >> Same Out (DEX) > Op Flapper (XBD)(UNS)(DEL),fm_set_arc,Toe >> Op Out (DEX) >> Same Out (DEX) > Op Flapper (XBD)(UNS)(DEL),fm_parens,dex(1) + dex(1) + flapper-stall(3) --> 5 ADDs,fm_parens,5,fm_grammar_claim,,ok,,doctrine=settled,add-delta:+1
ripcurl,ripcurl,Ripcurl,fm_symbolic_grammar,footbagmoves,sg__453__ripcurl,fm_grammar_observation,,Clip > Op In (DEX) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),Clip > Op In (DEX) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),5,Stepping Butterfly Swirl,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),fm_set_arc,Clip > Op In (DEX) >> Same Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
ripped-warrior,ripped-warrior,Ripped Warrior,fm_symbolic_grammar,footbagmoves,sg__454__ripped-warrior,fm_grammar_observation,,Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),5,Stepping Ducking Far Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip > Op In (DEX) >> Duck (BOD) >> Op Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
riptide,riptide,Riptide,fm_symbolic_grammar,footbagmoves,sg__455__riptide,fm_grammar_observation,,Clip > Op In (DEX) >> Op Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),Clip > Op In (DEX) >> Op Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),5,Stepping Far Butterfly Swirl,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip > Op In (DEX) >> Op Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),fm_set_arc,Clip > Op In (DEX) >> Op Out (DEX) > Op Back Swirl (DEX) > Same Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
royall-assassin,royall-assassin,Royall Assassin,fm_symbolic_grammar,footbagmoves,sg__456__royall-assassin,fm_grammar_observation,,Toe > Same In (DEX) >> Duck (BOD) >> (no plant while) Op In (DEX)(BOD) > Op Toe (DEL),Toe > Same In (DEX) >> Duck (BOD) >> (no plant while) Op In (DEX)(BOD) > Op Toe (DEL),5,Pixie Ducking Symposium Mirage,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) >> Duck (BOD) >> (no plant while) Op In (DEX)(BOD) > Op Toe (DEL),fm_set_arc,Toe > Same In (DEX) >> Duck (BOD) >> (no plant while) Op In (DEX)(BOD) > Op Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
sabotage,sabotage,Sabotage,fm_symbolic_grammar,footbagmoves,sg__457__sabotage,fm_grammar_observation,,Toe >> Op In (DEX) > Same In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),Toe >> Op In (DEX) > Same In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),5,Toe Flurry,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe >> Op In (DEX) > Same In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),fm_set_arc,Toe >> Op In (DEX) > Same In (DEX)(XDEX) > Op Out (DEX) > Same Toe (DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
saildown,saildown,Saildown,fm_symbolic_grammar,footbagmoves,sg__458__saildown,fm_grammar_observation,,Toe > Same In (DEX) > Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),Toe > Same In (DEX) > Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),5,Sailing ss Butterfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Toe > Same In (DEX) > Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Toe > Same In (DEX) > Op Out (DEX) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
scorpions-tail,scorpions-tail,Scorpions Tail,fm_symbolic_grammar,footbagmoves,sg__459__scorpions-tail,first_class_ready,,Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),5,Spinning Barfly,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> (back) Spin (BOD) >> Op Out (DEX) > Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,spinning(+1) + down-double-down(4) --> 5 ADDs,fm_parens,5,fm_grammar_claim,,ok,,doctrine=settled,"FB.org 5-ADD confirms ""Scorpion's Tail"" (source_adds=5; jobs='CLIP > (back) SPIN [bod] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
scorpions-toe-nail,scorpions-toe-nail,Scorpions Toe Nail,fm_symbolic_grammar,footbagmoves,sg__460__scorpions-toe-nail,fm_grammar_observation,,,,5,Toe set Spinning Double Over Down,,footbagmoves-5adds.txt,,,,,,,,,,,,,,,,,,,,5,fm_grammar_claim,,source_has_no_notation,,,
shaft,shaft,Shaft,fm_symbolic_grammar,footbagmoves,sg__461__shaft,fm_grammar_observation,,Clip >> (no plant while) Op Out (DEX)(BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),Clip >> (no plant while) Op Out (DEX)(BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),5,Clipper set ss Symposium Double Over Down,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (no plant while) Op Out (DEX)(BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_set_arc,Clip >> (no plant while) Op Out (DEX)(BOD) >> Same Out (DEX) > Op Clip (XBD)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,
singularity,singularity,Singularity,fm_symbolic_grammar,footbagmoves,sg__462__singularity,fm_grammar_observation,,Clip >> (no plant while) Op Front Whirl (DEX)(BOD) >> Op Flapper (XBD)(UNS)(DEL),Clip >> (no plant while) Op Front Whirl (DEX)(BOD) >> Op Flapper (XBD)(UNS)(DEL),5,Symposium Whirling Flapper,,footbagmoves-5adds.txt,,,,,,,,,,,,,,Clip >> (no plant while) Op Front Whirl (DEX)(BOD) >> Op Flapper (XBD)(UNS)(DEL),fm_set_arc,Clip >> (no plant while) Op Front Whirl (DEX)(BOD) >> Op Flapper (XBD)(UNS)(DEL),fm_parens,,,5,fm_grammar_claim,,ok,,,add-delta:+1
