"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes"
"Double Over Downing Osis","double-over-downing-osis","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Double Pixie","double-pixie","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Double Reverse Swirl","double-reverse-swirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Double Swirl","double-swirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Double Swirl Dragon","double-swirl-dragon","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Double Torque","double-torque","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Double Twirl","double-twirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Double Whirl","double-whirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Dragon set Stepping op Firewalk","dragon-set-stepping-op-firewalk","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Drifter (same-side)","drifter-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Drifter Swirl","drifter-swirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Ducking Double Legover","ducking-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Ducking Paradox Blender","ducking-paradox-blender","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Ducking Paradox Drifter","ducking-paradox-drifter","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Ducking Paradox Symposium Whirl","ducking-paradox-symposium-whirl","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Ducking Paradox Whirl","ducking-paradox-whirl","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Dyno (far)","dyno-far","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Dyno (same side)","dyno-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Ego / Tamboura","ego-tamboura","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Blender","fairy-blender","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Crossbody Rake","fairy-crossbody-rake","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Diving Butterfly","fairy-diving-butterfly","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Double Legover","fairy-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Ducking Blender","fairy-ducking-blender","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Ducking Mirage","fairy-ducking-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Ducking Torque","fairy-ducking-torque","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Flail","fairy-flail","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Legover (same side)","fairy-legover-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Osis","fairy-osis","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Pickup (same side)","fairy-pickup-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Spinning Double Over Down","fairy-spinning-double-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Spyro Symposium Torque","fairy-spyro-symposium-torque","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy ss Butterfly","fairy-ss-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy ss Double Legover","fairy-ss-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy ss Drifter","fairy-ss-drifter","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy ss Eggbeater","fairy-ss-eggbeater","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy ss Torque","fairy-ss-torque","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Symposium Eggbeater","fairy-symposium-eggbeater","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Symposium Mirage (same side)","fairy-symposium-mirage-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fairy Whirl (same side)","fairy-whirl-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Far Double Over Down","far-double-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Far Double Switchover","far-double-switchover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Far Triple Over Down","far-triple-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Far Whirling Bent Symposium Swirling Osis","far-whirling-bent-symposium-swirling-osis","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Ferocious / Flow","ferocious-flow","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Flailing Butterfly","flailing-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Flailing ss Symposium Double Legover","flailing-ss-symposium-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Flailing ss Symposium Double Over Down","flailing-ss-symposium-double-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Flailing ss Symposium Eggbeater","flailing-ss-symposium-eggbeater","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Flailing ss Symposium Mirage","flailing-ss-symposium-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Flailing Symposium Mirage","flailing-symposium-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Flaming Tard / Wet Dream","flaming-tard-wet-dream","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Flaring Butterfly","flaring-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Floating Butterfly","floating-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Flurry (toe set)","flurry-toe-set","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Frantic Butterfly","frantic-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Frantic Mirage","frantic-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Frootie Illusion","frootie-illusion","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Frootie Legover","frootie-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Frootie Mirage","frootie-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Frozen Butterfly","frozen-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Furious Double Legover","furious-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Furious Eggbeater","furious-eggbeater","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Furious Illusion","furious-illusion","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Furious Mirage","furious-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Furious Symposium Mirage","furious-symposium-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Furious Whirl","furious-whirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fusing Mirage","fusing-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fyro Double Legover","fyro-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fyro Mirage","fyro-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Fyro Torque","fyro-torque","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Grifter (same side)","grifter-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Guillotine / Cower","guillotine-cower","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Gyro Butterfly Swirl","gyro-butterfly-swirl","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Gyro Dada Curve","gyro-dada-curve","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Gyro Double Over Down","gyro-double-over-down","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Gyro Drifter","gyro-drifter","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Gyro Ducking Symposium Torque","gyro-ducking-symposium-torque","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Gyro Eggbeater","gyro-eggbeater","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Gyro Flurry","gyro-flurry","1 Published Canonical","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Gyro Legover","gyro-legover","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Gyro Pickup","gyro-pickup","1 Published Canonical","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Gyro Symposium Torque","gyro-symposium-torque","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Gyro Torque","gyro-torque","3 Observationally represented","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Gyro Torquescrew","gyro-torquescrew","3 Observationally represented","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"High Plains Drifter / Barrifter","high-plains-drifter-barrifter","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Hopover Swirl Dragon","hopover-swirl-dragon","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Illusioning Legover","illusioning-legover","3 Observationally represented","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Inspinning Legover","inspinning-legover","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Johny Quest / Neutron Smasher","johny-quest-neutron-smasher","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Jolimont ss Mirage","jolimont-ss-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Leaning Osis","leaning-osis","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Leaning ss Mirage","leaning-ss-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Leaning Torque","leaning-torque","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Leviathan / Christina Aguilera","leviathan-christina-aguilera","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Lotus / Void","lotus-void","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Miraging Clipper","miraging-clipper","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Miraging Dragon","miraging-dragon","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Miraging Dyno","miraging-dyno","1 Published Canonical","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Miraging Osis","miraging-osis","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Miraging Symple Butterfly","miraging-symple-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Miraging Symposium Double Over Down","miraging-symposium-double-over-down","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Miraging Symposium Mirage","miraging-symposium-mirage","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Neutron Double Legover","neutron-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Neutron Drifter","neutron-drifter","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Neutron Mirage","neutron-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Neutron Smasher / Johny Quest","neutron-smasher-johny-quest","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Neutron Torque","neutron-torque","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear Butterfly","nuclear-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear Double Legover","nuclear-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear Double Over Down","nuclear-double-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear Drifter","nuclear-drifter","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear Ducking Mirage","nuclear-ducking-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear Illusion (same side)","nuclear-illusion-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear Legover (same side)","nuclear-legover-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear Mirage (same side)","nuclear-mirage-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear Nova","nuclear-nova","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear Osis","nuclear-osis","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear Pickup (same side)","nuclear-pickup-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear ss Butterfly","nuclear-ss-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear ss Dyno","nuclear-ss-dyno","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Nuclear ss Whirl","nuclear-ss-whirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Null Butterfly","null-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Osis (far)","osis-far","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Osis (same side)","osis-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Paradox Drifter XBD Rake","paradox-drifter-xbd-rake","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Paradox Grifter","paradox-grifter","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Paradox Merlin","paradox-merlin","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Paradox Symposium Eggbeater","paradox-symposium-eggbeater","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Paradox Toxic","paradox-toxic","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Phasing ss Dyno","phasing-ss-dyno","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Phasing ss Mirage","phasing-ss-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Phasing ss Swirl","phasing-ss-swirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Butterfly","pixie-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Butterfly (same side)","pixie-butterfly-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Diving Butterfly","pixie-diving-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Double Legover","pixie-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Ducking Butterfly","pixie-ducking-butterfly","3 Observationally represented","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Pixie Ducking Double Legover","pixie-ducking-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Ducking Spinning Toe","pixie-ducking-spinning-toe","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Ducking Symposium Mirage","pixie-ducking-symposium-mirage","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Flail","pixie-flail","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Gyro Double Legover","pixie-gyro-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Legover (same side)","pixie-legover-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Miraging Symposium Miraging Legover","pixie-miraging-symposium-miraging-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Pickup (same side)","pixie-pickup-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Quantum Double Over Down Swirl","pixie-quantum-double-over-down-swirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Spinning Double Over Down","pixie-spinning-double-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Spinning Paradox Blender","pixie-spinning-paradox-blender","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Spinning Paradox Symposium Whirl","pixie-spinning-paradox-symposium-whirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Spinning Paradox Whirl","pixie-spinning-paradox-whirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie ss Double Over Down","pixie-ss-double-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie ss Drifter","pixie-ss-drifter","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie ss Dyno","pixie-ss-dyno","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie ss Original Tap","pixie-ss-original-tap","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie ss Osis","pixie-ss-osis","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Symposium Eggbeater","pixie-symposium-eggbeater","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Symposium Illusion (same side)","pixie-symposium-illusion-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Symposium Mirage (same side)","pixie-symposium-mirage-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Symposium Whirling Swirl","pixie-symposium-whirling-swirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Torque (same side)","pixie-torque-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Whirl (same side)","pixie-whirl-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pixie Wonton Butterfly","pixie-wonton-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Pyro Torque","pyro-torque","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Quantum Blender","quantum-blender","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Quantum Double Over Down","quantum-double-over-down","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Quantum Ducking Whirl","quantum-ducking-whirl","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Quantum Eggbeater","quantum-eggbeater","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Quantum Gyro Mirage","quantum-gyro-mirage","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Quantum Illusion (same side)","quantum-illusion-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Quantum Legover (same side)","quantum-legover-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Quantum Mirage (same side)","quantum-mirage-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Quantum Symposium Mirage","quantum-symposium-mirage","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Quantum Torque","quantum-torque","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Quantum Weaving Butterfly","quantum-weaving-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Railing Butterfly","railing-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Railing Ducking Butterfly","railing-ducking-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Railing Ducking Legover","railing-ducking-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Railing Ducking Mirage","railing-ducking-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Railing Illusion","railing-illusion","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Railing Legover","railing-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Railing Mirage","railing-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Railing ss Butterfly","railing-ss-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Railing ss Double Legover","railing-ss-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Railing Symposium Mirage","railing-symposium-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Rasmus / Skullsmasher","rasmus-skullsmasher","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Reverse Blender","reverse-blender","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Reverse Swirl Dragon","reverse-swirl-dragon","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Reverse Swirling Pickup","reverse-swirling-pickup","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Reverse Torque","reverse-torque","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Reverse Whirl (same side)","reverse-whirl-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Sailing Butterfly","sailing-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Sailing Gyro Pickup","sailing-gyro-pickup","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Sailing Mirage","sailing-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Sailing ss Butterfly","sailing-ss-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Sailing ss Double Legover","sailing-ss-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Sailing Whirl","sailing-whirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Sasquatch / Warlock","sasquatch-warlock","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Shooting Eggbeater","shooting-eggbeater","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Shooting Gyro Mirage","shooting-gyro-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Slapping Butterfly","slapping-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Slapping Mirage","slapping-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Slapping Osis","slapping-osis","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Slicing Butterfly","slicing-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Smiling Far Butterfly","smiling-far-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Barfly","spinning-barfly","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Ducking Paradox Blender","spinning-ducking-paradox-blender","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Ducking Paradox Drifter","spinning-ducking-paradox-drifter","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Ducking Paradox Symposium Mirage","spinning-ducking-paradox-symposium-mirage","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Ducking Paradox Symposium Whirl","spinning-ducking-paradox-symposium-whirl","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Ducking Paradox Whirl","spinning-ducking-paradox-whirl","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Ducking Symposium Double Over Down","spinning-ducking-symposium-double-over-down","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Legover","spinning-legover","1 Published Canonical","","footbagmoves|passback","2","","False","","","","","","","","","","",""
"Spinning Motion","spinning-motion","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Paradox Miraging Symposium Torque","spinning-paradox-miraging-symposium-torque","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Paradox Symposium Whirl","spinning-paradox-symposium-whirl","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Paradox Symposium Whirling Swirl","spinning-paradox-symposium-whirling-swirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Paradox Torque","spinning-paradox-torque","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Pdx Drifter","spinning-pdx-drifter","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Spinning Symposium Double Over Down","spinning-symposium-double-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Splicing ss Blender","splicing-ss-blender","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Spyro Diving Symposium Whirl","spyro-diving-symposium-whirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Spyro Nova","spyro-nova","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Spyro Symple Drifter","spyro-symple-drifter","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Spyro Symposium Mirage","spyro-symposium-mirage","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Spyro Symposium Torquescrew","spyro-symposium-torquescrew","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Barfly","stepping-barfly","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Butterfly (same side)","stepping-butterfly-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Butterfly Swirl","stepping-butterfly-swirl","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Diving Butterfly","stepping-diving-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Diving Double Legover","stepping-diving-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Double Legover","stepping-double-legover","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Double Over Down","stepping-double-over-down","1 Published Canonical","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Drifter (same side)","stepping-drifter-same-side","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Ducking Far Butterfly","stepping-ducking-far-butterfly","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Ducking Far Butterfly Swirl","stepping-ducking-far-butterfly-swirl","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Ducking Far Double Over Down","stepping-ducking-far-double-over-down","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Ducking Far Motion","stepping-ducking-far-motion","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
"Stepping Ducking Pdx Illusion","stepping-ducking-pdx-illusion","3 Observationally represented","","footbagmoves","1","","False","","","","","","","","","","",""
