dimension,base_formula,symbolic_formula,status,failure_class,reason
rotation,CLIP > OP OUT [DEX] > SAME SHOULDER [DEL],CLIP > OP OUT [DEX:swirl] > SAME SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP SHOULDER [DEL],CLIP > OP OUT [DEX:whirl] > OP SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP SHOULDER [DEL],CLIP > OP OUT [DEX:swirl] > OP SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > HEAD [DEL],CLIP > OP IN [DEX:whirl] > HEAD [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > HEAD [DEL],CLIP > OP IN [DEX:swirl] > HEAD [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > HEAD [DEL],CLIP > OP OUT [DEX:whirl] > HEAD [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > HEAD [DEL],CLIP > OP OUT [DEX:swirl] > HEAD [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > FOREHEAD [DEL],CLIP > OP IN [DEX:whirl] > FOREHEAD [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > FOREHEAD [DEL],CLIP > OP IN [DEX:swirl] > FOREHEAD [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > FOREHEAD [DEL],CLIP > OP OUT [DEX:whirl] > FOREHEAD [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > FOREHEAD [DEL],CLIP > OP OUT [DEX:swirl] > FOREHEAD [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > NECK [DEL],CLIP > OP IN [DEX:whirl] > NECK [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > NECK [DEL],CLIP > OP IN [DEX:swirl] > NECK [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > NECK [DEL],CLIP > OP OUT [DEX:whirl] > NECK [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > NECK [DEL],CLIP > OP OUT [DEX:swirl] > NECK [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME CLIPPER [XBD] [DEL],CLIP > OP IN [DEX:whirl] > SAME CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME CLIPPER [XBD] [DEL],CLIP > OP IN [DEX:swirl] > SAME CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP CLIPPER [XBD] [DEL],CLIP > OP IN [DEX:whirl] > OP CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP CLIPPER [XBD] [DEL],CLIP > OP IN [DEX:swirl] > OP CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME CLIPPER [XBD] [DEL],CLIP > OP OUT [DEX:whirl] > SAME CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME CLIPPER [XBD] [DEL],CLIP > OP OUT [DEX:swirl] > SAME CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP CLIPPER [XBD] [DEL],CLIP > OP OUT [DEX:whirl] > OP CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP CLIPPER [XBD] [DEL],CLIP > OP OUT [DEX:swirl] > OP CLIPPER [XBD] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME HEEL [UNS] [DEL],CLIP > OP IN [DEX:whirl] > SAME HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME HEEL [UNS] [DEL],CLIP > OP IN [DEX:swirl] > SAME HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP HEEL [UNS] [DEL],CLIP > OP IN [DEX:whirl] > OP HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP HEEL [UNS] [DEL],CLIP > OP IN [DEX:swirl] > OP HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME HEEL [UNS] [DEL],CLIP > OP OUT [DEX:whirl] > SAME HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME HEEL [UNS] [DEL],CLIP > OP OUT [DEX:swirl] > SAME HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP HEEL [UNS] [DEL],CLIP > OP OUT [DEX:whirl] > OP HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP HEEL [UNS] [DEL],CLIP > OP OUT [DEX:swirl] > OP HEEL [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME SOLE [UNS] [DEL],CLIP > OP IN [DEX:whirl] > SAME SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > SAME SOLE [UNS] [DEL],CLIP > OP IN [DEX:swirl] > SAME SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP SOLE [UNS] [DEL],CLIP > OP IN [DEX:whirl] > OP SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > OP SOLE [UNS] [DEL],CLIP > OP IN [DEX:swirl] > OP SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME SOLE [UNS] [DEL],CLIP > OP OUT [DEX:whirl] > SAME SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > SAME SOLE [UNS] [DEL],CLIP > OP OUT [DEX:swirl] > SAME SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP SOLE [UNS] [DEL],CLIP > OP OUT [DEX:whirl] > OP SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > OP SOLE [UNS] [DEL],CLIP > OP OUT [DEX:swirl] > OP SOLE [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > CLOUD [UNS] [DEL],CLIP > OP IN [DEX:whirl] > CLOUD [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP IN [DEX] > CLOUD [UNS] [DEL],CLIP > OP IN [DEX:swirl] > CLOUD [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > CLOUD [UNS] [DEL],CLIP > OP OUT [DEX:whirl] > CLOUD [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,CLIP > OP OUT [DEX] > CLOUD [UNS] [DEL],CLIP > OP OUT [DEX:swirl] > CLOUD [UNS] [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > SAME IN [DEX] > SAME INSIDE [DEL],INSIDE > SAME IN [DEX:whirl] > SAME INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > SAME IN [DEX] > SAME INSIDE [DEL],INSIDE > SAME IN [DEX:swirl] > SAME INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > SAME IN [DEX] > OP INSIDE [DEL],INSIDE > SAME IN [DEX:whirl] > OP INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > SAME IN [DEX] > OP INSIDE [DEL],INSIDE > SAME IN [DEX:swirl] > OP INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > SAME OUT [DEX] > SAME INSIDE [DEL],INSIDE > SAME OUT [DEX:whirl] > SAME INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > SAME OUT [DEX] > SAME INSIDE [DEL],INSIDE > SAME OUT [DEX:swirl] > SAME INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > SAME OUT [DEX] > OP INSIDE [DEL],INSIDE > SAME OUT [DEX:whirl] > OP INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > SAME OUT [DEX] > OP INSIDE [DEL],INSIDE > SAME OUT [DEX:swirl] > OP INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > OP IN [DEX] > SAME INSIDE [DEL],INSIDE > OP IN [DEX:whirl] > SAME INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > OP IN [DEX] > SAME INSIDE [DEL],INSIDE > OP IN [DEX:swirl] > SAME INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > OP IN [DEX] > OP INSIDE [DEL],INSIDE > OP IN [DEX:whirl] > OP INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > OP IN [DEX] > OP INSIDE [DEL],INSIDE > OP IN [DEX:swirl] > OP INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > OP OUT [DEX] > SAME INSIDE [DEL],INSIDE > OP OUT [DEX:whirl] > SAME INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > OP OUT [DEX] > SAME INSIDE [DEL],INSIDE > OP OUT [DEX:swirl] > SAME INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > OP OUT [DEX] > OP INSIDE [DEL],INSIDE > OP OUT [DEX:whirl] > OP INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,INSIDE > OP OUT [DEX] > OP INSIDE [DEL],INSIDE > OP OUT [DEX:swirl] > OP INSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > SAME IN [DEX] > SAME OUTSIDE [DEL],OUTSIDE > SAME IN [DEX:whirl] > SAME OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > SAME IN [DEX] > SAME OUTSIDE [DEL],OUTSIDE > SAME IN [DEX:swirl] > SAME OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > SAME IN [DEX] > OP OUTSIDE [DEL],OUTSIDE > SAME IN [DEX:whirl] > OP OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > SAME IN [DEX] > OP OUTSIDE [DEL],OUTSIDE > SAME IN [DEX:swirl] > OP OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > SAME OUT [DEX] > SAME OUTSIDE [DEL],OUTSIDE > SAME OUT [DEX:whirl] > SAME OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > SAME OUT [DEX] > SAME OUTSIDE [DEL],OUTSIDE > SAME OUT [DEX:swirl] > SAME OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > SAME OUT [DEX] > OP OUTSIDE [DEL],OUTSIDE > SAME OUT [DEX:whirl] > OP OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > SAME OUT [DEX] > OP OUTSIDE [DEL],OUTSIDE > SAME OUT [DEX:swirl] > OP OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > OP IN [DEX] > SAME OUTSIDE [DEL],OUTSIDE > OP IN [DEX:whirl] > SAME OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > OP IN [DEX] > SAME OUTSIDE [DEL],OUTSIDE > OP IN [DEX:swirl] > SAME OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > OP IN [DEX] > OP OUTSIDE [DEL],OUTSIDE > OP IN [DEX:whirl] > OP OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > OP IN [DEX] > OP OUTSIDE [DEL],OUTSIDE > OP IN [DEX:swirl] > OP OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > OP OUT [DEX] > SAME OUTSIDE [DEL],OUTSIDE > OP OUT [DEX:whirl] > SAME OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > OP OUT [DEX] > SAME OUTSIDE [DEL],OUTSIDE > OP OUT [DEX:swirl] > SAME OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > OP OUT [DEX] > OP OUTSIDE [DEL],OUTSIDE > OP OUT [DEX:whirl] > OP OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,OUTSIDE > OP OUT [DEX] > OP OUTSIDE [DEL],OUTSIDE > OP OUT [DEX:swirl] > OP OUTSIDE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > SAME IN [DEX] > SAME KNEE [DEL],KNEE > SAME IN [DEX:whirl] > SAME KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > SAME IN [DEX] > SAME KNEE [DEL],KNEE > SAME IN [DEX:swirl] > SAME KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > SAME IN [DEX] > OP KNEE [DEL],KNEE > SAME IN [DEX:whirl] > OP KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > SAME IN [DEX] > OP KNEE [DEL],KNEE > SAME IN [DEX:swirl] > OP KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > SAME OUT [DEX] > SAME KNEE [DEL],KNEE > SAME OUT [DEX:whirl] > SAME KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > SAME OUT [DEX] > SAME KNEE [DEL],KNEE > SAME OUT [DEX:swirl] > SAME KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > SAME OUT [DEX] > OP KNEE [DEL],KNEE > SAME OUT [DEX:whirl] > OP KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > SAME OUT [DEX] > OP KNEE [DEL],KNEE > SAME OUT [DEX:swirl] > OP KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > OP IN [DEX] > SAME KNEE [DEL],KNEE > OP IN [DEX:whirl] > SAME KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > OP IN [DEX] > SAME KNEE [DEL],KNEE > OP IN [DEX:swirl] > SAME KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > OP IN [DEX] > OP KNEE [DEL],KNEE > OP IN [DEX:whirl] > OP KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > OP IN [DEX] > OP KNEE [DEL],KNEE > OP IN [DEX:swirl] > OP KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > OP OUT [DEX] > SAME KNEE [DEL],KNEE > OP OUT [DEX:whirl] > SAME KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > OP OUT [DEX] > SAME KNEE [DEL],KNEE > OP OUT [DEX:swirl] > SAME KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > OP OUT [DEX] > OP KNEE [DEL],KNEE > OP OUT [DEX:whirl] > OP KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,KNEE > OP OUT [DEX] > OP KNEE [DEL],KNEE > OP OUT [DEX:swirl] > OP KNEE [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > SAME IN [DEX] > SAME SHOULDER [DEL],SHOULDER > SAME IN [DEX:whirl] > SAME SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > SAME IN [DEX] > SAME SHOULDER [DEL],SHOULDER > SAME IN [DEX:swirl] > SAME SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > SAME IN [DEX] > OP SHOULDER [DEL],SHOULDER > SAME IN [DEX:whirl] > OP SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > SAME IN [DEX] > OP SHOULDER [DEL],SHOULDER > SAME IN [DEX:swirl] > OP SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
rotation,SHOULDER > SAME OUT [DEX] > SAME SHOULDER [DEL],SHOULDER > SAME OUT [DEX:whirl] > SAME SHOULDER [DEL],failure,unresolved-grading,"rotational dex grade unpinned: grade-neutral -> ADD unchanged, grade-raising -> +1 (grade 3 on a cross-body landing); the grammar cannot score it"
