source,move_name,technical_name,token_count,modifier_count,positional_count,quantifier_count,terminal_token,terminal_class,has_temporal_flag,has_q4_blocked_token,has_operational_leak,source_adds,derived_adds
passback_augment,Creature,(downtime) Miraging Symp. Illusion,3,2,0,0,Illusion,base_or_unknown,yes,no,no,2,
passback_augment,DATW/Double ATW,double-dex ATW,2,0,0,1,ATW,base_or_unknown,no,no,no,2,
passback_augment,DDD/Down Double Down,Clipper near Double Down,4,1,1,1,Down,base_or_unknown,no,no,no,2,
passback_augment,"DLO (""dee-ell-oh"")",(downtime) Miraging far Legover,3,2,1,0,Legover,base_or_unknown,yes,no,no,2,
passback_augment,DOD/Double Over Down,Toe near Double Down,4,1,1,1,Down,base_or_unknown,no,no,no,2,
passback_augment,Delusion,double-dex Illusion,2,0,0,1,Illusion,base_or_unknown,no,no,no,2,
passback_augment,Dimmier,Pixie near Double Down,4,2,1,1,Down,base_or_unknown,no,no,no,3,
passback_augment,Dimmiest,Pixie far Double Down,4,2,1,1,Down,base_or_unknown,no,no,no,3,
passback_augment,Double Down,double-dex Butterfly,2,0,0,1,Butterfly,base_or_unknown,no,no,no,2,
passback_augment,Dragon,Xbd Outside Stall,3,0,0,0,Stall,base_or_unknown,no,no,no,,
passback_augment,Dyno,(downtime) Whipping Osis,2,0,0,0,Osis,base_or_unknown,yes,no,no,1,
passback_augment,Fairy (archaic),Midtime Toe near Illusion,4,2,1,0,Illusion,base_or_unknown,no,no,no,,
passback_augment,Flare,Symp. Whirling far Mirage,4,3,1,0,Mirage,base_or_unknown,no,no,no,2,
passback_augment,Flip side,flip,1,0,0,0,flip,base_or_unknown,no,no,no,,
passback_augment,"GDLO (""gee-dee-ell-oh"")",Gyro DLO,2,1,0,0,DLO,base_or_unknown,no,yes,no,2,
passback_augment,GYBAS/Grab Your Balls and Squeeze,Stepping far Dyno,3,2,1,0,Dyno,base_or_unknown,no,no,no,2,
passback_augment,Ghost,Whirling Rake,2,1,0,0,Rake,base_or_unknown,no,no,no,,
passback_augment,Gravedigger,Stepping near Torque,3,2,1,0,Torque,base_or_unknown,no,no,no,2,
passback_augment,Green Eggs and Ham,Stepping Ducking far Swivel,4,3,1,0,Swivel,base_or_unknown,no,no,no,2,
passback_augment,Guay,Pickup,1,0,0,0,Pickup,base_or_unknown,no,no,no,,
passback_augment,Id,"Atomic Ducking far Double Down, Alpine Fusion",7,3,1,1,Fusion,base_or_unknown,no,no,no,,
passback_augment,Illusion,(downtime) leggy out dex>op toe,5,1,1,0,toe,surface,yes,no,yes,1,
passback_augment,Jackknife,"Stepping Diving ss Butterfly, Alpine Sidewalk",6,2,1,0,Sidewalk,base_or_unknown,no,no,no,2,
passback_augment,"Janiwalker (""johnny walker"")",Barraging far Butterfly,3,2,1,0,Butterfly,base_or_unknown,no,yes,no,3,
passback_augment,Johnny Vodka,Pixie Mobius,2,1,0,0,Mobius,base_or_unknown,no,no,no,,
passback_augment,Kilo,Miraging Kilo,2,1,0,0,Kilo,base_or_unknown,no,no,no,3,
passback_augment,King Koopa,"Spinning Ducking far Symp.Torque, Alpine Super Mario",7,3,1,0,Mario,base_or_unknown,no,no,no,1,
passback_augment,Lawn Moir,Slicing far Butterfly,3,2,1,0,Butterfly,base_or_unknown,no,no,no,,
passback_augment,Legover,(downtime) leggy out dex>ss toe,5,1,1,0,toe,surface,yes,no,yes,1,
passback_augment,Leviathon,Stepping Ducking far Double Down,5,3,1,1,Down,base_or_unknown,no,no,no,3,
passback_augment,Mama Curve,(downtime) Illusioning far Symp. Butterfly,4,2,1,0,Butterfly,base_or_unknown,yes,no,no,2,
passback_augment,Mirage,(downtime) hippy in dex>op toe,5,1,1,0,toe,surface,yes,no,yes,1,
passback_augment,Monster,Symp. Swirling Gyro Inside,4,2,0,0,Inside,surface,no,yes,no,,
passback_augment,Mortal Kombat,Stepping Ducking far Grifter,4,3,1,0,Grifter,base_or_unknown,no,no,no,2,
passback_augment,Nemosis,"Barraging far Motion, Nemesis Osis",5,2,1,0,Osis,base_or_unknown,no,yes,no,4,
passback_augment,Orbit,toe>ss leggy out dex>ss toe,7,2,2,0,toe,surface,no,no,yes,1,
passback_augment,Osis,(downtime) Gyro Clipper,2,1,0,0,Clipper,surface,yes,yes,no,0,
passback_augment,Pandora's Box,Gyro Pickup,2,1,0,0,Pickup,base_or_unknown,no,yes,no,1,
passback_augment,Pickup,(downtime) leggy in dex>ss toe,5,1,1,0,toe,surface,yes,no,yes,1,
passback_augment,Pixie (archaic),Midtime Toe near Mirage,4,2,1,0,Mirage,base_or_unknown,no,no,no,,
passback_augment,Pogo,"Pogo far Mirage, (uptime) Symp. Miraging far Mirage",7,5,2,0,Mirage,base_or_unknown,yes,no,no,2,
passback_augment,Refraction,Butterfy near Osis,3,1,1,0,Osis,base_or_unknown,no,no,no,1,
passback_augment,Rotor,(downtime) Swirling Gyro Inside Stall,4,1,0,0,Stall,base_or_unknown,yes,yes,no,,
passback_augment,Schmoe,Stepping near Legover,3,2,1,0,Legover,base_or_unknown,no,no,no,2,
passback_augment,Shooting Star,"Shooting far Double Down, Pogo Nuclear far Double Down",9,4,2,2,Down,base_or_unknown,no,no,no,4,
passback_augment,Sidewinder,"Fairy Spinning near Barraging far Buterfly, Fairy Gyro Janiwalker",9,7,2,0,Janiwalker,base_or_unknown,no,yes,no,4,
passback_augment,Sidwalk,Stepping near Butterfly,3,2,1,0,Butterfly,base_or_unknown,no,no,no,2,
passback_augment,Skullsmasher,"Atomic Ducking far Mirage, Alpine Atomsmasher",6,3,1,0,Atomsmasher,base_or_unknown,no,no,no,2,
passback_augment,Strong side,strong,1,0,0,0,strong,base_or_unknown,no,no,no,,
passback_augment,Sunilwalk,Barraging near Butterfly,3,2,1,0,Butterfly,base_or_unknown,no,yes,no,3,
passback_augment,Super Mario,"Spinning far Symp. Torque, Symp. Marius",6,4,1,0,Marius,base_or_unknown,no,no,no,1,
passback_augment,TATW/Triple ATW,triple-dex ATW,2,0,0,1,ATW,base_or_unknown,no,no,no,3,
passback_augment,TSO,triple-dex Legover,2,0,0,1,Legover,base_or_unknown,no,no,no,3,
passback_augment,Terrawhirl,"Toe midtime near Whirr, Terraging near Clipper",7,4,2,0,Clipper,surface,no,yes,no,,
passback_augment,Torch-R-Rack,"Stepping far Symp. Double Down, BS Blurriest",7,3,1,1,Blurriest,base_or_unknown,no,no,no,3,
passback_augment,Toxic,(downtime) Miraging far Symp. Whirl,4,3,1,0,Whirl,base_or_unknown,yes,no,no,2,
passback_augment,Triple Switch,triple-dex Legover,2,0,0,1,Legover,base_or_unknown,no,no,no,3,
passback_augment,Twist,Rev. Swirl,2,0,0,0,Swirl,base_or_unknown,no,no,no,1,
passback_augment,Walkover,"Inside Stall>place foot on ground>step over into Clipper, or reverse direction",13,1,0,0,direction,base_or_unknown,no,no,no,,
passback_augment,Wauxspin,Butterfly Gyro Toe,3,1,0,0,Toe,surface,no,yes,no,,
passback_augment,Whip,Rev. Whirl,2,0,0,0,Whirl,base_or_unknown,no,no,no,1,
passback_augment,Wrap,"Inside Stall moved to Clipper Stall, or reverse direction",9,1,0,0,direction,base_or_unknown,no,no,no,,
