event_id,event_name,year,event_type,location,start_date,end_date,city,region,country,host_club,status,validation_status,num_placements,source_types,data_source
2006_funtastik_summer,Funtastik Summer Classic Tournament and Festival,2006,mixed,"Harrisburg, Pennsylvania, United States",2006-09-02,2006-09-04,Harrisburg,Pennsylvania,United States,,completed,N/A,39,MIRROR,POST1997
2006_german,German Footbag Championships 2006,2006,mixed,"Berlin, Germany",2006-12-16,2006-12-17,Berlin,,Germany,FC Footstar Berlin e.V.,completed,N/A,34,MIRROR,POST1997
2006_hack_ski_sack,Hack Ski Sack,2006,net,"Chambéry, Auvergne-Rhône-Alpes, France",2006-04-01,2006-04-08,Chambéry,Auvergne-Rhône-Alpes,France,Rien N'est Hacky - RNH Footbag,completed,N/A,7,MIRROR,POST1997
2006_springjam,Montreal Spring Jam,2006,freestyle,"Montreal, Quebec, Canada",2006-06-03,2006-06-04,Montreal,Quebec,Canada,,completed,N/A,6,MIRROR,POST1997
2006_new_years,New Year's Jam 2006,2006,freestyle,"Chicago, Illinois, United States",2006-12-28,2006-12-30,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,completed,N/A,17,MIRROR,POST1997
2006_rnh_contest,RNH Contest 2006,2006,mixed,"Paris, Île-de-France, France",2006-02-04,2006-02-05,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,65,MIRROR,POST1997
2006_santa_cruz_invitational,Santa Cruz Invitational,2006,freestyle,"Santa Cruz, California, United States",2006-06-10,2006-06-11,Santa Cruz,California,United States,Santa Cruz Footbag Club,completed,N/A,9,MIRROR,POST1997
2006_southeastern_4_square,Southeastern 4-Square Championship,2006,social,"Chattanooga, Tennessee, United States",2006-12-02,2006-12-02,Chattanooga,Tennessee,United States,River City Footbag,completed,N/A,4,MIRROR,POST1997
2006_swedish,Swedish Open Footbag Net,2006,net,"Stockholm, Stockholm County, Sweden",2006-06-17,2006-06-18,Stockholm,Stockholm County,Sweden,Mañana Footbag Club,completed,N/A,26,MIRROR,POST1997
2006_hackrifice,The Hackrifice Open 2006,2006,mixed,"Winnipeg, Manitoba, Canada",2006-09-30,2006-10-01,Winnipeg,Manitoba,Canada,Hackrifice,completed,N/A,16,MIRROR,POST1997
2006_u_s,U. S. Open Footbag Championships,2006,mixed,"Portland, Oregon, United States",2006-08-11,2006-08-13,Portland,Oregon,United States,Sole Purpose,completed,N/A,71,MIRROR,POST1997
2006_valentines_day_massacre,Valentines Day Massacre,2006,mixed,"Murfreesboro, Tennessee, United States",2006-02-18,2006-02-18,Murfreesboro,Tennessee,United States,Nashville Kicks,completed,N/A,10,MIRROR,POST1997
2006_zocha,Zocha Jam 2006,2006,mixed,"Wrocław, Lower Silesian, Poland",2006-12-02,2006-12-03,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,N/A,53,MIRROR,POST1997
2007_07_southeastern,'07 Southeastern Net Championships,2007,net,"Memphis, Tennessee, United States",2007-04-14,2007-04-15,Memphis,Tennessee,United States,Memphis Footworks,completed,N/A,9,MIRROR,POST1997
2007_nyfa_symposium,1st Annual NYFA Freestyle Symposium,2007,freestyle,"New York, United States",2007-11-10,2007-11-11,New York,,United States,New York Footbag Association,completed,N/A,13,MIRROR,POST1997
2007_south_american,1st South American IFPA Footbag Championships,2007,freestyle,"Medellín, Antioquia, Colombia",2007-10-12,2007-10-15,Medellín,Antioquia,Colombia,Footbag Medellin,completed,N/A,24,MIRROR,POST1997
2007_worlds_buena_vista,2007 IFPA WORLD FOOTBAG CHAMPIONSHIPS,2007,worlds,"Buena Vista, Florida, United States",2007-08-11,2007-08-18,Buena Vista,Florida,United States,,completed,N/A,212,MIRROR,POST1997
2007_montreal,2007 Montreal Footbag Championships,2007,net,"Montreal, Quebec, Canada",2007-07-21,2007-07-22,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,N/A,16,MIRROR,POST1997
2007_usopen_portland,2007 U.S. Open Footbag Championships,2007,mixed,"Portland, Oregon, United States",2007-07-06,2007-07-08,Portland,Oregon,United States,Sole Purpose,completed,N/A,81,MIRROR,POST1997
2007_vancouver,20th Annual Vancouver Open Net Footbag Tournament,2007,net,"Vancouver, British Columbia, Canada",2007-07-28,2007-07-29,Vancouver,British Columbia,Canada,Kitsilano Footbag Association,completed,N/A,14,MIRROR,POST1997
2007_shred_idaho,3rd Annual Shred Idaho Jam,2007,freestyle,"Boise, Idaho, United States",2007-09-14,2007-09-16,Boise,Idaho,United States,Northwest Footbag Alliance,completed,N/A,11,MIRROR,POST1997
2007_new_jersey_spike,3rd New Jersey Spike and Shred,2007,mixed,"Budd Lake, New Jersey, United States",2007-05-12,2007-05-13,Budd Lake,New Jersey,United States,,completed,N/A,23,MIRROR,POST1997
2007_jfk,4th Annual JFK Net Battle,2007,net,"Jyväskylä, Central Finland, Finland",2007-05-26,2007-05-27,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,N/A,27,MIRROR,POST1997
2007_montana,4th annual Montana Freestyle Jam,2007,freestyle,"Missoula, Montana, United States",2007-04-28,2007-04-29,Missoula,Montana,United States,Missoula Footbag Alliance,completed,N/A,14,MIRROR,POST1997
2007_footbagjam_warsaw,5th Annual Wilanow Footbag Open 2007,2007,freestyle,"Warsaw, Masovian, Poland",2007-09-29,2007-09-30,Warsaw,Masovian,Poland,,completed,N/A,54,MIRROR,POST1997
2007_turku,8th Annual Turku Open,2007,net,"Turku, Southwest Finland, Finland",2007-07-07,2007-07-08,Turku,Southwest Finland,Finland,Footcraft,completed,N/A,31,MIRROR,POST1997
2007_de_france_de,9e Open de France de Footbag,2007,mixed,"Paris, Île-de-France, France",2007-11-01,2007-11-04,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,130,MIRROR,POST1997
2007_eurochamp_vienna,9th Annual IFPA European Footbag Championships,2007,freestyle,"Vienna, Austria",2007-07-19,2007-07-22,Vienna,,Austria,Footbag-Vienna,completed,N/A,43,MIRROR,POST1997
2007_austrian,Austrian Footbag Championships 2007,2007,mixed,"Linz, Upper Austria, Austria",2007-09-07,2007-09-09,Linz,Upper Austria,Austria,gravityfighters Linz,completed,N/A,30,MIRROR,POST1997
2007_championnats_de_france,Championnats de France de Footbag,2007,mixed,"Carnon-Plage, Occitanie, France",2007-06-09,2007-06-10,Carnon-Plage,Occitanie,France,Icarus Footbag,completed,N/A,36,MIRROR,POST1997
2007_footbagjam_ithaca,Cornell Footbag Jam 2,2007,freestyle,"Ithaca, New York, United States",2007-10-27,2007-10-28,Ithaca,New York,United States,,completed,N/A,4,MIRROR,POST1997
2007_finnish,Finnish Footbag Championships 2007,2007,mixed,"Jyväskylä, Central Finland, Finland",2007-09-07,2007-09-09,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,N/A,60,MIRROR,POST1997
2007_footbagmania_polish,Footbagmania 3007 - Polish Footbag Championships,2007,mixed,"Kraków, Lesser Poland, Poland",2007-08-24,2007-08-26,Kraków,Lesser Poland,Poland,Maniac Footbag Team,completed,N/A,48,MIRROR,POST1997
2007_funtastik_summer,Funtastik Summer Classic,2007,freestyle,"Harrisburg, Pennsylvania, United States",2007-09-01,2007-09-03,Harrisburg,Pennsylvania,United States,,completed,N/A,63,MIRROR,POST1997
2007_german,German Footbag Championships 2007,2007,mixed,"Aachen, North Rhine-Westphalia, Germany",2007-06-29,2007-06-30,Aachen,North Rhine-Westphalia,Germany,TSK Aachen e.V.,completed,N/A,21,MIRROR,POST1997
2007_lhivernal_windchill,"L'Hivernal 2007, The 2007 Windchill",2007,net,"Montreal, Quebec, Canada",2007-03-31,2007-04-01,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,N/A,29,MIRROR,POST1997
2007_springjam,Montreal Spring Jam 2,2007,freestyle,"Montreal, Quebec, Canada",2007-06-01,2007-06-03,Montreal,Quebec,Canada,,completed,N/A,12,MIRROR,POST1997
2007_rnh_contest,RNH Contest 2007,2007,freestyle,"Paris, Île-de-France, France",2007-01-20,2007-01-21,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,17,MIRROR,POST1997
2007_russian,Russian Footbag Freestyle Jam,2007,freestyle,"Saint Petersburg, Russia",2007-10-27,2007-10-28,Saint Petersburg,,Russia,RFA (Russian Footbag Association),completed,N/A,6,MIRROR,POST1997
2007_santa_cruz_soul,Santa Cruz Soul Jam,2007,net,"Santa Cruz, California, United States",2007-05-05,2007-05-06,Santa Cruz,California,United States,Santa Cruz Footbag Club,completed,N/A,11,MIRROR,POST1997
2007_shredmonton_assembly,ShrEdmonton Freestyle Assembly 2007,2007,freestyle,"Edmonton, Alberta, Canada",2007-06-22,2007-06-24,Edmonton,Alberta,Canada,Edmonton Footbag Club,completed,N/A,11,MIRROR,POST1997
2007_texas_statewide,Texas Statewide Footbag Tournament 2007,2007,net,"Austin, Texas, United States",2007-10-13,2007-10-14,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,completed,N/A,8,MIRROR,POST1997
2007_hackrifice,The 9th Hackrifice Open 2007,2007,mixed,"Winnipeg, Manitoba, Canada",2007-09-29,2007-09-30,Winnipeg,Manitoba,Canada,Hackrifice,completed,N/A,22,MIRROR,POST1997
2007_green_chaos,The Green Cup 2007 - Presented By Chaos,2007,net,"San Francisco, California, United States",2007-05-26,2007-05-28,San Francisco,California,United States,Chaos Footbag Club,completed,N/A,35,MIRROR,POST1997
2007_todexon_8,Todexon 8,2007,freestyle,"Prague, Czech Republic",2007-04-05,2007-04-08,Prague,,Czech Republic,Czech Footbag Association,completed,N/A,19,MIRROR,POST1997
2007_zocha,Zocha Jam 2007,2007,mixed,"Wrocław, Lower Silesian, Poland",2007-12-08,2007-12-09,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,N/A,27,MIRROR,POST1997
2008_de_france_de,10e Open de France de Footbag,2008,mixed,"Paris, Île-de-France, France",2008-10-31,2008-11-02,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,118,MIRROR,POST1997
2008_eurochamp_montpellier,10th Annual IFPA European Footbag Championships,2008,mixed,"Montpellier, Occitanie, France",2008-07-03,2008-07-06,Montpellier,Occitanie,France,Icarus Footbag,completed,N/A,158,MIRROR,POST1997
2008_worlds_prague,2008 IFPA WORLD FOOTBAG CHAMPIONSHIPS,2008,worlds,"Prague, Czech Republic",2008-08-10,2008-08-17,Prague,,Czech Republic,Czech Footbag Association,completed,N/A,257,MIRROR,POST1997
2008_southern,2008 Southern Regional Footbag Championships,2008,net,"Houston, Texas, United States",2008-05-17,2008-05-17,Houston,Texas,United States,Houston Skyliners Footbag Club,completed,N/A,18,MIRROR,POST1997
2008_midwest,24th Annual Midwest Regional Footbag Championships,2008,freestyle,"Chicago, Illinois, United States",2008-07-05,2008-07-06,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,completed,N/A,4,MIRROR,POST1997
2008_south_american,2nd IFPA South American Footbag Championships,2008,freestyle,"San Cristóbal, Táchira, Venezuela",2008-12-18,2008-12-21,San Cristóbal,Táchira,Venezuela,Footbag Táchira Venezuela,completed,N/A,26,MIRROR,POST1997
2008_jfk_jyvaskyla_2,5th Annual JFK Net Battle,2008,net,"Jyväskylä, Central Finland, Finland",2008-05-17,2008-05-18,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,N/A,32,MIRROR,POST1997
2008_polish,8th Annual Polish Footbag Championships 2008,2008,mixed,"Warsaw, Masovian, Poland",2008-09-20,2008-09-21,Warsaw,Masovian,Poland,PSF Polish Footbag Association,completed,N/A,56,MIRROR,POST1997
2008_turku,9th Annual Turku Open,2008,net,"Turku, Southwest Finland, Finland",2008-07-26,2008-07-27,Turku,Southwest Finland,Finland,Footcraft,completed,N/A,38,MIRROR,POST1997
2008_commalamaison_contest,CommALaMaison Contest 2008,2008,net,"Paris, Île-de-France, France",2008-03-01,2008-03-01,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,8,MIRROR,POST1997
2008_czech,Czech Footbag Championships,2008,freestyle,"Prague, Czech Republic",2008-12-20,2008-12-20,Prague,,Czech Republic,Czech Footbag Association,completed,N/A,27,MIRROR,POST1997
2008_eastregion,East Coast Footbag Championships,2008,mixed,"Silver Spring, Maryland, United States",2008-09-27,2008-09-28,Silver Spring,Maryland,United States,D.C. All-Stars,completed,N/A,31,MIRROR,POST1997
2008_fc_footstars_anniversary,FC Footstar's 10th anniversary,2008,mixed,"Berlin, Germany",2008-01-12,2008-01-13,Berlin,,Germany,FC Footstar Berlin e.V.,completed,N/A,3,MIRROR,POST1997
2008_finnish_helsinki,Finnish Footbag Championships,2008,mixed,"Helsinki, Uusimaa, Finland",2008-12-20,2008-12-20,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,N/A,29,MIRROR,POST1997
2008_finnish_naantali,Finnish Footbag Singles Net Championships,2008,net,"Naantali, Southwest Finland, Finland",2008-12-05,2008-12-06,Naantali,Southwest Finland,Finland,Footcraft,completed,N/A,21,MIRROR,POST1997
2008_french,French Footbag Championships 2008,2008,mixed,"Marseille, Provence-Alpes-Côte d'Azur, France",2008-06-13,2008-06-14,Marseille,Provence-Alpes-Côte d'Azur,France,Icarus Footbag,completed,N/A,26,MIRROR,POST1997
2008_funtastik_summer,Funtastik Summer Classic Footbag Tournament,2008,mixed,"Harrisburg, Pennsylvania, United States",2008-08-30,2008-09-01,Harrisburg,Pennsylvania,United States,,completed,N/A,53,MIRROR,POST1997
2008_greater_rochester_area,Greater Rochester Area Shred Symposium 2008,2008,freestyle,"Rochester, New York, United States",2008-04-18,2008-04-20,Rochester,New York,United States,The Rochester Footbag Association,completed,N/A,15,MIRROR,POST1997
2008_jfk_jyvaskyla_3,JFK Fall Fury,2008,net,"Jyväskylä, Central Finland, Finland",2008-10-18,2008-10-18,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,N/A,10,MIRROR,POST1997
2008_jfk_jyvaskyla,JFK March Mayhem,2008,net,"Jyväskylä, Central Finland, Finland",2008-03-01,2008-03-02,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,N/A,14,MIRROR,POST1997
2008_memphicago_kick_volley,Memphicago Kick Volley Challenge 1,2008,net,"Salem, Illinois, United States",2008-08-17,2008-08-17,Salem,Illinois,United States,Memphis Footworks,completed,N/A,8,MIRROR,POST1997
2008_springjam,Montreal Spring Jam 3,2008,freestyle,"Montreal, Quebec, Canada",2008-06-13,2008-06-15,Montreal,Quebec,Canada,,completed,N/A,11,MIRROR,POST1997
2008_phoenix,Phoenix Open,2008,net,"Phoenix, Arizona, United States",2008-01-19,2008-01-21,Phoenix,Arizona,United States,AIR-A-ZONA FOOTBAG NET CLUB,completed,N/A,18,MIRROR,POST1997
2008_rnh_contest,RNH Contest 2008,2008,mixed,"Paris, Île-de-France, France",2008-04-26,2008-04-27,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,40,MIRROR,POST1997
2008_second_nyfa_symposium,Second Annual NYFA Freestyle Symposium,2008,freestyle,"New York, United States",2008-07-25,2008-07-27,New York,,United States,New York Footbag Association,completed,N/A,11,MIRROR,POST1997
2008_shredmonton_assembly,ShrEdmonton Freestyle Assembly 2008,2008,freestyle,"Edmonton, Alberta, Canada",2008-06-27,2008-06-29,Edmonton,Alberta,Canada,Edmonton Footbag Club,completed,N/A,23,MIRROR,POST1997
2008_socali_08,SoCali Jam 08,2008,social,"San Diego, California, United States",2008-02-15,2008-02-18,San Diego,California,United States,,completed,N/A,4,MIRROR,POST1997
2008_southeastern,Southeastern Net Championships,2008,net,"Memphis, Tennessee, United States",2008-04-05,2008-04-06,Memphis,Tennessee,United States,Memphis Footworks,completed,N/A,18,MIRROR,POST1997
2008_texas_statewide,Texas Statewide Tournament 2008,2008,mixed,"Austin, Texas, United States",2008-10-18,2008-10-19,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,completed,N/A,30,MIRROR,POST1997
2008_hackrifice,The 10th Annual Hackrifice Open Footbag Championship,2008,freestyle,"Winnipeg, Manitoba, Canada",2008-09-19,2008-09-21,Winnipeg,Manitoba,Canada,Hackrifice,completed,N/A,9,MIRROR,POST1997
2008_green_chaos,The 2008 Green Cup Presented by Chaos,2008,net,"San Francisco, California, United States",2008-05-24,2008-05-26,San Francisco,California,United States,Chaos Footbag Club,completed,N/A,53,MIRROR,POST1997
2008_pro_kicker_montreal,The 2008 Pro Kicker Montreal Footbag Championships,2008,net,"Montreal, Quebec, Canada",2008-07-18,2008-07-20,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,N/A,37,MIRROR,POST1997
2008_pro_kicker_windchill,The 2008 Pro Kicker Windchill,2008,net,"Montreal, Quebec, Canada",2008-04-12,2008-04-13,Montreal,Quebec,Canada,Association Québécoise de Footbag,completed,N/A,28,MIRROR,POST1997
2008_second_city_clck,The 2008 Second City Cup presented by CLCK,2008,net,"Chicago, Illinois, United States",2008-09-20,2008-09-21,Chicago,Illinois,United States,Chicago Lake Coast Kickers,completed,N/A,9,MIRROR,POST1997
2008_windy_city,The 2008 Windy City Cup,2008,net,"Chicago, Illinois, United States",2008-06-13,2008-06-15,Chicago,Illinois,United States,Chicago Lake Coast Kickers,completed,N/A,25,MIRROR,POST1997
2008_todexon_9,Todexon 9,2008,freestyle,"Prague, Czech Republic",2008-03-15,2008-03-15,Prague,,Czech Republic,Czech Footbag Association,completed,N/A,23,MIRROR,POST1997
2008_usopen_portland,U.S. Open Footbag Championships,2008,mixed,"Portland, Oregon, United States",2008-07-12,2008-07-13,Portland,Oregon,United States,Sole Purpose,completed,N/A,97,MIRROR,POST1997
2008_zocha,Zocha Jam 2008,2008,mixed,"Wrocław, Lower Silesian, Poland",2008-12-06,2008-12-07,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,N/A,42,MIRROR,POST1997
2009_mud_island_belt,"""The Mud Island Belt"" 2009 presented by Memphis Footworks",2009,net,"Memphis, Tennessee, United States",2009-04-18,2009-04-19,Memphis,Tennessee,United States,Memphis Footworks,completed,N/A,25,MIRROR,POST1997
2009_eurochamp_strzelin,11th Annual IFPA European Footbag Championships - Strzelin,2009,mixed,"Strzelin, Lower Silesian, Poland",2009-06-26,2009-06-28,Strzelin,Lower Silesian,Poland,DST Footbag Club Strzelin,completed,N/A,116,MIRROR,POST1997
2009_east_coast,2009 East-Coast Footbag Championships,2009,freestyle,"College Park, Maryland, United States",2009-10-03,2009-10-04,College Park,Maryland,United States,D.C. All-Stars,completed,N/A,34,MIRROR,POST1997
2009_french,2009 French Footbag Championships,2009,mixed,"Nantes, Pays de la Loire, France",2009-06-13,2009-06-14,Nantes,Pays de la Loire,France,,completed,N/A,51,MIRROR,POST1997
2009_green_chaos,2009 Green Cup Presented by Chaos,2009,net,"San Francisco, California, United States",2009-05-23,2009-05-25,San Francisco,California,United States,Chaos Footbag Club,completed,N/A,54,MIRROR,POST1997
2009_southern,2009 Southern Regional Footbag Championships,2009,mixed,"Houston, Texas, United States",2009-05-16,2009-05-17,Houston,Texas,United States,Houston Skyliners Footbag Club,completed,N/A,30,MIRROR,POST1997
2009_usopen_portland,2009 U.S. Open Footbag Net Championships,2009,net,"Portland, Oregon, United States",2009-06-20,2009-06-21,Portland,Oregon,United States,NPR,completed,N/A,36,MIRROR,POST1997
2009_usopen_vancouver,2009 U.S. Open Freestyle Footbag Championships,2009,freestyle,"Vancouver, Washington, United States",2009-07-11,2009-07-12,Vancouver,Washington,United States,Sole Purpose,completed,N/A,29,MIRROR,POST1997
2009_windy_city_clck,2009 Windy City Cup presented by CLCK,2009,freestyle,"Chicago, Illinois, United States",2009-06-12,2009-06-14,Chicago,Illinois,United States,Chicago Lake Coast Kickers,completed,N/A,18,MIRROR,POST1997
2009_vancouver,22nd Annual Vancouver Open Footbag Tournament,2009,mixed,"Vancouver, British Columbia, Canada",2009-08-15,2009-08-16,Vancouver,British Columbia,Canada,Kitsilano Footbag Association,completed,N/A,26,MIRROR,POST1997
2009_midwest_new_years,25th Midwest Regionals Tournament & New Year's Jam,2009,freestyle,"Chicago, Illinois, United States",2009-12-27,2009-12-28,Chicago,Illinois,United States,MIDWEST FOOTBAG ASSOCIATION,completed,N/A,13,MIRROR,POST1997
2009_worlds_berlin,30th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,2009,worlds,"Berlin, Germany",2009-07-19,2009-07-26,Berlin,,Germany,FC Footstar Berlin e.V.,completed,N/A,234,MIRROR,POST1997
2009_footbagjam_lausanne,6# Swiss Footbag Open,2009,freestyle,"Lausanne, Vaud, Switzerland",2009-09-18,2009-09-20,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,completed,N/A,19,MIRROR,POST1997
2009_footbagjam_warsaw,6th Annual Wilanow Footbag Open 2009,2009,freestyle,"Warsaw, Masovian, Poland",2009-10-10,2009-10-11,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,completed,N/A,31,MIRROR,POST1997
2009_austrian,Austrian Footbag Championships 2009,2009,mixed,"Wiener Neustadt, Lower Austria, Austria",2009-08-07,2009-08-09,Wiener Neustadt,Lower Austria,Austria,AUTsiders,completed,N/A,33,MIRROR,POST1997
2009_end_winter,End of Winter Jam,2009,freestyle,"Wrocław, Lower Silesian, Poland",2009-04-18,2009-04-19,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,N/A,17,MIRROR,POST1997
2009_finnish,Finnish Footbag Championships,2009,mixed,"Naantali, Southwest Finland, Finland",2009-12-11,2009-12-13,Naantali,Southwest Finland,Finland,Footcraft,completed,N/A,46,MIRROR,POST1997
2009_footbagjam_stara_zagora,Footbag Open Meeting,2009,mixed,"Stara Zagora, Bulgaria",2009-12-12,2009-12-13,Stara Zagora,,Bulgaria,Urban Komba,completed,N/A,13,MIRROR,POST1997
2009_footbagjam_frankfurt,Frankfurt Footbag Open - *Bembel Cup 2009*,2009,net,"Frankfurt, Hesse, Germany",2009-07-11,2009-07-12,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,completed,N/A,25,MIRROR,POST1997
2009_frisbee_fest,Frisbee Footbag Fest,2009,mixed,"Moscow, Russia",2009-05-09,2009-05-11,Moscow,,Russia,Footbag Empire,completed,N/A,26,MIRROR,POST1997
2009_funtastik_summer,Funtastik Summer Classic,2009,mixed,"Harrisburg, Pennsylvania, United States",2009-09-05,2009-09-07,Harrisburg,Pennsylvania,United States,,completed,N/A,33,MIRROR,POST1997
2009_german,German Footbag Championships 2009,2009,mixed,"Hamburg, Germany",2009-12-05,2009-12-06,Hamburg,,Germany,Hamburg Footkings e.V.,completed,N/A,39,MIRROR,POST1997
2009_helsinki,Helsinki Open 2009,2009,mixed,"Helsinki, Uusimaa, Finland",2009-06-13,2009-06-14,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),completed,N/A,21,MIRROR,POST1997
2009_south_american,IFPA South American Championships,2009,net,"Bogotá, Cundinamarca, Colombia",2009-12-17,2009-12-21,Bogotá,Cundinamarca,Colombia,Fundación Footbag Colombia - IFC,completed,N/A,36,MIRROR,POST1997
2009_s_montreal_09,IFPA's Montreal Open 09 : Footbag Freestyle,2009,freestyle,"Montreal, Quebec, Canada",2009-06-12,2009-06-14,Montreal,Quebec,Canada,,completed,N/A,11,MIRROR,POST1997
2009_jfk_jyvaskyla,JFK March Mayhem,2009,net,"Jyväskylä, Central Finland, Finland",2009-03-21,2009-03-22,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,N/A,10,MIRROR,POST1997
2009_jfk_jyvaskyla_2,JFK Net Battle,2009,net,"Jyväskylä, Central Finland, Finland",2009-05-23,2009-05-24,Jyväskylä,Central Finland,Finland,"Jyväskylän Footbag-klubi, JFK",completed,N/A,23,MIRROR,POST1997
2009_kick_volley_01,Kick Volley 01,2009,net,"Montréal, Quebec, Canada",2009-03-21,2009-03-22,Montréal,Quebec,Canada,Association Québécoise de Footbag,completed,N/A,11,MIRROR,POST1997
2009_montreal_end_summer,Montreal End-of-Summer Jam 1,2009,freestyle,"Montreal, Quebec, Canada",2009-09-11,2009-09-13,Montreal,Quebec,Canada,Aki Freestyle Montréal,completed,N/A,7,MIRROR,POST1997
2009_montreals_first_single,"Montreal's 2009 First Single Net Footbag Championships, presented by AKIQ",2009,net,"Montreal, Quebec, Canada",2009-01-17,2009-01-17,Montreal,Quebec,Canada,Aki Québec,completed,N/A,18,MIRROR,POST1997
2009_phoenix,Phoenix Open 2009,2009,net,"Chandler, Arizona, United States",2009-01-17,2009-01-19,Chandler,Arizona,United States,AIR-A-ZONA FOOTBAG NET CLUB,completed,N/A,16,MIRROR,POST1997
2009_polish,Polish Footbag Championships 2009,2009,mixed,"Białystok, Podlaskie, Poland",2009-08-21,2009-08-23,Białystok,Podlaskie,Poland,Pasikonik BFT,completed,N/A,47,MIRROR,POST1997
2009_prague,Prague Net Open,2009,net,"Prague, Czech Republic",2009-11-20,2009-11-22,Prague,,Czech Republic,Czech Footbag Association,completed,N/A,23,MIRROR,POST1997
2009_rnh_contest,RNH Contest 2009,2009,mixed,"Paris, Île-de-France, France",2009-04-18,2009-04-19,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,97,MIRROR,POST1997
2009_texas_statewide,Texas Statewide 2009,2009,net,"Austin, Texas, United States",2009-10-24,2009-10-25,Austin,Texas,United States,Austin Style Footbag Club - Texas Footbag League,completed,N/A,24,MIRROR,POST1997
2009_australian_national,The 7th Australian National Footbag Championships,2009,freestyle,"Sydney, New South Wales, Australia",2009-04-17,2009-04-19,Sydney,New South Wales,Australia,Sydney Freestyle,completed,N/A,17,MIRROR,POST1997
2009_akisphere,"The AkiSphere 2009, presented by AKIQ (Montreal Net)",2009,net,"Montreal, Quebec, Canada",2009-07-03,2009-07-05,Montreal,Quebec,Canada,Aki Québec,completed,N/A,36,MIRROR,POST1997
2009_todexon_10,Todexon 10,2009,freestyle,"Prague, Czech Republic",2009-03-27,2009-03-29,Prague,,Czech Republic,Czech Footbag Association,completed,N/A,22,MIRROR,POST1997
2009_turku,Turku Open 2009,2009,net,"Turku, Southwest Finland, Finland",2009-07-04,2009-07-05,Turku,Southwest Finland,Finland,Footcraft,completed,N/A,25,MIRROR,POST1997
2009_pro_copa_pro,X-PRO Cup (Copa X-PRO),2009,net,"Caracas, Capital District, Venezuela",2009-09-19,2009-09-20,Caracas,Capital District,Venezuela,X-PRO,completed,N/A,32,MIRROR,POST1997
2009_zocha,Zocha Jam 2009,2009,mixed,"Wrocław, Lower Silesian, Poland",2009-12-05,2009-12-06,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,completed,N/A,49,MIRROR,POST1997
2010_bembel,*Bembel Cup 2010*,2010,net,"Düsseldorf, North Rhine-Westphalia, Germany",2010-08-28,2010-08-29,Düsseldorf,North Rhine-Westphalia,Germany,SG Frankfurt Footbag e.V.,completed,N/A,19,MIRROR,POST1997
2010_polish,10th Annual Polish Footbag Championships 2010,2010,freestyle,"Katowice, Silesian, Poland",2010-08-06,2010-08-08,Katowice,Silesian,Poland,WSF Warsaw Footbag Association,completed,N/A,40,MIRROR,POST1997
2010_swiss,10th Swiss Footbag Championships,2010,mixed,"Lucerne, Switzerland",2010-09-11,2010-09-12,Lucerne,,Switzerland,Swirl Pool,completed,N/A,25,MIRROR,POST1997
2010_de_france_de,11e Open de France de Footbag,2010,mixed,"Paris, Île-de-France, France",2010-02-26,2010-02-28,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,completed,N/A,133,MIRROR,POST1997
